k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0297033474300004, 1.3643457577275377, 0.9371934258675126, 1.2681599809894568, 1.5306971099690472, 1.29321257963444, 0.350051207805161, 1.0216556449444925]|630329.6875000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-0.0674884925820198, 1.179522163312309, 0.4350190711802445, 0.4312782348542561, 1.7212061941079932, 1.9698839508618682, 0.3819788634341363, -0.1247574283699939]|42089.2202252971546841|      4.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       3|[-0.0674884925820198, 1.179522163312309, 0.4350190711802445, 0.4312782348542561, 1.7212061941079932, 1.9698839508618682, 0.3819788634341363, -0.1247574283699939]|42089.2202252971546841|      2.00000000|[23, 7, 1, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.3921259590665399, 1.1359974269685365, 0.7783777891448158, -0.0138542790903987, 3.2524442194129612, 1.3917976269372598, 1.0872265321660322, -0.7575528030429259]|1123.5509033203125000|      4.00000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       5|[-0.3921259590665399, 1.1359974269685365, 0.7783777891448158, -0.0138542790903987, 3.2524442194129612, 1.3917976269372598, 1.0872265321660322, -0.7575528030429259]|1123.5509033203125000|      2.00000000|[41, 13, 1, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.3921259590665399, 1.1359974269685365, 0.7783777891448158, -0.0138542790903987, 3.2524442194129612, 1.3917976269372598, 1.0872265321660322, -0.7575528030429259]|1123.5509033203125000|      1.00000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.3921259590665399, 1.1359974269685365, 0.7783777891448158, -0.0138542790903987, 3.2524442194129612, 1.3917976269372598, 1.0872265321660322, -0.7575528030429259]|1123.5509033203125000|      0.50000000|[59, 19, 1, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.3921259590665399, 1.1359974269685365, 0.7783777891448158, -0.0138542790903987, 3.2524442194129612, 1.3917976269372598, 1.0872265321660322, -0.7575528030429259]|1123.5509033203125000|      0.25000000|[69, 22, 2, 24]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.3921259590665399, 1.1359974269685365, 0.7783777891448158, -0.0138542790903987, 3.2524442194129612, 1.3917976269372598, 1.0872265321660322, -0.7575528030429259]|1123.5509033203125000|      0.12500000|[78, 25, 3, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.3921259590665399, 1.1359974269685365, 0.7783777891448158, -0.0138542790903987, 3.2524442194129612, 1.3917976269372598, 1.0872265321660322, -0.7575528030429259]|1123.5509033203125000|      0.06250000|[88, 28, 3, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
