k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.763170153622422, 2.919872173077666, 0.3069969929993314, 39.848497986589344, -0.5852977313557284, -1.3686136770596642, 25.901494585595994, -0.2240263346314383, 1.1976162021344663]|916.0203857421875000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[10.763170153622422, 2.919872173077666, 0.3069969929993314, 39.848497986589344, -0.5852977313557284, -1.3686136770596642, 25.901494585595994, -0.2240263346314383, 1.1976162021344663]|916.0203857421875000|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[10.763170153622422, 2.919872173077666, 0.3069969929993314, 39.848497986589344, -0.5852977313557284, -1.3686136770596642, 25.901494585595994, -0.2240263346314383, 1.1976162021344663]|916.0203857421875000|      0.50000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[10.763170153622422, 2.919872173077666, 0.3069969929993314, 39.848497986589344, -0.5852977313557284, -1.3686136770596642, 25.901494585595994, -0.2240263346314383, 1.1976162021344663]|916.0203857421875000|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[10.720187155692557, 2.9702944451146136, 0.3305136135811046, 39.92272859593807, -0.5361926212269292, -1.3989257878827097, 26.04024194673437, -0.3832891260899446, 1.1335752879124243]|877.1047973632812500|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[10.6388775838057, 3.03202454767327, 0.5093256768285743, 39.855953112657986, -0.3599884239505824, -1.1235560972461407, 26.294278173949994, -0.5309368115021708, 1.23324875189833]|861.9291992187500000|      1.00000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[10.6388775838057, 3.03202454767327, 0.5093256768285743, 39.855953112657986, -0.3599884239505824, -1.1235560972461407, 26.294278173949994, -0.5309368115021708, 1.23324875189833]|861.9291992187500000|      0.50000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[10.6388775838057, 3.03202454767327, 0.5093256768285743, 39.855953112657986, -0.3599884239505824, -1.1235560972461407, 26.294278173949994, -0.5309368115021708, 1.23324875189833]|861.9291992187500000|      0.25000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[10.612166451325393, 3.136098345690095, 0.5458645567338444, 39.91053589121848, -0.2563336567452392, -1.273602800249693, 26.352717934592235, -0.5451334911938963, 1.3320703857799585]|855.2867431640625000|      0.50000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[10.612166451325393, 3.136098345690095, 0.5458645567338444, 39.91053589121848, -0.2563336567452392, -1.273602800249693, 26.352717934592235, -0.5451334911938963, 1.3320703857799585]|855.2867431640625000|      0.25000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
