k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[98.68872098809766, 36.15109440708167, 269.2908921938785]                       |231811.1159313478565309|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[100.07102934645407, 36.44606626275506, 267.875895654385]                       |225215.5407714413595386|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[102.81284059571863, 37.07106940715419, 265.03127931067576]                     |212307.1943566816626117|      8.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[108.15283220722577, 38.496625444626865, 259.247484745422]                      |187638.9345129541761708|     16.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[119.38558852893051, 39.97219980586325, 247.9493492478426]                      |142907.7832151512266137|     32.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[143.83593261872332, 39.96106056063688, 227.30520843724094]                     |72345.9391786836640676|     64.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[184.16287813268292, 40.32306417751597, 177.61007367642657]                     |2669.2773510441852522|    128.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[184.16287813268292, 40.32306417751597, 177.61007367642657]                     |2669.2773510441852522|     64.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[184.16287813268292, 40.32306417751597, 177.61007367642657]                     |2669.2773510441852522|     32.00000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[184.16287813268292, 40.32306417751597, 177.61007367642657]                     |2669.2773510441852522|     16.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[194.5626358582039, 41.49811515257194, 165.50783031180666]                      |295.9714046660984081|     32.00000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[194.5626358582039, 41.49811515257194, 165.50783031180666]                      |295.9714046660984081|     16.00000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[194.5626358582039, 41.49811515257194, 165.50783031180666]                      |295.9714046660984081|      8.00000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[194.5626358582039, 41.49811515257194, 165.50783031180666]                      |295.9714046660984081|      4.00000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[194.5626358582039, 41.49811515257194, 165.50783031180666]                      |295.9714046660984081|      2.00000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
