k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.037883885306359, -0.0097306162923077, 1.0878324622580793, 0.2572646923930501, 0.8251696316843169, 0.3608332063827459]|478.3136596679687500|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[-0.037883885306359, -0.0097306162923077, 1.0878324622580793, 0.2572646923930501, 0.8251696316843169, 0.3608332063827459]|478.3136596679687500|      1.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.7232491114367625, 0.5461483601033674, 1.0853406351447235, -0.0649445218178901, 0.7433972937687131, 0.3267242237366198]|405.3794555664062500|      2.00000000|[85, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | iterate success | actual_k=2
       4|[0.7232491114367625, 0.5461483601033674, 1.0853406351447235, -0.0649445218178901, 0.7433972937687131, 0.3267242237366198]|405.3794555664062500|      1.00000000|[113, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[1.098210125671441, 1.1286116474720194, 1.4249381534616143, -0.0394356834840591, 1.3164417466422575, 0.0514359449768219]|288.8921813964843750|      2.00000000|[141, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[1.098210125671441, 1.1286116474720194, 1.4249381534616143, -0.0394356834840591, 1.3164417466422575, 0.0514359449768219]|288.8921813964843750|      1.00000000|[169, 24, 1, 13]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[1.098210125671441, 1.1286116474720194, 1.4249381534616143, -0.0394356834840591, 1.3164417466422575, 0.0514359449768219]|288.8921813964843750|      0.50000000|[198, 28, 1, 15]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[1.3042647758259336, 0.9487753152168221, 1.6318011989527381, 0.0621294567816167, 0.9698995125443766, 0.006702764561069]|216.5869140625000000|      1.00000000|[226, 32, 1, 17]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[1.3042647758259336, 0.9487753152168221, 1.6318011989527381, 0.0621294567816167, 0.9698995125443766, 0.006702764561069]|216.5869140625000000|      0.50000000|[254, 36, 1, 19]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[1.3042647758259336, 0.9487753152168221, 1.6318011989527381, 0.0621294567816167, 0.9698995125443766, 0.006702764561069]|216.5869140625000000|      0.25000000|[282, 40, 1, 21]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[1.3170555501635575, 1.0467403717650126, 1.7588040055584704, 0.083825643723288, 1.159883286287129, 0.0134088877537593]|171.7451934814453125|      0.50000000|[310, 44, 1, 23]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[1.3170555501635575, 1.0467403717650126, 1.7588040055584704, 0.083825643723288, 1.159883286287129, 0.0134088877537593]|171.7451934814453125|      0.25000000|[338, 48, 2, 26]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[1.3170555501635575, 1.0467403717650126, 1.7588040055584704, 0.083825643723288, 1.159883286287129, 0.0134088877537593]|171.7451934814453125|      0.12500000|[367, 52, 2, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[1.2630327082008896, 1.0666417874449585, 1.8551617434904601, 0.1365472369978068, 1.157806619699138, 0.0289579584436477]|164.5666961669921875|      0.25000000|[395, 56, 2, 30]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      15|[1.2630327082008896, 1.0666417874449585, 1.8551617434904601, 0.1365472369978068, 1.157806619699138, 0.0289579584436477]|164.5666961669921875|      0.12500000|[423, 60, 2, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[1.2017129524877315, 0.9895949682824288, 1.8956216362838902, 0.1902289784368216, 1.1879531395421765, 0.0513438975302087]|158.7020291618782437|      0.25000000|[451, 64, 3, 35]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
      17|[1.2017129524877315, 0.9895949682824288, 1.8956216362838902, 0.1902289784368216, 1.1879531395421765, 0.0513438975302087]|158.7020291618782437|      0.12500000|[480, 68, 3, 37]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[1.106492186292771, 0.9756051998639576, 1.8806829177893702, 0.2473412341995401, 1.2273863412000279, 0.0877078852555498]|154.1032409667968750|      0.25000000|[508, 72, 3, 39]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      19|[1.106492186292771, 0.9756051998639576, 1.8806829177893702, 0.2473412341995401, 1.2273863412000279, 0.0877078852555498]|154.1032409667968750|      0.12500000|[536, 76, 3, 41]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[1.0880722385109831, 0.9605041061462305, 1.987079664773065, 0.2877104457364852, 1.201559220641149, 0.125664193388122]|148.3512420654296875|      0.25000000|[564, 80, 3, 43]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      21|[1.0880722385109831, 0.9605041061462305, 1.987079664773065, 0.2877104457364852, 1.201559220641149, 0.125664193388122]|148.3512420654296875|      0.12500000|[592, 84, 4, 46]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[1.0057158715345782, 0.940760741839883, 1.944245091316399, 0.3538357114980323, 1.2213360698007867, 0.1687240722358585]|143.5972241467609933|      0.25000000|[621, 88, 5, 49]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
      23|[1.0057158715345782, 0.940760741839883, 1.944245091316399, 0.3538357114980323, 1.2213360698007867, 0.1687240722358585]|143.5972241467609933|      0.12500000|[650, 92, 5, 51]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
