k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.05640488311684, 149.9784802086746, -100.20747190636348, 1.2330306021668336, 2.1087074077477594]|84663.7656250000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[49.05640488311684, 149.9784802086746, -100.20747190636348, 1.2330306021668336, 2.1087074077477594]|84663.7656250000000000|      1.00000000|[15, 0, 0, 5]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[48.19273939780266, 150.26422367653794, -100.60248348341351, 1.1583255775593386, 2.212715163926269]|81820.9140625000000000|      2.00000000|[21, 0, 0, 7]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[46.379458803768536, 150.86876254450965, -100.22415226769485, 1.0705432439899256, 1.7703284580492742]|76245.5468750000000000|      4.00000000|[27, 0, 0, 9]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[46.379458803768536, 150.86876254450965, -100.22415226769485, 1.0705432439899256, 1.7703284580492742]|76245.5468750000000000|      2.00000000|[35, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[44.654227070229716, 151.05167295244755, -100.60957664698678, 1.9704715231429475, 1.9483632537683726]|70921.3125000000000000|      4.00000000|[41, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[44.654227070229716, 151.05167295244755, -100.60957664698678, 1.9704715231429475, 1.9483632537683726]|70921.3125000000000000|      2.00000000|[49, 0, 0, 17]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[43.30833713780446, 149.9920956429875, -100.27701086588505, 2.3007807549185344, 2.868239347444986]|66800.2109375000000000|      4.00000000|[55, 0, 0, 19]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[43.30833713780446, 149.9920956429875, -100.27701086588505, 2.3007807549185344, 2.868239347444986]|66800.2109375000000000|      2.00000000|[63, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[42.3353588136082, 148.70022090334803, -101.38290886374581, 2.6812444973632097, 2.7393603470677292]|63562.4687500000000000|      4.00000000|[69, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[42.3353588136082, 148.70022090334803, -101.38290886374581, 2.6812444973632097, 2.7393603470677292]|63562.4687500000000000|      2.00000000|[77, 0, 0, 27]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
