k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[105.0, 96.0, 230.0]                                                            |63019.3221809944880079|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[104.91432170353876, 96.64438222989455, 229.24011134281946]                     |61660.3922694423963549|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[105.6797467073934, 97.69790781232473, 227.72214941620888]                      |58374.5646906668625888|      4.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       3|[107.30937512832807, 99.39317379445146, 224.48635207095904]                     |52087.9464051630347967|      8.00000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       4|[105.36245922938402, 101.58180772546469, 217.0419313414156]                     |44172.9263926188432379|     16.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[102.61865436620218, 97.67622768597904, 201.7704553345605]                      |34178.7248356358031742|     32.00000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[88.08510676149741, 91.52616084744486, 173.93248357109786]                      |23547.6827280146135308|     64.00000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[122.10808652568286, 121.81202610084046, 128.9746898772455]                     |7623.0202455283779273|    128.00000000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[122.10808652568286, 121.81202610084046, 128.9746898772455]                     |7623.0202455283779273|     64.00000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[118.06370538653802, 57.95426191095347, 130.32707069273948]                     |2602.4901091795704815|    128.00000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      10|[118.06370538653802, 57.95426191095347, 130.32707069273948]                     |2602.4901091795704815|     64.00000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[118.06370538653802, 57.95426191095347, 130.32707069273948]                     |2602.4901091795704815|     32.00000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[118.06370538653802, 57.95426191095347, 130.32707069273948]                     |2602.4901091795704815|     16.00000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[116.39498922135729, 69.25260256699652, 119.12158610794488]                     |1999.3322126180805753|     32.00000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      14|[116.39498922135729, 69.25260256699652, 119.12158610794488]                     |1999.3322126180805753|     16.00000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[116.39498922135729, 69.25260256699652, 119.12158610794488]                     |1999.3322126180805753|      8.00000000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
