k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0793226230936985, 0.4180869438133741, -0.1459087116667149, -0.0091206068301168, 0.6125494437590292, 0.1170050332521864, -0.1715963448348908, -0.2163060434440981, 0.5765397492126294]|21793.3535156250000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.0793226230936985, 0.4180869438133741, -0.1459087116667149, -0.0091206068301168, 0.6125494437590292, 0.1170050332521864, -0.1715963448348908, -0.2163060434440981, 0.5765397492126294]|21793.3535156250000000|      1.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.0793226230936985, 0.4180869438133741, -0.1459087116667149, -0.0091206068301168, 0.6125494437590292, 0.1170050332521864, -0.1715963448348908, -0.2163060434440981, 0.5765397492126294]|21793.3535156250000000|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.0793226230936985, 0.4180869438133741, -0.1459087116667149, -0.0091206068301168, 0.6125494437590292, 0.1170050332521864, -0.1715963448348908, -0.2163060434440981, 0.5765397492126294]|21793.3535156250000000|      0.25000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.0431828584822612, 0.3339084938043883, -0.1183370149453778, -0.0067444217935969, 0.7231415969882566, 0.0986093173682065, -0.2465403764782363, -0.2170155620848455, 0.7230129986750631]|6096.4731445312500000|      0.50000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[-0.0431828584822612, 0.3339084938043883, -0.1183370149453778, -0.0067444217935969, 0.7231415969882566, 0.0986093173682065, -0.2465403764782363, -0.2170155620848455, 0.7230129986750631]|6096.4731445312500000|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.0431828584822612, 0.3339084938043883, -0.1183370149453778, -0.0067444217935969, 0.7231415969882566, 0.0986093173682065, -0.2465403764782363, -0.2170155620848455, 0.7230129986750631]|6096.4731445312500000|      0.12500000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.0788810524827113, 0.3794897288740621, -0.1312006456261013, -0.0662616335275633, 0.7649229411514065, 0.1124083816391038, -0.2970307976377656, -0.2592230623473706, 0.7709542947114021]|3793.1992187500000000|      0.25000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[-0.0788810524827113, 0.3794897288740621, -0.1312006456261013, -0.0662616335275633, 0.7649229411514065, 0.1124083816391038, -0.2970307976377656, -0.2592230623473706, 0.7709542947114021]|3793.1992187500000000|      0.12500000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-0.0788810524827113, 0.3794897288740621, -0.1312006456261013, -0.0662616335275633, 0.7649229411514065, 0.1124083816391038, -0.2970307976377656, -0.2592230623473706, 0.7709542947114021]|3793.1992187500000000|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[-0.0495499257542811, 0.3823558980050716, -0.1534287824670941, -0.0242325154822814, 0.7793216121001096, 0.1018520211993581, -0.278633503208388, -0.2643013951394376, 0.7612499208946105]|1973.9522705078125000|      0.12500000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[-0.0495499257542811, 0.3823558980050716, -0.1534287824670941, -0.0242325154822814, 0.7793216121001096, 0.1018520211993581, -0.278633503208388, -0.2643013951394376, 0.7612499208946105]|1973.9522705078125000|      0.06250000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
