k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2959.9411880000002384|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7479144257300154, 4.032295053621729]                                         |1199.6215820312500000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.1197850487013365, 2.1334918816964334]                                        | 43.9056892395019531|      4.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.1197850487013365, 2.1334918816964334]                                        | 43.9056892395019531|      2.00000000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.1197850487013365, 2.1334918816964334]                                        | 43.9056892395019531|      1.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.1197850487013365, 2.1334918816964334]                                        | 43.9056892395019531|      0.50000000|[25, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.1111351180329259, 1.6900103413867826]                                       | 19.8235073089599609|      1.00000000|[29, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.1111351180329259, 1.6900103413867826]                                       | 19.8235073089599609|      0.50000000|[34, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.3574738619930237, 1.5156382569264562]                                        | 17.0643653869628906|      1.00000000|[39, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.3574738619930237, 1.5156382569264562]                                        | 17.0643653869628906|      0.50000000|[44, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.3574738619930237, 1.5156382569264562]                                        | 17.0643653869628906|      0.25000000|[49, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
