k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[29, 4, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[58, 8, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       3|[99.9783012637084, 0.088495294554779, 0.1996072570516049, 0.9448323637955437, 99.95979617451002, 0.0152055935509362, 0.1463477739653806, 0.8262987151668856, 100.03042579683682, 0.0238277777065522, 0.2559330286503633, 0.7783609879337577, 100.00535064418156, 0.1772981215074895, 0.2929821992629442, 0.6043358601015396, 99.98272366919669, 0.185153018498545, 0.4475762094493909, 0.3086449699107761, 99.95868740704356, 0.6532894441812348, 0.6770734356396615, 0.0862729444808839, 299.97250933373465, 299.9869194416843, 299.98461275570986, 300.0342704346733, 300.0099088542878]|413.5376739201635132|      0.50000000|[87, 12, 3, 9]                                                             |  | used linear model with 33 points | iterate success | actual_k=2
       4|[99.9783012637084, 0.088495294554779, 0.1996072570516049, 0.9448323637955437, 99.95979617451002, 0.0152055935509362, 0.1463477739653806, 0.8262987151668856, 100.03042579683682, 0.0238277777065522, 0.2559330286503633, 0.7783609879337577, 100.00535064418156, 0.1772981215074895, 0.2929821992629442, 0.6043358601015396, 99.98272366919669, 0.185153018498545, 0.4475762094493909, 0.3086449699107761, 99.95868740704356, 0.6532894441812348, 0.6770734356396615, 0.0862729444808839, 299.97250933373465, 299.9869194416843, 299.98461275570986, 300.0342704346733, 300.0099088542878]|413.5376739201635132|      0.25000000|[116, 16, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       5|[99.97251299546313, 0.1581233874780471, 0.1869310819623838, 0.9661458021784144, 99.87836543629633, 0.1189102677245039, 0.2097797261018358, 0.8740748344741263, 99.98872958094648, -0.0274167001532684, 0.243688221514017, 0.7452880431539194, 100.01422539560444, 0.0695901503301309, 0.2625545935469928, 0.5460725921256002, 99.97892797198301, 0.1914724410478404, 0.438651867878368, 0.3243193219019693, 99.9136302304883, 0.6749912255534347, 0.7063630317219031, 0.0817466257875857, 299.8946743759102, 299.97441324839565, 300.0078146072171, 300.0140274041218, 299.9819590369256]|297.2349261448092648|      0.50000000|[145, 20, 5, 15]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
       6|[99.97251299546313, 0.1581233874780471, 0.1869310819623838, 0.9661458021784144, 99.87836543629633, 0.1189102677245039, 0.2097797261018358, 0.8740748344741263, 99.98872958094648, -0.0274167001532684, 0.243688221514017, 0.7452880431539194, 100.01422539560444, 0.0695901503301309, 0.2625545935469928, 0.5460725921256002, 99.97892797198301, 0.1914724410478404, 0.438651867878368, 0.3243193219019693, 99.9136302304883, 0.6749912255534347, 0.7063630317219031, 0.0817466257875857, 299.8946743759102, 299.97441324839565, 300.0078146072171, 300.0140274041218, 299.9819590369256]|297.2349261448092648|      0.25000000|[174, 24, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       7|[99.97251299546313, 0.1581233874780471, 0.1869310819623838, 0.9661458021784144, 99.87836543629633, 0.1189102677245039, 0.2097797261018358, 0.8740748344741263, 99.98872958094648, -0.0274167001532684, 0.243688221514017, 0.7452880431539194, 100.01422539560444, 0.0695901503301309, 0.2625545935469928, 0.5460725921256002, 99.97892797198301, 0.1914724410478404, 0.438651867878368, 0.3243193219019693, 99.9136302304883, 0.6749912255534347, 0.7063630317219031, 0.0817466257875857, 299.8946743759102, 299.97441324839565, 300.0078146072171, 300.0140274041218, 299.9819590369256]|297.2349261448092648|      0.12500000|[203, 28, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       8|[100.00252601419086, 0.2209672485513609, 0.2090414934509618, 0.985919077955061, 99.86936606009853, 0.0776057594674831, 0.1803986097008132, 0.8596354490152763, 100.00696214006754, 0.0219560934784471, 0.2578909695558605, 0.7323415621965051, 99.99421348156157, 0.0786351569176699, 0.2498971629017164, 0.5367103005252201, 99.95311557974286, 0.1708615882249373, 0.4433376333733315, 0.2993151172325788, 99.93007914548343, 0.68338016923485, 0.7020601834614562, 0.0811151218231797, 299.9008340212493, 299.95578649629346, 299.99794011795836, 300.03785389922393, 299.9776665693871]|170.1537577185613372|      0.25000000|[232, 32, 8, 24]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
       9|[100.00252601419086, 0.2209672485513609, 0.2090414934509618, 0.985919077955061, 99.86936606009853, 0.0776057594674831, 0.1803986097008132, 0.8596354490152763, 100.00696214006754, 0.0219560934784471, 0.2578909695558605, 0.7323415621965051, 99.99421348156157, 0.0786351569176699, 0.2498971629017164, 0.5367103005252201, 99.95311557974286, 0.1708615882249373, 0.4433376333733315, 0.2993151172325788, 99.93007914548343, 0.68338016923485, 0.7020601834614562, 0.0811151218231797, 299.9008340212493, 299.95578649629346, 299.99794011795836, 300.03785389922393, 299.9776665693871]|170.1537577185613372|      0.12500000|[261, 36, 9, 27]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
      10|[100.00252601419086, 0.2209672485513609, 0.2090414934509618, 0.985919077955061, 99.86936606009853, 0.0776057594674831, 0.1803986097008132, 0.8596354490152763, 100.00696214006754, 0.0219560934784471, 0.2578909695558605, 0.7323415621965051, 99.99421348156157, 0.0786351569176699, 0.2498971629017164, 0.5367103005252201, 99.95311557974286, 0.1708615882249373, 0.4433376333733315, 0.2993151172325788, 99.93007914548343, 0.68338016923485, 0.7020601834614562, 0.0811151218231797, 299.9008340212493, 299.95578649629346, 299.99794011795836, 300.03785389922393, 299.9776665693871]|170.1537577185613372|      0.06250000|[290, 40, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      11|[99.99880866465186, 0.2269091448617692, 0.2175272653385016, 0.9849714382242492, 99.86831069727323, 0.1225638609113926, 0.1993709379711108, 0.8755623808549997, 100.00284775695096, 0.0282176395566804, 0.2430849033283683, 0.7204475136807473, 99.98966476382716, 0.0938561097155081, 0.2515230668773627, 0.5477081847124511, 99.9508985559766, 0.1657280288606044, 0.4448497962027247, 0.2997340363071811, 99.92982789470705, 0.6816731023997243, 0.7024249673142753, 0.0765798304516551, 299.89535432159295, 299.9523475177888, 300.0008968887052, 300.05330323851786, 299.980629887529]|136.9492210561496393|      0.12500000|[319, 44, 11, 33]                                                          |  | used linear model with 33 points | iterate success | actual_k=2
