k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  2.9803003000300001|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0605680114836218, -0.2427353774447037]                                       |  0.0100229398578413|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[0.0605680114836218, -0.2427353774447037]                                       |  0.0100229398578413|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.0605680114836218, -0.2427353774447037]                                       |  0.0100229398578413|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.0605680114836218, -0.2427353774447037]                                       |  0.0100229398578413|      0.25000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.0605680114836218, -0.2427353774447037]                                       |  0.0100229398578413|      0.12500000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.0285543215376005, -0.121904406017507]                                        |  0.0006402809587527|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[0.0285543215376005, -0.121904406017507]                                        |  0.0006402809587527|      0.12500000|[28, 7, 6, 13]                                                             |  | used linear model with 5 points | actual_k=1
       8|[0.0285543215376005, -0.121904406017507]                                        |  0.0006402809587527|      0.06250000|[31, 8, 7, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.0285543215376005, -0.121904406017507]                                        |  0.0006402809587527|      0.03125000|[35, 9, 7, 16]                                                             |  | used linear model with 5 points | actual_k=1
      10|[0.0300169922882068, -0.0906886552772906]                                       |  0.0001905386326237|      0.06250000|[38, 10, 8, 18]                                                            |  | used linear model with 5 points | iterate success | actual_k=1
      11|[0.0300169922882068, -0.0906886552772906]                                       |  0.0001905386326237|      0.03125000|[42, 11, 8, 19]                                                            |  | used linear model with 5 points | actual_k=1
      12|[0.0300169922882068, -0.0906886552772906]                                       |  0.0001905386326237|      0.01562500|[45, 12, 8, 20]                                                            |  | used linear model with 5 points | actual_k=1
