k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.003623971315754, 149.94221540420915, -100.0623983081005, 100.00086570011014, 200.00120484945563]|84511.8281250000000000|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[47.01083604610125, 149.81528772308397, -100.17466863768362, 100.00654499077577, 199.9942214665889]|78035.9687500000000000|      4.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[43.024437543506764, 149.5829733258882, -100.39394578599634, 99.92794193698833, 199.97431941817302]|65879.1484375000000000|      8.00000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[35.06028430894215, 148.97721065452248, -100.82950115139109, 99.82791020234662, 199.89948614953994]|44732.5039062500000000|     16.00000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[19.149782014772143, 147.81907984615302, -101.97454779882564, 99.72025665403297, 199.46138950877352]|15098.9824218750000000|     32.00000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[-10.80105451269677, 139.72362353770376, -107.63312284761592, 98.26802317396002, 204.68465714497464]|4596.0795898437500000|     64.00000000|[145, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[-10.80105451269677, 139.72362353770376, -107.63312284761592, 98.26802317396002, 204.68465714497464]|4596.0795898437500000|     32.00000000|[169, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-10.80105451269677, 139.72362353770376, -107.63312284761592, 98.26802317396002, 204.68465714497464]|4596.0795898437500000|     16.00000000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[3.231249859675792, 135.49369801761267, -109.4307164979142, 99.59105450721754, 198.66631773487137]|1028.0535054869835676|     32.00000000|[217, 72, 1, 19]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      10|[3.231249859675792, 135.49369801761267, -109.4307164979142, 99.59105450721754, 198.66631773487137]|1028.0535054869835676|     16.00000000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[3.231249859675792, 135.49369801761267, -109.4307164979142, 99.59105450721754, 198.66631773487137]|1028.0535054869835676|      8.00000000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[-0.3120694890207285, 139.49302710727073, -112.56059433427149, 101.67125998240627, 203.28441958912296]|693.5625000000000000|     16.00000000|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[-0.7469938868101942, 127.05558032326887, -120.63554160961594, 95.81747782964071, 202.0002002652925]| 84.5584640502929688|     32.00000000|[315, 104, 2, 28]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[-0.7469938868101942, 127.05558032326887, -120.63554160961594, 95.81747782964071, 202.0002002652925]| 84.5584640502929688|     16.00000000|[339, 112, 2, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[-0.7469938868101942, 127.05558032326887, -120.63554160961594, 95.81747782964071, 202.0002002652925]| 84.5584640502929688|      8.00000000|[363, 120, 2, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[-0.7469938868101942, 127.05558032326887, -120.63554160961594, 95.81747782964071, 202.0002002652925]| 84.5584640502929688|      4.00000000|[387, 128, 2, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[1.265322186048204, 126.44173208925407, -122.67253665749354, 94.03660955233937, 204.06246448753382]| 31.8290309906005859|      8.00000000|[411, 136, 2, 36]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      18|[1.265322186048204, 126.44173208925407, -122.67253665749354, 94.03660955233937, 204.06246448753382]| 31.8290309906005859|      4.00000000|[435, 144, 2, 38]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[1.265322186048204, 126.44173208925407, -122.67253665749354, 94.03660955233937, 204.06246448753382]| 31.8290309906005859|      2.00000000|[459, 152, 3, 41]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[1.265322186048204, 126.44173208925407, -122.67253665749354, 94.03660955233937, 204.06246448753382]| 31.8290309906005859|      1.00000000|[484, 160, 3, 43]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[0.3040309425591908, 126.59365970243232, -122.79763055838335, 93.99121248777458, 203.87504045483155]| 14.9747781753540039|      2.00000000|[508, 168, 3, 45]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[0.3040309425591908, 126.59365970243232, -122.79763055838335, 93.99121248777458, 203.87504045483155]| 14.9747781753540039|      1.00000000|[532, 176, 3, 47]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[0.3040309425591908, 126.59365970243232, -122.79763055838335, 93.99121248777458, 203.87504045483155]| 14.9747781753540039|      0.50000000|[556, 184, 3, 49]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[0.6555728078665545, 126.3577506285666, -123.02279864636479, 94.04317963398437, 204.00681288621848]| 11.0330915451049805|      1.00000000|[580, 192, 3, 51]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
