k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.25000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       3|[1.0520418710546222, 2.013627786540605, 1.136726716460249, 0.8504483127883635, 1.0746968522583562, 1.1138701243170592]|  0.5484775626897999|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       4|[1.0520418710546222, 2.013627786540605, 1.136726716460249, 0.8504483127883635, 1.0746968522583562, 1.1138701243170592]|  0.5484775626897999|      0.25000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       5|[1.0245657551288527, 2.0711778735015285, 1.1314474953168607, 0.9607801981187951, 1.2846057320178204, 1.0672834562015745]|  0.4716680814420699|      0.50000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=0
       6|[1.0245657551288527, 2.0711778735015285, 1.1314474953168607, 0.9607801981187951, 1.2846057320178204, 1.0672834562015745]|  0.4716680814420699|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[1.146526889051241, 2.0384524270766082, 1.2929902738601498, 0.8429728248108406, 1.3450265118870501, 1.1214056311712037]|  0.3888184163106999|      0.50000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       8|[1.146526889051241, 2.0384524270766082, 1.2929902738601498, 0.8429728248108406, 1.3450265118870501, 1.1214056311712037]|  0.3888184163106999|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[1.146526889051241, 2.0384524270766082, 1.2929902738601498, 0.8429728248108406, 1.3450265118870501, 1.1214056311712037]|  0.3888184163106999|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[1.158665403286269, 1.985273545897788, 1.2196000465313115, 0.8588807913101014, 1.4163287745959694, 1.077514156648205]|  0.3349714767233756|      0.25000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      11|[1.2941369019772517, 2.062928348306317, 1.194591024492612, 0.6788103463617411, 1.4478296348978137, 1.1413427096501523]|  0.2985437252868938|      0.50000000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      12|[1.2941369019772517, 2.062928348306317, 1.194591024492612, 0.6788103463617411, 1.4478296348978137, 1.1413427096501523]|  0.2985437252868938|      0.25000000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[1.2941369019772517, 2.062928348306317, 1.194591024492612, 0.6788103463617411, 1.4478296348978137, 1.1413427096501523]|  0.2985437252868938|      0.12500000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[1.2941369019772517, 2.062928348306317, 1.194591024492612, 0.6788103463617411, 1.4478296348978137, 1.1413427096501523]|  0.2985437252868938|      0.06250000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[1.2941369019772517, 2.062928348306317, 1.194591024492612, 0.6788103463617411, 1.4478296348978137, 1.1413427096501523]|  0.2985437252868938|      0.03125000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[1.3032591237642557, 2.056254576084993, 1.1803477635038524, 0.6898185887586021, 1.4544000994908326, 1.1193976545174689]|  0.2913247316261329|      0.06250000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[1.3032591237642557, 2.056254576084993, 1.1803477635038524, 0.6898185887586021, 1.4544000994908326, 1.1193976545174689]|  0.2913247316261329|      0.03125000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[1.3032591237642557, 2.056254576084993, 1.1803477635038524, 0.6898185887586021, 1.4544000994908326, 1.1193976545174689]|  0.2913247316261329|      0.01562500|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[1.3032591237642557, 2.056254576084993, 1.1803477635038524, 0.6898185887586021, 1.4544000994908326, 1.1193976545174689]|  0.2913247316261329|      0.00781250|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[1.3032591237642557, 2.056254576084993, 1.1803477635038524, 0.6898185887586021, 1.4544000994908326, 1.1193976545174689]|  0.2913247316261329|      0.00390625|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[1.3042177347020663, 2.0587100262622684, 1.182405523523631, 0.6887458835935825, 1.4541373309645445, 1.121087772439645]|  0.2911627932933716|      0.00781250|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      22|[1.3088144751384945, 2.064412780160864, 1.182583085226427, 0.6910514914609905, 1.4527819771376504, 1.121534305517401]|  0.2908661035114233|      0.01562500|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[1.3087246317057186, 2.0726834058463663, 1.1861986859451052, 0.7007991453043936, 1.454327318992192, 1.129612170239763]|  0.2905115062889807|      0.03125000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[1.3124292232251238, 2.0852823534967793, 1.1791320832435972, 0.6903100640886585, 1.4788298220840388, 1.1362284126415567]|  0.2902266327042414|      0.06250000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[1.3124292232251238, 2.0852823534967793, 1.1791320832435972, 0.6903100640886585, 1.4788298220840388, 1.1362284126415567]|  0.2902266327042414|      0.03125000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[1.3124292232251238, 2.0852823534967793, 1.1791320832435972, 0.6903100640886585, 1.4788298220840388, 1.1362284126415567]|  0.2902266327042414|      0.01562500|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[1.3124292232251238, 2.0852823534967793, 1.1791320832435972, 0.6903100640886585, 1.4788298220840388, 1.1362284126415567]|  0.2902266327042414|      0.00781250|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[1.3136032461248455, 2.091728465099271, 1.1782087113239958, 0.693492990123609, 1.4784323833566628, 1.1335896856186802]|  0.2900026385549916|      0.01562500|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      29|[1.3136032461248455, 2.091728465099271, 1.1782087113239958, 0.693492990123609, 1.4784323833566628, 1.1335896856186802]|  0.2900026385549916|      0.00781250|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[1.3132710775981067, 2.098350703581913, 1.1794582134763665, 0.6936312190051614, 1.4749705572062304, 1.135462163829653]|  0.2896972564940530|      0.01562500|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
