k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3745463355092185, 0.0805014993615324, -0.0046745087545942, 0.3414215545600511, 0.2806375771830776, 0.236928167834632, 0.1412395184151735, -0.1602702051823116, -0.3428440137115806, 0.0293233391389398, 0.1002231055457314, -0.0840801147582031, 0.0931276608880206, -0.2873610957270819, 0.1488416660244525, 0.0735540260630295, -0.0583300742649564, 0.148165464129327, -0.1457565366901985, 0.3521122820256889, -0.167783485223175, 0.3210179726456033]| 13.9616146087646484|      2.00000000|[31, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[1.4423376791983062, -0.2328925017111605, -0.5272344287567663, 1.0790569588298766, 0.7041245086177348, -0.0276975978670453, 0.5323704821064306, -0.1986285531033044, -0.4644967694062221, -0.000565455672727, -0.0157770408179236, -0.1860042789490372, 0.7094786888177522, -0.2467983232102877, -0.1982877529828853, -0.274677300853303, -0.1957728119046775, 0.3198192473520294, -0.2073917514465109, 0.8643991317624264, -0.9171759354640199, 0.2811205133686979]| 12.4657869338989258|      4.00000000|[61, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[1.4423376791983062, -0.2328925017111605, -0.5272344287567663, 1.0790569588298766, 0.7041245086177348, -0.0276975978670453, 0.5323704821064306, -0.1986285531033044, -0.4644967694062221, -0.000565455672727, -0.0157770408179236, -0.1860042789490372, 0.7094786888177522, -0.2467983232102877, -0.1982877529828853, -0.274677300853303, -0.1957728119046775, 0.3198192473520294, -0.2073917514465109, 0.8643991317624264, -0.9171759354640199, 0.2811205133686979]| 12.4657869338989258|      2.00000000|[106, 7, 0, 7]                                                             |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.4423376791983062, -0.2328925017111605, -0.5272344287567663, 1.0790569588298766, 0.7041245086177348, -0.0276975978670453, 0.5323704821064306, -0.1986285531033044, -0.4644967694062221, -0.000565455672727, -0.0157770408179236, -0.1860042789490372, 0.7094786888177522, -0.2467983232102877, -0.1982877529828853, -0.274677300853303, -0.1957728119046775, 0.3198192473520294, -0.2073917514465109, 0.8643991317624264, -0.9171759354640199, 0.2811205133686979]| 12.4657869338989258|      1.00000000|[152, 10, 1, 11]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 32 points | exploitation failed, decreasing delta | actual_k=1
       5|[1.892703610242657, -0.3605366072116563, -0.3369120764861861, 1.5829568550603197, 0.6855674754885784, -0.0126043213845093, 0.3910035021013562, -0.0189973067364838, -0.4268933112302554, 0.1293272225145058, 0.0216637840837391, -0.0868085880802314, 0.6341994361513698, -0.3475957807977276, -0.353888794018561, -0.2449655297395425, -0.0811525350587906, 0.4272439967416186, -0.3970010808214234, 0.5792648918239738, -1.38999679542563, 0.2366722146788684]| 12.1544885635375977|      2.00000000|[182, 12, 1, 13]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[1.892703610242657, -0.3605366072116563, -0.3369120764861861, 1.5829568550603197, 0.6855674754885784, -0.0126043213845093, 0.3910035021013562, -0.0189973067364838, -0.4268933112302554, 0.1293272225145058, 0.0216637840837391, -0.0868085880802314, 0.6341994361513698, -0.3475957807977276, -0.353888794018561, -0.2449655297395425, -0.0811525350587906, 0.4272439967416186, -0.3970010808214234, 0.5792648918239738, -1.38999679542563, 0.2366722146788684]| 12.1544885635375977|      1.00000000|[227, 15, 1, 16]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.892703610242657, -0.3605366072116563, -0.3369120764861861, 1.5829568550603197, 0.6855674754885784, -0.0126043213845093, 0.3910035021013562, -0.0189973067364838, -0.4268933112302554, 0.1293272225145058, 0.0216637840837391, -0.0868085880802314, 0.6341994361513698, -0.3475957807977276, -0.353888794018561, -0.2449655297395425, -0.0811525350587906, 0.4272439967416186, -0.3970010808214234, 0.5792648918239738, -1.38999679542563, 0.2366722146788684]| 12.1544885635375977|      0.50000000|[272, 18, 1, 19]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.892703610242657, -0.3605366072116563, -0.3369120764861861, 1.5829568550603197, 0.6855674754885784, -0.0126043213845093, 0.3910035021013562, -0.0189973067364838, -0.4268933112302554, 0.1293272225145058, 0.0216637840837391, -0.0868085880802314, 0.6341994361513698, -0.3475957807977276, -0.353888794018561, -0.2449655297395425, -0.0811525350587906, 0.4272439967416186, -0.3970010808214234, 0.5792648918239738, -1.38999679542563, 0.2366722146788684]| 12.1544885635375977|      0.25000000|[317, 21, 1, 22]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
       9|[1.892703610242657, -0.3605366072116563, -0.3369120764861861, 1.5829568550603197, 0.6855674754885784, -0.0126043213845093, 0.3910035021013562, -0.0189973067364838, -0.4268933112302554, 0.1293272225145058, 0.0216637840837391, -0.0868085880802314, 0.6341994361513698, -0.3475957807977276, -0.353888794018561, -0.2449655297395425, -0.0811525350587906, 0.4272439967416186, -0.3970010808214234, 0.5792648918239738, -1.38999679542563, 0.2366722146788684]| 12.1544885635375977|      0.12500000|[362, 24, 1, 25]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.9285263492309435, -0.3647392946186606, -0.3512903316934504, 1.6415484153682784, 0.7028093156494836, -0.0448696300133462, 0.3670962454688291, -0.0090946508890746, -0.4516762809357728, 0.1021991048906675, 0.011285455252152, -0.0599484852220643, 0.6217714210758923, -0.3597666391124511, -0.3726626834579553, -0.2723798774066482, -0.0660341642356312, 0.3867820959216311, -0.4312270777286672, 0.5632122353057375, -1.4015648781353547, 0.2774381227774534]| 12.1479940414428711|      0.25000000|[392, 26, 1, 27]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[1.9285263492309435, -0.3647392946186606, -0.3512903316934504, 1.6415484153682784, 0.7028093156494836, -0.0448696300133462, 0.3670962454688291, -0.0090946508890746, -0.4516762809357728, 0.1021991048906675, 0.011285455252152, -0.0599484852220643, 0.6217714210758923, -0.3597666391124511, -0.3726626834579553, -0.2723798774066482, -0.0660341642356312, 0.3867820959216311, -0.4312270777286672, 0.5632122353057375, -1.4015648781353547, 0.2774381227774534]| 12.1479940414428711|      0.12500000|[437, 29, 1, 30]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.9285263492309435, -0.3647392946186606, -0.3512903316934504, 1.6415484153682784, 0.7028093156494836, -0.0448696300133462, 0.3670962454688291, -0.0090946508890746, -0.4516762809357728, 0.1021991048906675, 0.011285455252152, -0.0599484852220643, 0.6217714210758923, -0.3597666391124511, -0.3726626834579553, -0.2723798774066482, -0.0660341642356312, 0.3867820959216311, -0.4312270777286672, 0.5632122353057375, -1.4015648781353547, 0.2774381227774534]| 12.1479940414428711|      0.06250000|[482, 32, 1, 33]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.9592690090862521, -0.3685212679674439, -0.3477962824220259, 1.6589863197578087, 0.7106482244522955, -0.0436879210520007, 0.3795623819153417, -0.0068137098259195, -0.4695390266474612, 0.1019451380500774, -0.0055789886234921, -0.0564016754513392, 0.6394773392571785, -0.3541010621739046, -0.3985905279345331, -0.2637880436382708, -0.0813360326829985, 0.3831963947423291, -0.4369131932278355, 0.5769403497000384, -1.4164872184972719, 0.2804076733634759]| 12.1462860107421875|      0.12500000|[512, 34, 1, 35]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[1.9592690090862521, -0.3685212679674439, -0.3477962824220259, 1.6589863197578087, 0.7106482244522955, -0.0436879210520007, 0.3795623819153417, -0.0068137098259195, -0.4695390266474612, 0.1019451380500774, -0.0055789886234921, -0.0564016754513392, 0.6394773392571785, -0.3541010621739046, -0.3985905279345331, -0.2637880436382708, -0.0813360326829985, 0.3831963947423291, -0.4369131932278355, 0.5769403497000384, -1.4164872184972719, 0.2804076733634759]| 12.1462860107421875|      0.06250000|[557, 37, 1, 38]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.9946417032276778, -0.3650262429135235, -0.3379603220609327, 1.6996297767586326, 0.704511025663532, -0.0418523917531012, 0.3756080701762908, -0.0121895157308205, -0.4777049548522541, 0.1076268337372969, -0.0084639060748752, -0.0573707297669701, 0.6296077165913638, -0.3595788419636495, -0.4061661915681489, -0.2651254646605207, -0.0817609612325502, 0.4001306753285711, -0.4372503154880956, 0.5778139832356346, -1.4151690139190898, 0.2654338758052536]| 12.1456394195556641|      0.12500000|[602, 40, 1, 41]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | iterate success | actual_k=1
      16|[1.9946417032276778, -0.3650262429135235, -0.3379603220609327, 1.6996297767586326, 0.704511025663532, -0.0418523917531012, 0.3756080701762908, -0.0121895157308205, -0.4777049548522541, 0.1076268337372969, -0.0084639060748752, -0.0573707297669701, 0.6296077165913638, -0.3595788419636495, -0.4061661915681489, -0.2651254646605207, -0.0817609612325502, 0.4001306753285711, -0.4372503154880956, 0.5778139832356346, -1.4151690139190898, 0.2654338758052536]| 12.1456394195556641|      0.06250000|[647, 43, 1, 44]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.9946417032276778, -0.3650262429135235, -0.3379603220609327, 1.6996297767586326, 0.704511025663532, -0.0418523917531012, 0.3756080701762908, -0.0121895157308205, -0.4777049548522541, 0.1076268337372969, -0.0084639060748752, -0.0573707297669701, 0.6296077165913638, -0.3595788419636495, -0.4061661915681489, -0.2651254646605207, -0.0817609612325502, 0.4001306753285711, -0.4372503154880956, 0.5778139832356346, -1.4151690139190898, 0.2654338758052536]| 12.1456394195556641|      0.03125000|[692, 46, 1, 47]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.9946417032276778, -0.3650262429135235, -0.3379603220609327, 1.6996297767586326, 0.704511025663532, -0.0418523917531012, 0.3756080701762908, -0.0121895157308205, -0.4777049548522541, 0.1076268337372969, -0.0084639060748752, -0.0573707297669701, 0.6296077165913638, -0.3595788419636495, -0.4061661915681489, -0.2651254646605207, -0.0817609612325502, 0.4001306753285711, -0.4372503154880956, 0.5778139832356346, -1.4151690139190898, 0.2654338758052536]| 12.1456394195556641|      0.01562500|[737, 49, 1, 50]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.982571283178609, -0.3636588380333147, -0.3392856007455795, 1.6907795472883977, 0.7038755392405873, -0.0426633213074711, 0.3751387844390516, -0.0111538688280144, -0.4780177341343144, 0.1082945791206439, -0.0092823819100364, -0.0581259557313729, 0.6285425072065245, -0.3625466156985664, -0.4069893808266083, -0.2654704270076932, -0.0820709480616017, 0.400662704190767, -0.4370275450453864, 0.5771395777000092, -1.414356300342578, 0.2651663960074142]| 12.1455307006835938|      0.03125000|[782, 52, 1, 53]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | iterate success | actual_k=1
      20|[1.982571283178609, -0.3636588380333147, -0.3392856007455795, 1.6907795472883977, 0.7038755392405873, -0.0426633213074711, 0.3751387844390516, -0.0111538688280144, -0.4780177341343144, 0.1082945791206439, -0.0092823819100364, -0.0581259557313729, 0.6285425072065245, -0.3625466156985664, -0.4069893808266083, -0.2654704270076932, -0.0820709480616017, 0.400662704190767, -0.4370275450453864, 0.5771395777000092, -1.414356300342578, 0.2651663960074142]| 12.1455307006835938|      0.01562500|[827, 55, 1, 56]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.982571283178609, -0.3636588380333147, -0.3392856007455795, 1.6907795472883977, 0.7038755392405873, -0.0426633213074711, 0.3751387844390516, -0.0111538688280144, -0.4780177341343144, 0.1082945791206439, -0.0092823819100364, -0.0581259557313729, 0.6285425072065245, -0.3625466156985664, -0.4069893808266083, -0.2654704270076932, -0.0820709480616017, 0.400662704190767, -0.4370275450453864, 0.5771395777000092, -1.414356300342578, 0.2651663960074142]| 12.1455307006835938|      0.00781250|[872, 58, 1, 59]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.982571283178609, -0.3636588380333147, -0.3392856007455795, 1.6907795472883977, 0.7038755392405873, -0.0426633213074711, 0.3751387844390516, -0.0111538688280144, -0.4780177341343144, 0.1082945791206439, -0.0092823819100364, -0.0581259557313729, 0.6285425072065245, -0.3625466156985664, -0.4069893808266083, -0.2654704270076932, -0.0820709480616017, 0.400662704190767, -0.4370275450453864, 0.5771395777000092, -1.414356300342578, 0.2651663960074142]| 12.1455307006835938|      0.00390625|[917, 61, 2, 63]                                                           |  | trying linear partial model with 16 points | trying linear partial model with 31 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=1
