k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8980950480085974, 10.070423445365723, 1.4341265058542914]                    |  0.4501142420528112|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[0.8980950480085974, 10.070423445365723, 1.4341265058542914]                    |  0.4501142420528112|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.8980950480085974, 10.070423445365723, 1.4341265058542914]                    |  0.4501142420528112|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.6322073623605503, 10.175058585238066, 1.02381537253639]                      |  0.1288200546406728|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[0.6322073623605503, 10.175058585238066, 1.02381537253639]                      |  0.1288200546406728|      0.50000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.6322073623605503, 10.175058585238066, 1.02381537253639]                      |  0.1288200546406728|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.6322073623605503, 10.175058585238066, 1.02381537253639]                      |  0.1288200546406728|      0.12500000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.6322073623605503, 10.175058585238066, 1.02381537253639]                      |  0.1288200546406728|      0.06250000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.6835256339326365, 10.153001413818174, 1.0518540278502084]                    |  0.0658210077259767|      0.12500000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[0.6835256339326365, 10.153001413818174, 1.0518540278502084]                    |  0.0658210077259767|      0.06250000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.719180182091141, 10.15042489057906, 1.10312160750452]                        |  0.0239930489703617|      0.12500000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      12|[0.719180182091141, 10.15042489057906, 1.10312160750452]                        |  0.0239930489703617|      0.06250000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[0.7693906699657097, 10.184005649228316, 1.1191680886121713]                    |  0.0107912066179072|      0.12500000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[0.7693906699657097, 10.184005649228316, 1.1191680886121713]                    |  0.0107912066179072|      0.06250000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[0.8124413270171039, 10.192396825359857, 1.0746430496950328]                    |  0.0083238765712197|      0.12500000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
