k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00932521230133, 150.00036533614696, -100.04859161141829, 1.1271345203987977, 2.0062450436693915]|84544.2421875000000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[49.00932521230133, 150.00036533614696, -100.04859161141829, 1.1271345203987977, 2.0062450436693915]|84544.2421875000000000|      1.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[48.012921412140045, 149.94373979406305, -100.11139667317613, 1.1287230233331214, 2.00114446685058]|81272.7734375000000000|      2.00000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[48.012921412140045, 149.94373979406305, -100.11139667317613, 1.1287230233331214, 2.00114446685058]|81272.7734375000000000|      1.00000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[47.016669001057416, 149.88504781033586, -100.17486665838621, 1.1308660825423518, 2.0029755137859397]|78067.2812500000000000|      2.00000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[47.016669001057416, 149.88504781033586, -100.17486665838621, 1.1308660825423518, 2.0029755137859397]|78067.2812500000000000|      1.00000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[46.02298607424594, 149.82294262216953, -100.25768587356325, 1.1741488563426337, 2.0007924755757394]|74931.4062500000000000|      2.00000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[46.02298607424594, 149.82294262216953, -100.25768587356325, 1.1741488563426337, 2.0007924755757394]|74931.4062500000000000|      1.00000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[45.03017582886146, 149.72911982095758, -100.3060948293886, 1.2202553678855694, 2.0332864938188457]|71864.4843750000000000|      2.00000000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[45.03017582886146, 149.72911982095758, -100.3060948293886, 1.2202553678855694, 2.0332864938188457]|71864.4843750000000000|      1.00000000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[44.03417878150272, 149.6644663589406, -100.3671469456183, 1.2280541511336747, 2.0379372556498674]|68856.8671875000000000|      2.00000000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[42.04223007821561, 149.54918336655172, -100.45387678580252, 1.3342500015602172, 2.030825904690134]|63048.6679687500000000|      4.00000000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[42.04223007821561, 149.54918336655172, -100.45387678580252, 1.3342500015602172, 2.030825904690134]|63048.6679687500000000|      2.00000000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[42.04223007821561, 149.54918336655172, -100.45387678580252, 1.3342500015602172, 2.030825904690134]|63048.6679687500000000|      1.00000000|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[41.04745799351443, 149.47794741295573, -100.5263626329658, 1.3415155001697772, 2.0239736856691373]|60239.1328125000000000|      2.00000000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
