k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.25000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.12500000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.06250000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.03125000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.01562500|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       7|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00781250|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00390625|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00195312|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
      10|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00097656|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00048828|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
