k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.50000000|[29, 4, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       2|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.25000000|[58, 8, 2, 6]                                                              |  | used linear model with 33 points | iterate failure | actual_k=2
       3|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.12500000|[87, 12, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=2
       4|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.06250000|[116, 16, 4, 12]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       5|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.03125000|[145, 20, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       6|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.01562500|[174, 24, 6, 18]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       7|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00781250|[203, 28, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       8|[107.47, 0.09203, 0.908, 102.4, 0.1819, 0.8181, 97.44, 0.284, 0.716, 96.3, 0.3051, 0.6949, 93.99, 0.3566, 0.6434, 89.72, 0.468, 0.532, 83.71, 0.6579, 0.3421, 78.31, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|  1.0431047774793929|      0.00390625|[232, 32, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=2
       9|[107.46805020156873, 0.0949027959018604, 0.9084873416549345, 102.39979202511375, 0.1822967330530594, 0.8174373435355093, 97.43999821990266, 0.2836926746956506, 0.7163113954844806, 96.29966559077032, 0.3050060507383252, 0.6951762551845916, 93.99022017516572, 0.3565936996850861, 0.6433487213369141, 89.7196502375249, 0.4678437408582207, 0.5314712984598974, 83.71030868442656, 0.6584298464482147, 0.3419678078958782, 78.30996325817512, 0.8760312855552171, 0.1236374394294676, 886.3696674882295, 910.0098391531366, 922.5200575332137, 926.4604929716195, 935.5594581415311, 952.830549377438, 975.7301089766745]|  0.5364243070010113|      0.00781250|[261, 36, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=2
      10|[107.46805020156873, 0.0949027959018604, 0.9084873416549345, 102.39979202511375, 0.1822967330530594, 0.8174373435355093, 97.43999821990266, 0.2836926746956506, 0.7163113954844806, 96.29966559077032, 0.3050060507383252, 0.6951762551845916, 93.99022017516572, 0.3565936996850861, 0.6433487213369141, 89.7196502375249, 0.4678437408582207, 0.5314712984598974, 83.71030868442656, 0.6584298464482147, 0.3419678078958782, 78.30996325817512, 0.8760312855552171, 0.1236374394294676, 886.3696674882295, 910.0098391531366, 922.5200575332137, 926.4604929716195, 935.5594581415311, 952.830549377438, 975.7301089766745]|  0.5364243070010113|      0.00390625|[290, 40, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
      11|[107.46805020156873, 0.0949027959018604, 0.9084873416549345, 102.39979202511375, 0.1822967330530594, 0.8174373435355093, 97.43999821990266, 0.2836926746956506, 0.7163113954844806, 96.29966559077032, 0.3050060507383252, 0.6951762551845916, 93.99022017516572, 0.3565936996850861, 0.6433487213369141, 89.7196502375249, 0.4678437408582207, 0.5314712984598974, 83.71030868442656, 0.6584298464482147, 0.3419678078958782, 78.30996325817512, 0.8760312855552171, 0.1236374394294676, 886.3696674882295, 910.0098391531366, 922.5200575332137, 926.4604929716195, 935.5594581415311, 952.830549377438, 975.7301089766745]|  0.5364243070010113|      0.00195312|[319, 44, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=2
