k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0059688715275907, 0.0722513685133214, 1.799417848746996, 0.0514609346068058, -0.1514639787881618, 2.011709781366362, 0.5268093415126566, -0.162925192626602, 1.9297105315194243, 0.6160898199285421, 0.0381097111090683, 2.0025198920116893, 0.1538103858863989, -0.088133389815971, 2.2841458855892696, 2.704879225548664, 0.0081467650540023, 2.117352668400311, 1.0490657259390868, 0.1391145856160276, 2.3010613348103512, 2.1659650100490695, 0.0381614447317231, 2.539289766901424, 14.228008610387796, 0.0836363990383752, 2.6909006827631603, 12.119910877881749, -0.0396884084830642, 2.6730884641450006, 0.3083730024740966, 0.1034188276688751, 2.793729191884048, 0.1616782979380636, -0.0243628723787105, 2.9467903957030677, 1.348406911949862, -0.0877413680792993, 3.0867168895990664, 0.3954018006330808, -0.0534096007462545, 3.314948419914637, 0.1876865962751543, 0.1078577476946749, 3.3414108552007136, 3.5929240439335413, -0.094994659728486, 3.223004158927851, 0.8728940831586031, -0.0734088908943935, 3.4958166245594113, 0.2363636601484015, -0.1236061900243503, 3.6487732072651897, 0.5091936491969058, 0.0223467897399916, 3.757716024121033, 0.9958743600274466, 0.0550337216063182, 4.045609608406112, 0.1808797261586628, 0.0196795740898696, 4.017680505319841, 2.049559487246093, -0.1008410037969564, 4.170429252831687, 1.957924307862203, 0.027095901220072, 4.400022388873777, 1.5070933880774824, 0.2125877313995567, 4.563937598591821, 0.4955029455770704, 0.0287391791137099, 4.680375319746649, 0.4443042199799931, 0.050107677711263, 4.704178225800932, 0.3697609453440976, -0.0818230234251475, 4.7741279891737385, 0.9123237360750965, 0.0528978780198886, 5.0512122874766945, 0.592402484970055, -0.1914968703193622, 5.269455822349471, 0.3122657091692329, 0.1616627919393223, 5.406813530215495, 0.8113974783334759, -0.010698310103329, 2.5588700404321134, 0.0325802280238235, 0.0261830571958279, 3.823446661353041, 0.0967945198635848, -0.0065992554635864, 5.120645807102999]|396017.5937500000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[1.0059688715275907, 0.0722513685133214, 1.799417848746996, 0.0514609346068058, -0.1514639787881618, 2.011709781366362, 0.5268093415126566, -0.162925192626602, 1.9297105315194243, 0.6160898199285421, 0.0381097111090683, 2.0025198920116893, 0.1538103858863989, -0.088133389815971, 2.2841458855892696, 2.704879225548664, 0.0081467650540023, 2.117352668400311, 1.0490657259390868, 0.1391145856160276, 2.3010613348103512, 2.1659650100490695, 0.0381614447317231, 2.539289766901424, 14.228008610387796, 0.0836363990383752, 2.6909006827631603, 12.119910877881749, -0.0396884084830642, 2.6730884641450006, 0.3083730024740966, 0.1034188276688751, 2.793729191884048, 0.1616782979380636, -0.0243628723787105, 2.9467903957030677, 1.348406911949862, -0.0877413680792993, 3.0867168895990664, 0.3954018006330808, -0.0534096007462545, 3.314948419914637, 0.1876865962751543, 0.1078577476946749, 3.3414108552007136, 3.5929240439335413, -0.094994659728486, 3.223004158927851, 0.8728940831586031, -0.0734088908943935, 3.4958166245594113, 0.2363636601484015, -0.1236061900243503, 3.6487732072651897, 0.5091936491969058, 0.0223467897399916, 3.757716024121033, 0.9958743600274466, 0.0550337216063182, 4.045609608406112, 0.1808797261586628, 0.0196795740898696, 4.017680505319841, 2.049559487246093, -0.1008410037969564, 4.170429252831687, 1.957924307862203, 0.027095901220072, 4.400022388873777, 1.5070933880774824, 0.2125877313995567, 4.563937598591821, 0.4955029455770704, 0.0287391791137099, 4.680375319746649, 0.4443042199799931, 0.050107677711263, 4.704178225800932, 0.3697609453440976, -0.0818230234251475, 4.7741279891737385, 0.9123237360750965, 0.0528978780198886, 5.0512122874766945, 0.592402484970055, -0.1914968703193622, 5.269455822349471, 0.3122657091692329, 0.1616627919393223, 5.406813530215495, 0.8113974783334759, -0.010698310103329, 2.5588700404321134, 0.0325802280238235, 0.0261830571958279, 3.823446661353041, 0.0967945198635848, -0.0065992554635864, 5.120645807102999]|396017.5937500000000000|      1.00000000|[141, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[1.0059688715275907, 0.0722513685133214, 1.799417848746996, 0.0514609346068058, -0.1514639787881618, 2.011709781366362, 0.5268093415126566, -0.162925192626602, 1.9297105315194243, 0.6160898199285421, 0.0381097111090683, 2.0025198920116893, 0.1538103858863989, -0.088133389815971, 2.2841458855892696, 2.704879225548664, 0.0081467650540023, 2.117352668400311, 1.0490657259390868, 0.1391145856160276, 2.3010613348103512, 2.1659650100490695, 0.0381614447317231, 2.539289766901424, 14.228008610387796, 0.0836363990383752, 2.6909006827631603, 12.119910877881749, -0.0396884084830642, 2.6730884641450006, 0.3083730024740966, 0.1034188276688751, 2.793729191884048, 0.1616782979380636, -0.0243628723787105, 2.9467903957030677, 1.348406911949862, -0.0877413680792993, 3.0867168895990664, 0.3954018006330808, -0.0534096007462545, 3.314948419914637, 0.1876865962751543, 0.1078577476946749, 3.3414108552007136, 3.5929240439335413, -0.094994659728486, 3.223004158927851, 0.8728940831586031, -0.0734088908943935, 3.4958166245594113, 0.2363636601484015, -0.1236061900243503, 3.6487732072651897, 0.5091936491969058, 0.0223467897399916, 3.757716024121033, 0.9958743600274466, 0.0550337216063182, 4.045609608406112, 0.1808797261586628, 0.0196795740898696, 4.017680505319841, 2.049559487246093, -0.1008410037969564, 4.170429252831687, 1.957924307862203, 0.027095901220072, 4.400022388873777, 1.5070933880774824, 0.2125877313995567, 4.563937598591821, 0.4955029455770704, 0.0287391791137099, 4.680375319746649, 0.4443042199799931, 0.050107677711263, 4.704178225800932, 0.3697609453440976, -0.0818230234251475, 4.7741279891737385, 0.9123237360750965, 0.0528978780198886, 5.0512122874766945, 0.592402484970055, -0.1914968703193622, 5.269455822349471, 0.3122657091692329, 0.1616627919393223, 5.406813530215495, 0.8113974783334759, -0.010698310103329, 2.5588700404321134, 0.0325802280238235, 0.0261830571958279, 3.823446661353041, 0.0967945198635848, -0.0065992554635864, 5.120645807102999]|396017.5937500000000000|      0.50000000|[253, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[1.0059688715275907, 0.0722513685133214, 1.799417848746996, 0.0514609346068058, -0.1514639787881618, 2.011709781366362, 0.5268093415126566, -0.162925192626602, 1.9297105315194243, 0.6160898199285421, 0.0381097111090683, 2.0025198920116893, 0.1538103858863989, -0.088133389815971, 2.2841458855892696, 2.704879225548664, 0.0081467650540023, 2.117352668400311, 1.0490657259390868, 0.1391145856160276, 2.3010613348103512, 2.1659650100490695, 0.0381614447317231, 2.539289766901424, 14.228008610387796, 0.0836363990383752, 2.6909006827631603, 12.119910877881749, -0.0396884084830642, 2.6730884641450006, 0.3083730024740966, 0.1034188276688751, 2.793729191884048, 0.1616782979380636, -0.0243628723787105, 2.9467903957030677, 1.348406911949862, -0.0877413680792993, 3.0867168895990664, 0.3954018006330808, -0.0534096007462545, 3.314948419914637, 0.1876865962751543, 0.1078577476946749, 3.3414108552007136, 3.5929240439335413, -0.094994659728486, 3.223004158927851, 0.8728940831586031, -0.0734088908943935, 3.4958166245594113, 0.2363636601484015, -0.1236061900243503, 3.6487732072651897, 0.5091936491969058, 0.0223467897399916, 3.757716024121033, 0.9958743600274466, 0.0550337216063182, 4.045609608406112, 0.1808797261586628, 0.0196795740898696, 4.017680505319841, 2.049559487246093, -0.1008410037969564, 4.170429252831687, 1.957924307862203, 0.027095901220072, 4.400022388873777, 1.5070933880774824, 0.2125877313995567, 4.563937598591821, 0.4955029455770704, 0.0287391791137099, 4.680375319746649, 0.4443042199799931, 0.050107677711263, 4.704178225800932, 0.3697609453440976, -0.0818230234251475, 4.7741279891737385, 0.9123237360750965, 0.0528978780198886, 5.0512122874766945, 0.592402484970055, -0.1914968703193622, 5.269455822349471, 0.3122657091692329, 0.1616627919393223, 5.406813530215495, 0.8113974783334759, -0.010698310103329, 2.5588700404321134, 0.0325802280238235, 0.0261830571958279, 3.823446661353041, 0.0967945198635848, -0.0065992554635864, 5.120645807102999]|396017.5937500000000000|      0.25000000|[365, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[1.0059688715275907, 0.0722513685133214, 1.799417848746996, 0.0514609346068058, -0.1514639787881618, 2.011709781366362, 0.5268093415126566, -0.162925192626602, 1.9297105315194243, 0.6160898199285421, 0.0381097111090683, 2.0025198920116893, 0.1538103858863989, -0.088133389815971, 2.2841458855892696, 2.704879225548664, 0.0081467650540023, 2.117352668400311, 1.0490657259390868, 0.1391145856160276, 2.3010613348103512, 2.1659650100490695, 0.0381614447317231, 2.539289766901424, 14.228008610387796, 0.0836363990383752, 2.6909006827631603, 12.119910877881749, -0.0396884084830642, 2.6730884641450006, 0.3083730024740966, 0.1034188276688751, 2.793729191884048, 0.1616782979380636, -0.0243628723787105, 2.9467903957030677, 1.348406911949862, -0.0877413680792993, 3.0867168895990664, 0.3954018006330808, -0.0534096007462545, 3.314948419914637, 0.1876865962751543, 0.1078577476946749, 3.3414108552007136, 3.5929240439335413, -0.094994659728486, 3.223004158927851, 0.8728940831586031, -0.0734088908943935, 3.4958166245594113, 0.2363636601484015, -0.1236061900243503, 3.6487732072651897, 0.5091936491969058, 0.0223467897399916, 3.757716024121033, 0.9958743600274466, 0.0550337216063182, 4.045609608406112, 0.1808797261586628, 0.0196795740898696, 4.017680505319841, 2.049559487246093, -0.1008410037969564, 4.170429252831687, 1.957924307862203, 0.027095901220072, 4.400022388873777, 1.5070933880774824, 0.2125877313995567, 4.563937598591821, 0.4955029455770704, 0.0287391791137099, 4.680375319746649, 0.4443042199799931, 0.050107677711263, 4.704178225800932, 0.3697609453440976, -0.0818230234251475, 4.7741279891737385, 0.9123237360750965, 0.0528978780198886, 5.0512122874766945, 0.592402484970055, -0.1914968703193622, 5.269455822349471, 0.3122657091692329, 0.1616627919393223, 5.406813530215495, 0.8113974783334759, -0.010698310103329, 2.5588700404321134, 0.0325802280238235, 0.0261830571958279, 3.823446661353041, 0.0967945198635848, -0.0065992554635864, 5.120645807102999]|396017.5937500000000000|      0.12500000|[477, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[1.0059688715275907, 0.0722513685133214, 1.799417848746996, 0.0514609346068058, -0.1514639787881618, 2.011709781366362, 0.5268093415126566, -0.162925192626602, 1.9297105315194243, 0.6160898199285421, 0.0381097111090683, 2.0025198920116893, 0.1538103858863989, -0.088133389815971, 2.2841458855892696, 2.704879225548664, 0.0081467650540023, 2.117352668400311, 1.0490657259390868, 0.1391145856160276, 2.3010613348103512, 2.1659650100490695, 0.0381614447317231, 2.539289766901424, 14.228008610387796, 0.0836363990383752, 2.6909006827631603, 12.119910877881749, -0.0396884084830642, 2.6730884641450006, 0.3083730024740966, 0.1034188276688751, 2.793729191884048, 0.1616782979380636, -0.0243628723787105, 2.9467903957030677, 1.348406911949862, -0.0877413680792993, 3.0867168895990664, 0.3954018006330808, -0.0534096007462545, 3.314948419914637, 0.1876865962751543, 0.1078577476946749, 3.3414108552007136, 3.5929240439335413, -0.094994659728486, 3.223004158927851, 0.8728940831586031, -0.0734088908943935, 3.4958166245594113, 0.2363636601484015, -0.1236061900243503, 3.6487732072651897, 0.5091936491969058, 0.0223467897399916, 3.757716024121033, 0.9958743600274466, 0.0550337216063182, 4.045609608406112, 0.1808797261586628, 0.0196795740898696, 4.017680505319841, 2.049559487246093, -0.1008410037969564, 4.170429252831687, 1.957924307862203, 0.027095901220072, 4.400022388873777, 1.5070933880774824, 0.2125877313995567, 4.563937598591821, 0.4955029455770704, 0.0287391791137099, 4.680375319746649, 0.4443042199799931, 0.050107677711263, 4.704178225800932, 0.3697609453440976, -0.0818230234251475, 4.7741279891737385, 0.9123237360750965, 0.0528978780198886, 5.0512122874766945, 0.592402484970055, -0.1914968703193622, 5.269455822349471, 0.3122657091692329, 0.1616627919393223, 5.406813530215495, 0.8113974783334759, -0.010698310103329, 2.5588700404321134, 0.0325802280238235, 0.0261830571958279, 3.823446661353041, 0.0967945198635848, -0.0065992554635864, 5.120645807102999]|396017.5937500000000000|      0.06250000|[590, 84, 1, 43]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[1.0059688715275907, 0.0722513685133214, 1.799417848746996, 0.0514609346068058, -0.1514639787881618, 2.011709781366362, 0.5268093415126566, -0.162925192626602, 1.9297105315194243, 0.6160898199285421, 0.0381097111090683, 2.0025198920116893, 0.1538103858863989, -0.088133389815971, 2.2841458855892696, 2.704879225548664, 0.0081467650540023, 2.117352668400311, 1.0490657259390868, 0.1391145856160276, 2.3010613348103512, 2.1659650100490695, 0.0381614447317231, 2.539289766901424, 14.228008610387796, 0.0836363990383752, 2.6909006827631603, 12.119910877881749, -0.0396884084830642, 2.6730884641450006, 0.3083730024740966, 0.1034188276688751, 2.793729191884048, 0.1616782979380636, -0.0243628723787105, 2.9467903957030677, 1.348406911949862, -0.0877413680792993, 3.0867168895990664, 0.3954018006330808, -0.0534096007462545, 3.314948419914637, 0.1876865962751543, 0.1078577476946749, 3.3414108552007136, 3.5929240439335413, -0.094994659728486, 3.223004158927851, 0.8728940831586031, -0.0734088908943935, 3.4958166245594113, 0.2363636601484015, -0.1236061900243503, 3.6487732072651897, 0.5091936491969058, 0.0223467897399916, 3.757716024121033, 0.9958743600274466, 0.0550337216063182, 4.045609608406112, 0.1808797261586628, 0.0196795740898696, 4.017680505319841, 2.049559487246093, -0.1008410037969564, 4.170429252831687, 1.957924307862203, 0.027095901220072, 4.400022388873777, 1.5070933880774824, 0.2125877313995567, 4.563937598591821, 0.4955029455770704, 0.0287391791137099, 4.680375319746649, 0.4443042199799931, 0.050107677711263, 4.704178225800932, 0.3697609453440976, -0.0818230234251475, 4.7741279891737385, 0.9123237360750965, 0.0528978780198886, 5.0512122874766945, 0.592402484970055, -0.1914968703193622, 5.269455822349471, 0.3122657091692329, 0.1616627919393223, 5.406813530215495, 0.8113974783334759, -0.010698310103329, 2.5588700404321134, 0.0325802280238235, 0.0261830571958279, 3.823446661353041, 0.0967945198635848, -0.0065992554635864, 5.120645807102999]|396017.5937500000000000|      0.03125000|[702, 100, 1, 51]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[1.0103417208172971, 0.0762294609562933, 1.795840037925039, 0.0574341203807996, -0.1515134988358475, 2.0131506832019945, 0.5304824057485474, -0.1664149417836471, 1.9294064743818424, 0.6147526897563278, 0.0383109166014904, 2.000561852927146, 0.1529488851587207, -0.0861057355150831, 2.2859078928233196, 2.7076888959310095, 0.0208953456631297, 2.1181826375441, 1.0538637961210586, 0.1404861822750477, 2.30297152519287, 2.1663048426882607, 0.0415775125035901, 2.5384296873570795, 14.224667618253998, 0.0835587792046191, 2.687992054702901, 12.122676167298515, -0.0404626858335163, 2.6700842859609244, 0.3048421636150591, 0.1069146611000143, 2.792978065316474, 0.1653642419677552, -0.0219864411084154, 2.949004646988487, 1.3486107586756781, -0.0828288419041192, 3.0834567023727035, 0.3938260046473163, -0.0539100628393389, 3.3141072643247065, 0.1957978049025855, 0.1059957371542301, 3.340915905250879, 3.59440795514601, -0.0950178623179726, 3.2265011244869704, 0.8666005306186176, -0.0717892738417663, 3.492010373671667, 0.2344888703636036, -0.1189624991622707, 3.6559860248844207, 0.509597731861391, 0.0222749082612366, 3.758984772594808, 0.992983010081828, 0.0556090907202215, 4.040286832193754, 0.1770207266297946, 0.0213257201160237, 4.017897319252819, 2.0491666490695364, -0.1011649028590074, 4.17669378103295, 1.9587234686348651, 0.0302277520655422, 4.402341817338523, 1.508781792783955, 0.2108684943065277, 4.564000941043478, 0.4953037087056221, 0.0280600396264883, 4.685453849788386, 0.442332263823131, 0.0521843646364776, 4.705660687594233, 0.3675546072894093, -0.0801286339474485, 4.776528534067938, 0.9086646436865453, 0.0521665875605744, 5.052964521494869, 0.5932737142695664, -0.1918300118740207, 5.270354485593775, 0.3107226295395173, 0.156951884125095, 5.407703916723284, 0.8091264970263048, -0.0093164241872322, 2.558702713453612, 0.0360821326756449, 0.0204212357632765, 3.825325263929414, 0.0920859531304253, -0.0039309915545016, 5.120652237084912]|283798.6562500000000000|      0.06250000|[730, 104, 1, 53]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[1.0032905782014447, 0.0782969735918547, 1.7930521168423363, 0.0638293040077905, -0.1527938637411937, 2.0036377646137655, 0.5231704790117235, -0.165729616162661, 1.9274112574845796, 0.6233414744800359, 0.0403722851516817, 1.9996716929068494, 0.1508796632906477, -0.0763047624555221, 2.294887793056869, 2.7060562764951537, 0.0288611588653328, 2.1081170510319978, 1.0633624253208085, 0.137650473753938, 2.297406805944522, 2.1563130432523456, 0.0500336377032517, 2.5364320470269233, 14.226516043718046, 0.0843946128007332, 2.692658345241574, 12.115290066620968, -0.0625367878909476, 2.670710489304644, 0.304908930348961, 0.1061852125714563, 2.793823561580456, 0.1643953889918019, -0.0186239681332322, 2.9460493576313174, 1.346388938119984, -0.0795350982958422, 3.0882899792619396, 0.3759601888660332, -0.0632838751311039, 3.3117623130630998, 0.1833251189030776, 0.0984414577029801, 3.341206888674947, 3.5962390753575377, -0.0989263031385978, 3.2352656443206356, 0.8672227168832448, -0.0731650334223061, 3.50152862992006, 0.2362561487747269, -0.1168531329282044, 3.666450256748604, 0.5040479320442091, 0.0264356818210085, 3.7566923589021775, 0.993549360119634, 0.0577035425686281, 4.046098816612613, 0.1786425636827337, 0.0208006267211735, 4.016072894852665, 2.047371211936756, -0.1010339565483367, 4.184691254841834, 1.954040808225556, 0.0197562566135283, 4.406626622341295, 1.5119114366144308, 0.2100161294943022, 4.5557640812281655, 0.4944428596320187, 0.0380169329292893, 4.681922129366685, 0.433532187967654, 0.0446800865219207, 4.7060979385824115, 0.3680759884547126, -0.0863447080685915, 4.782837352394088, 0.9086968198573353, 0.0663238998972454, 5.0496027680273015, 0.5870619491318237, -0.1970780581179148, 5.269226441140562, 0.2990392344773768, 0.159369935531753, 5.40655706399231, 0.8144501396873302, -0.0078602872040543, 2.5496366055019375, 0.0374004729499713, 0.0233238276785028, 3.8267814821807966, 0.09546556330362, -0.0126650383922888, 5.117904342740567]|183082.6562500000000000|      0.12500000|[773, 110, 2, 57]                                                          |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | iterate success | actual_k=2
      10|[1.0032905782014447, 0.0782969735918547, 1.7930521168423363, 0.0638293040077905, -0.1527938637411937, 2.0036377646137655, 0.5231704790117235, -0.165729616162661, 1.9274112574845796, 0.6233414744800359, 0.0403722851516817, 1.9996716929068494, 0.1508796632906477, -0.0763047624555221, 2.294887793056869, 2.7060562764951537, 0.0288611588653328, 2.1081170510319978, 1.0633624253208085, 0.137650473753938, 2.297406805944522, 2.1563130432523456, 0.0500336377032517, 2.5364320470269233, 14.226516043718046, 0.0843946128007332, 2.692658345241574, 12.115290066620968, -0.0625367878909476, 2.670710489304644, 0.304908930348961, 0.1061852125714563, 2.793823561580456, 0.1643953889918019, -0.0186239681332322, 2.9460493576313174, 1.346388938119984, -0.0795350982958422, 3.0882899792619396, 0.3759601888660332, -0.0632838751311039, 3.3117623130630998, 0.1833251189030776, 0.0984414577029801, 3.341206888674947, 3.5962390753575377, -0.0989263031385978, 3.2352656443206356, 0.8672227168832448, -0.0731650334223061, 3.50152862992006, 0.2362561487747269, -0.1168531329282044, 3.666450256748604, 0.5040479320442091, 0.0264356818210085, 3.7566923589021775, 0.993549360119634, 0.0577035425686281, 4.046098816612613, 0.1786425636827337, 0.0208006267211735, 4.016072894852665, 2.047371211936756, -0.1010339565483367, 4.184691254841834, 1.954040808225556, 0.0197562566135283, 4.406626622341295, 1.5119114366144308, 0.2100161294943022, 4.5557640812281655, 0.4944428596320187, 0.0380169329292893, 4.681922129366685, 0.433532187967654, 0.0446800865219207, 4.7060979385824115, 0.3680759884547126, -0.0863447080685915, 4.782837352394088, 0.9086968198573353, 0.0663238998972454, 5.0496027680273015, 0.5870619491318237, -0.1970780581179148, 5.269226441140562, 0.2990392344773768, 0.159369935531753, 5.40655706399231, 0.8144501396873302, -0.0078602872040543, 2.5496366055019375, 0.0374004729499713, 0.0233238276785028, 3.8267814821807966, 0.09546556330362, -0.0126650383922888, 5.117904342740567]|183082.6562500000000000|      0.06250000|[888, 126, 5, 68]                                                          |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
