k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]| 27.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0396414163873107, 0.844860329380601, 1.0041367214798638, 0.860682244219554, 0.9786849423564452, 0.9606398181714089, 0.9431343811421948, 1.0391008493309237, 0.9561183191293298, 0.9219247157610353, 0.9646712642113031, 0.9830140572109733, 1.8967570411163033, 1.0669956667418095, 0.9691144395261615, 0.9583496889412213, 1.049145952012884, 0.904254233423842, 0.9244063543790851, 0.7470485772201536, 0.9753283443666024, 1.049766991423413, 1.0556865336317964, 0.8411104117631326, 0.8793950369295147]|  4.2292335189365904|      2.00000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate success | actual_k=16
       2|[1.0396414163873107, 0.844860329380601, 1.0041367214798638, 0.860682244219554, 0.9786849423564452, 0.9606398181714089, 0.9431343811421948, 1.0391008493309237, 0.9561183191293298, 0.9219247157610353, 0.9646712642113031, 0.9830140572109733, 1.8967570411163033, 1.0669956667418095, 0.9691144395261615, 0.9583496889412213, 1.049145952012884, 0.904254233423842, 0.9244063543790851, 0.7470485772201536, 0.9753283443666024, 1.049766991423413, 1.0556865336317964, 0.8411104117631326, 0.8793950369295147]|  4.2292335189365904|      1.00000000|[98, 32, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=16
       3|[1.0396414163873107, 0.844860329380601, 1.0041367214798638, 0.860682244219554, 0.9786849423564452, 0.9606398181714089, 0.9431343811421948, 1.0391008493309237, 0.9561183191293298, 0.9219247157610353, 0.9646712642113031, 0.9830140572109733, 1.8967570411163033, 1.0669956667418095, 0.9691144395261615, 0.9583496889412213, 1.049145952012884, 0.904254233423842, 0.9244063543790851, 0.7470485772201536, 0.9753283443666024, 1.049766991423413, 1.0556865336317964, 0.8411104117631326, 0.8793950369295147]|  4.2292335189365904|      0.50000000|[147, 48, 3, 6]                                                            |  | used linear model with 65 points | iterate failure | actual_k=16
       4|[1.0396414163873107, 0.844860329380601, 1.0041367214798638, 0.860682244219554, 0.9786849423564452, 0.9606398181714089, 0.9431343811421948, 1.0391008493309237, 0.9561183191293298, 0.9219247157610353, 0.9646712642113031, 0.9830140572109733, 1.8967570411163033, 1.0669956667418095, 0.9691144395261615, 0.9583496889412213, 1.049145952012884, 0.904254233423842, 0.9244063543790851, 0.7470485772201536, 0.9753283443666024, 1.049766991423413, 1.0556865336317964, 0.8411104117631326, 0.8793950369295147]|  4.2292335189365904|      0.25000000|[196, 64, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=16
       5|[1.0074782832907032, 0.7771813547729989, 0.9753354460228695, 0.808649375166864, 0.9547623468763672, 0.91083622065916, 0.9712957828346904, 0.9879918268739499, 1.0460245481689636, 0.9337113149787977, 1.0537888775494455, 0.8893256741239313, 1.85287610114032, 1.0194631097653533, 1.0336126087730342, 0.96630810043641, 1.0099719920607884, 0.9182471428195871, 0.9140553257347797, 0.8228981893312256, 0.9497905396344516, 0.9987886874677903, 1.0511403437459548, 0.8130850982559581, 0.8358891460947429]|  3.3620029112773819|      0.50000000|[245, 80, 5, 10]                                                           |  | used linear model with 65 points | iterate success | actual_k=16
       6|[1.0074782832907032, 0.7771813547729989, 0.9753354460228695, 0.808649375166864, 0.9547623468763672, 0.91083622065916, 0.9712957828346904, 0.9879918268739499, 1.0460245481689636, 0.9337113149787977, 1.0537888775494455, 0.8893256741239313, 1.85287610114032, 1.0194631097653533, 1.0336126087730342, 0.96630810043641, 1.0099719920607884, 0.9182471428195871, 0.9140553257347797, 0.8228981893312256, 0.9497905396344516, 0.9987886874677903, 1.0511403437459548, 0.8130850982559581, 0.8358891460947429]|  3.3620029112773819|      0.25000000|[294, 96, 6, 12]                                                           |  | used linear model with 65 points | iterate failure | actual_k=16
       7|[0.9901906247201929, 0.692536634695865, 0.9403703405776729, 0.8326564680590779, 1.0006752306026376, 0.9315405056567198, 0.9182139389769955, 0.9827537652979453, 1.0232519609176314, 0.8951307434228514, 1.0588706622274875, 0.760724083207427, 1.9670587520971394, 0.9893996751776033, 1.0401322871690286, 0.9527423294597761, 0.9663506066886614, 0.892781066446613, 0.9010447717489656, 0.8340991655859413, 0.9447529792001002, 1.0132929391350827, 0.9851191615338023, 0.7550265068748693, 0.7702764138496436]|  2.9652355108679815|      0.50000000|[343, 112, 7, 14]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
       8|[0.9901906247201929, 0.692536634695865, 0.9403703405776729, 0.8326564680590779, 1.0006752306026376, 0.9315405056567198, 0.9182139389769955, 0.9827537652979453, 1.0232519609176314, 0.8951307434228514, 1.0588706622274875, 0.760724083207427, 1.9670587520971394, 0.9893996751776033, 1.0401322871690286, 0.9527423294597761, 0.9663506066886614, 0.892781066446613, 0.9010447717489656, 0.8340991655859413, 0.9447529792001002, 1.0132929391350827, 0.9851191615338023, 0.7550265068748693, 0.7702764138496436]|  2.9652355108679815|      0.25000000|[392, 128, 8, 16]                                                          |  | used linear model with 65 points | iterate failure | actual_k=16
       9|[1.0268432403110264, 0.6969762446109335, 0.9719417740494869, 0.8176279045357618, 1.0979329678940382, 0.9377729980160353, 0.924685375395808, 0.9946109281845797, 1.003079381274568, 0.8538517841484727, 1.0298462761332823, 0.7012554570949397, 1.7958555989021028, 0.9395874303025757, 1.0493200824133952, 0.951221056759657, 0.9600567923170146, 0.8936452852820637, 0.9386456356030909, 0.872578035505736, 0.9640459397085732, 0.9745482761451969, 0.938699043363603, 0.7936875610129939, 0.7118994234113546]|  2.7211307246511280|      0.50000000|[441, 144, 9, 18]                                                          |  | used linear model with 65 points | iterate success | actual_k=16
      10|[1.0268432403110264, 0.6969762446109335, 0.9719417740494869, 0.8176279045357618, 1.0979329678940382, 0.9377729980160353, 0.924685375395808, 0.9946109281845797, 1.003079381274568, 0.8538517841484727, 1.0298462761332823, 0.7012554570949397, 1.7958555989021028, 0.9395874303025757, 1.0493200824133952, 0.951221056759657, 0.9600567923170146, 0.8936452852820637, 0.9386456356030909, 0.872578035505736, 0.9640459397085732, 0.9745482761451969, 0.938699043363603, 0.7936875610129939, 0.7118994234113546]|  2.7211307246511280|      0.25000000|[490, 160, 10, 20]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      11|[1.0268432403110264, 0.6969762446109335, 0.9719417740494869, 0.8176279045357618, 1.0979329678940382, 0.9377729980160353, 0.924685375395808, 0.9946109281845797, 1.003079381274568, 0.8538517841484727, 1.0298462761332823, 0.7012554570949397, 1.7958555989021028, 0.9395874303025757, 1.0493200824133952, 0.951221056759657, 0.9600567923170146, 0.8936452852820637, 0.9386456356030909, 0.872578035505736, 0.9640459397085732, 0.9745482761451969, 0.938699043363603, 0.7936875610129939, 0.7118994234113546]|  2.7211307246511280|      0.12500000|[539, 176, 11, 22]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
