k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6982019024102283, 9.96924845853336, 1.7152401318215889]                      |  0.9743657882014655|      2.00000000|[4, 0, 1, 2]                                                               |  | used linear model with 4 points | iterate success | actual_k=0
       2|[0.6982019024102283, 9.96924845853336, 1.7152401318215889]                      |  0.9743657882014655|      1.00000000|[8, 0, 2, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=0
       3|[0.6601332904993256, 9.43123672743547, 0.8731628444018237]                      |  0.3041409216115832|      2.00000000|[12, 0, 3, 6]                                                              |  | used linear model with 4 points | iterate success | actual_k=0
       4|[0.6601332904993256, 9.43123672743547, 0.8731628444018237]                      |  0.3041409216115832|      1.00000000|[16, 0, 4, 8]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[0.6601332904993256, 9.43123672743547, 0.8731628444018237]                      |  0.3041409216115832|      0.50000000|[20, 0, 5, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[1.0070197779173475, 9.536224057017655, 1.2176152002857519]                     |  0.1623318006014851|      1.00000000|[24, 0, 6, 12]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
       7|[1.0070197779173475, 9.536224057017655, 1.2176152002857519]                     |  0.1623318006014851|      0.50000000|[28, 0, 7, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       8|[1.0070197779173475, 9.536224057017655, 1.2176152002857519]                     |  0.1623318006014851|      0.25000000|[32, 0, 8, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       9|[0.9074438580565574, 9.502480908241836, 0.9907980137795913]                     |  0.0094285146519265|      0.50000000|[36, 0, 9, 18]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
      10|[0.9074438580565574, 9.502480908241836, 0.9907980137795913]                     |  0.0094285146519265|      0.25000000|[40, 0, 10, 20]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      11|[0.9074438580565574, 9.502480908241836, 0.9907980137795913]                     |  0.0094285146519265|      0.12500000|[44, 0, 11, 22]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      12|[0.9074438580565574, 9.502480908241836, 0.9907980137795913]                     |  0.0094285146519265|      0.06250000|[48, 0, 12, 24]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      13|[0.8859573078414498, 9.520040303993609, 1.0468002082070087]                     |  0.0043382552460211|      0.12500000|[52, 0, 13, 26]                                                            |  | used linear model with 4 points | iterate success | actual_k=0
      14|[0.8859573078414498, 9.520040303993609, 1.0468002082070087]                     |  0.0043382552460211|      0.06250000|[56, 0, 14, 28]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
      15|[0.8859573078414498, 9.520040303993609, 1.0468002082070087]                     |  0.0043382552460211|      0.03125000|[60, 0, 15, 30]                                                            |  | used linear model with 4 points | iterate failure | actual_k=0
