k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[999.9965722903238, 1000.0008589886087, 399.99845788025186, 39.99692476623113, 0.697545301564625, 0.3048954752751605, 0.0162222225552533]|2538440.2531735436059535|      0.03125000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[1000.0002655452907, 1000.0033622087724, 399.99360256749765, 39.99801811413985, 0.6860113897820731, 0.3151029689977141, -0.0101342327425828]|1611447.6401093176100403|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       9|[1000.0002655452907, 1000.0033622087724, 399.99360256749765, 39.99801811413985, 0.6860113897820731, 0.3151029689977141, -0.0101342327425828]|1611447.6401093176100403|      0.03125000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[1000.0035635715376, 1000.0034826488853, 399.99225364875537, 40.00109386583245, 0.6848345274781358, 0.315075794161788, -0.0410050189886812]|1428414.5880079816561192|      0.06250000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      11|[1000.0035635715376, 1000.0034826488853, 399.99225364875537, 40.00109386583245, 0.6848345274781358, 0.315075794161788, -0.0410050189886812]|1428414.5880079816561192|      0.03125000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[1000.0048817490521, 1000.0022636900646, 399.98894601546954, 39.999156992375035, 0.7046304899043008, 0.2942574167821901, -0.0525532727784431]|1343828.4792647869326174|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[1000.0048817490521, 1000.0022636900646, 399.98894601546954, 39.999156992375035, 0.7046304899043008, 0.2942574167821901, -0.0525532727784431]|1343828.4792647869326174|      0.03125000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[1000.0058267422447, 999.997846907118, 399.9890168904816, 40.001691510746944, 0.7320404051628393, 0.287077182345303, -0.0404341354917495]|1303427.7152117011137307|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[1000.0058267422447, 999.997846907118, 399.9890168904816, 40.001691510746944, 0.7320404051628393, 0.287077182345303, -0.0404341354917495]|1303427.7152117011137307|      0.03125000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[999.9997592595554, 999.9995945911035, 399.99297478943197, 40.00231152769117, 0.7402795270963611, 0.2894116678309215, -0.0695427496234923]|1278729.7827651419211179|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[999.9997592595554, 999.9995945911035, 399.99297478943197, 40.00231152769117, 0.7402795270963611, 0.2894116678309215, -0.0695427496234923]|1278729.7827651419211179|      0.03125000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[999.9997592595554, 999.9995945911035, 399.99297478943197, 40.00231152769117, 0.7402795270963611, 0.2894116678309215, -0.0695427496234923]|1278729.7827651419211179|      0.01562500|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
