k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[113, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[225, 32, 1, 5]                                                            |  | trying linear partial model with 57 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[338, 48, 1, 7]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[119.99648983835282, -0.0134647117932457, 0.8550878684866645, 109.99922468517852, 0.1944082156026245, 0.8252517864382298, 99.99976877470571, 0.2732375840550649, 0.7120219412186247, 87.98983137777353, 0.3219536942485555, 0.7042649408904949, 85.9975187184987, 0.3545640256417246, 0.6496617573211064, 84.0045334212308, 0.4677018049978963, 0.5184984075992324, 80.0116679413872, 0.6637236698995236, 0.3360042212019081, 75.99995418245425, 0.8771742434459636, 0.136970959937724, 886.366713619901, 910.0101810279474, 922.5294567956689, 926.471115683253, 935.5612202417776, 952.8311543936106, 975.7276336726851]|2366.9394531250000000|      0.25000000|[450, 64, 1, 9]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[119.99648983835282, -0.0134647117932457, 0.8550878684866645, 109.99922468517852, 0.1944082156026245, 0.8252517864382298, 99.99976877470571, 0.2732375840550649, 0.7120219412186247, 87.98983137777353, 0.3219536942485555, 0.7042649408904949, 85.9975187184987, 0.3545640256417246, 0.6496617573211064, 84.0045334212308, 0.4677018049978963, 0.5184984075992324, 80.0116679413872, 0.6637236698995236, 0.3360042212019081, 75.99995418245425, 0.8771742434459636, 0.136970959937724, 886.366713619901, 910.0101810279474, 922.5294567956689, 926.471115683253, 935.5612202417776, 952.8311543936106, 975.7276336726851]|2366.9394531250000000|      0.12500000|[562, 80, 2, 12]                                                           |  | trying linear partial model with 57 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[119.99648983835282, -0.0134647117932457, 0.8550878684866645, 109.99922468517852, 0.1944082156026245, 0.8252517864382298, 99.99976877470571, 0.2732375840550649, 0.7120219412186247, 87.98983137777353, 0.3219536942485555, 0.7042649408904949, 85.9975187184987, 0.3545640256417246, 0.6496617573211064, 84.0045334212308, 0.4677018049978963, 0.5184984075992324, 80.0116679413872, 0.6637236698995236, 0.3360042212019081, 75.99995418245425, 0.8771742434459636, 0.136970959937724, 886.366713619901, 910.0101810279474, 922.5294567956689, 926.471115683253, 935.5612202417776, 952.8311543936106, 975.7276336726851]|2366.9394531250000000|      0.06250000|[675, 96, 3, 15]                                                           |  | trying linear partial model with 57 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       7|[119.99770190883714, 0.0158751164077852, 0.8663795069049727, 110.00080230358138, 0.1462601782856884, 0.8068065237846285, 99.99821638056031, 0.2797740254573658, 0.7176738501653188, 87.99123791240956, 0.3326386708391484, 0.707070516455489, 85.99653565569353, 0.3591101425037671, 0.6494175406447021, 84.00429216359478, 0.4664725808410908, 0.518722178111472, 80.01028999806286, 0.6615047203988628, 0.3342293906408871, 75.99894136868838, 0.8779504735239414, 0.1359887998274035, 886.3639482402971, 910.0096734159456, 922.5293674462123, 926.4720430493707, 935.5596763587121, 952.8317082860947, 975.7249755761779]|1257.0856933593750000|      0.12500000|[788, 112, 3, 17]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       8|[119.99770190883714, 0.0158751164077852, 0.8663795069049727, 110.00080230358138, 0.1462601782856884, 0.8068065237846285, 99.99821638056031, 0.2797740254573658, 0.7176738501653188, 87.99123791240956, 0.3326386708391484, 0.707070516455489, 85.99653565569353, 0.3591101425037671, 0.6494175406447021, 84.00429216359478, 0.4664725808410908, 0.518722178111472, 80.01028999806286, 0.6615047203988628, 0.3342293906408871, 75.99894136868838, 0.8779504735239414, 0.1359887998274035, 886.3639482402971, 910.0096734159456, 922.5293674462123, 926.4720430493707, 935.5596763587121, 952.8317082860947, 975.7249755761779]|1257.0856933593750000|      0.06250000|[900, 128, 3, 19]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       9|[119.99518190792978, -0.0248241038527011, 0.8466132256448259, 109.99838871861802, 0.1304419326326798, 0.8080466038645974, 100.0014608145114, 0.2520441416629042, 0.7096796552909845, 87.98920936147182, 0.3558957652988599, 0.7145798916767494, 85.99810185575434, 0.3673983124691036, 0.6518461598421363, 84.00544489254649, 0.4650412255801835, 0.5186773105427381, 80.00906894699946, 0.6556527529339431, 0.3330244553536535, 75.99810056408626, 0.8784014814372395, 0.1354091260915862, 886.3612878995125, 910.0094337161341, 922.5254450046085, 926.4695157904675, 935.5588422073233, 952.8311686142106, 975.7262621252031]|753.3259277343750000|      0.12500000|[1012, 144, 3, 21]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      10|[119.99518190792978, -0.0248241038527011, 0.8466132256448259, 109.99838871861802, 0.1304419326326798, 0.8080466038645974, 100.0014608145114, 0.2520441416629042, 0.7096796552909845, 87.98920936147182, 0.3558957652988599, 0.7145798916767494, 85.99810185575434, 0.3673983124691036, 0.6518461598421363, 84.00544489254649, 0.4650412255801835, 0.5186773105427381, 80.00906894699946, 0.6556527529339431, 0.3330244553536535, 75.99810056408626, 0.8784014814372395, 0.1354091260915862, 886.3612878995125, 910.0094337161341, 922.5254450046085, 926.4695157904675, 935.5588422073233, 952.8311686142106, 975.7262621252031]|753.3259277343750000|      0.06250000|[1124, 160, 3, 23]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
