k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1997595055281853, 1.7200508858208496, 0.8898820185352632, 0.6681856346555275, 1.0755122551679415, 0.8069426280848409, 0.793760466618705, 0.5163801862741246]|288674.6562500000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.6269395237862009, 2.4383159220287087, 0.8538520551338273, 0.6732720256643654, 0.6523931383199579, 1.235940245082228, 0.7207895744245805, -1.1528277345982185]|161269.7812500000000000|      4.00000000|[16, 5, 0, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       3|[0.6269395237862009, 2.4383159220287087, 0.8538520551338273, 0.6732720256643654, 0.6523931383199579, 1.235940245082228, 0.7207895744245805, -1.1528277345982185]|161269.7812500000000000|      2.00000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.7670814936231815, 3.2360580306405935, 1.8242467968632265, 0.4270780776998993, 1.5503242431189448, 0.7527453706768881, 1.27369513084779, -0.1547154003860338]|83308.9765625000000000|      4.00000000|[31, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[2.085511364606782, 4.932288305299258, 0.1120674852877124, 1.6738954597192948, 2.1287288506679007, -1.4741129737379117, 2.17166304291701, -1.0483806645129432]|34907.3218063887325116|      8.00000000|[37, 12, 1, 13]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       6|[2.085511364606782, 4.932288305299258, 0.1120674852877124, 1.6738954597192948, 2.1287288506679007, -1.4741129737379117, 2.17166304291701, -1.0483806645129432]|34907.3218063887325116|      4.00000000|[48, 15, 3, 18]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[2.085511364606782, 4.932288305299258, 0.1120674852877124, 1.6738954597192948, 2.1287288506679007, -1.4741129737379117, 2.17166304291701, -1.0483806645129432]|34907.3218063887325116|      2.00000000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[2.085511364606782, 4.932288305299258, 0.1120674852877124, 1.6738954597192948, 2.1287288506679007, -1.4741129737379117, 2.17166304291701, -1.0483806645129432]|34907.3218063887325116|      1.00000000|[67, 21, 3, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.5516244757008275, 4.829459868299172, 0.5482861984764931, 1.395059716556824, 2.278721958338589, -1.3055129986145702, 1.7536395817721717, -0.5893736199378246]|465.4698486328125000|      2.00000000|[73, 23, 3, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[1.5516244757008275, 4.829459868299172, 0.5482861984764931, 1.395059716556824, 2.278721958338589, -1.3055129986145702, 1.7536395817721717, -0.5893736199378246]|465.4698486328125000|      1.00000000|[82, 26, 3, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
