k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[-0.0068694441746066, 0.0406261894402739, 0.0012138291948275, -0.0246678389517956, -0.0267404245728529, 0.0115601681320928, 0.0172801215734189, 0.0037858195087873, 0.0005534354752783, 0.0142189729338329, 0.014428949576782, -0.0109708149216199, -0.0248037829492001, -0.0170579146927695, 0.0171373493753712, 0.000857969211562, 0.0083030742145683, -0.0095576270934844, 0.0008828227064261, -0.0266073549743977, -0.0149078886563812, -0.007100769066294, 0.0291425455044161, -0.0311228255738316, -0.0073091127659262, -0.0119163089753256, -0.0077869636495111, -0.0379504312959545, 0.0075945317602845, -0.0180425622168248, 0.0821697600666485, -0.0008583273847821, -0.0670945085767527, -0.0193490204101618, 0.0754386138326592, 0.0185639811280019, -0.0287280419598967, -0.0206061680341236, -0.0281609308786174, 0.0879497945190863, 0.009785124029223, -0.0485160118568121, 0.004931614170781, 0.0883077507907527, 0.0059088044940619, -0.0027478352716973, -0.0375141924898716, -0.0178012335122706, 0.0741511750016412, -0.015553501175019, -0.0455238994311915, -0.0145254309806149, 0.0661765392175634, 0.0002666362385419, -0.0051968626662783, 0.0050133622410708, -0.0179861194814168]|29562.8616428673703922|      0.50000000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate success | actual_k=8
       4|[-0.0068694441746066, 0.0406261894402739, 0.0012138291948275, -0.0246678389517956, -0.0267404245728529, 0.0115601681320928, 0.0172801215734189, 0.0037858195087873, 0.0005534354752783, 0.0142189729338329, 0.014428949576782, -0.0109708149216199, -0.0248037829492001, -0.0170579146927695, 0.0171373493753712, 0.000857969211562, 0.0083030742145683, -0.0095576270934844, 0.0008828227064261, -0.0266073549743977, -0.0149078886563812, -0.007100769066294, 0.0291425455044161, -0.0311228255738316, -0.0073091127659262, -0.0119163089753256, -0.0077869636495111, -0.0379504312959545, 0.0075945317602845, -0.0180425622168248, 0.0821697600666485, -0.0008583273847821, -0.0670945085767527, -0.0193490204101618, 0.0754386138326592, 0.0185639811280019, -0.0287280419598967, -0.0206061680341236, -0.0281609308786174, 0.0879497945190863, 0.009785124029223, -0.0485160118568121, 0.004931614170781, 0.0883077507907527, 0.0059088044940619, -0.0027478352716973, -0.0375141924898716, -0.0178012335122706, 0.0741511750016412, -0.015553501175019, -0.0455238994311915, -0.0145254309806149, 0.0661765392175634, 0.0002666362385419, -0.0051968626662783, 0.0050133622410708, -0.0179861194814168]|29562.8616428673703922|      0.25000000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[-0.0068694441746066, 0.0406261894402739, 0.0012138291948275, -0.0246678389517956, -0.0267404245728529, 0.0115601681320928, 0.0172801215734189, 0.0037858195087873, 0.0005534354752783, 0.0142189729338329, 0.014428949576782, -0.0109708149216199, -0.0248037829492001, -0.0170579146927695, 0.0171373493753712, 0.000857969211562, 0.0083030742145683, -0.0095576270934844, 0.0008828227064261, -0.0266073549743977, -0.0149078886563812, -0.007100769066294, 0.0291425455044161, -0.0311228255738316, -0.0073091127659262, -0.0119163089753256, -0.0077869636495111, -0.0379504312959545, 0.0075945317602845, -0.0180425622168248, 0.0821697600666485, -0.0008583273847821, -0.0670945085767527, -0.0193490204101618, 0.0754386138326592, 0.0185639811280019, -0.0287280419598967, -0.0206061680341236, -0.0281609308786174, 0.0879497945190863, 0.009785124029223, -0.0485160118568121, 0.004931614170781, 0.0883077507907527, 0.0059088044940619, -0.0027478352716973, -0.0375141924898716, -0.0178012335122706, 0.0741511750016412, -0.015553501175019, -0.0455238994311915, -0.0145254309806149, 0.0661765392175634, 0.0002666362385419, -0.0051968626662783, 0.0050133622410708, -0.0179861194814168]|29562.8616428673703922|      0.12500000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[-0.0126273032530606, 0.0627811698766088, 0.0030363867831671, -0.0200700871010379, -0.0103176737034977, 0.0194858595595996, 0.0064270913968779, -0.0045602363621425, -0.0170818534833589, 0.0193932692170183, 0.0190314707151337, -0.0105036804170776, -0.018397608904624, -0.004765267469863, 0.0197953838612233, -0.0070471241985524, 0.0061818693537664, 0.0002033685107633, 0.0033859709927005, -0.0323243686560963, -0.014162668205413, -0.0255118657169651, 0.0101399646166685, -0.0367979554179456, 0.0070766169144535, -0.010101313725199, -0.0070008482652047, -0.0447002902812427, 0.0155119055164367, -0.0176626470366174, 0.1160826255896715, 0.0080770675665836, -0.0737413487062332, -0.0062723175631696, 0.1086646111361988, 0.0306286452394887, -0.0231474957498942, -0.0131361109526347, -0.0323408614789446, 0.1192585426144016, 0.0305442353467879, -0.0606626047971133, 0.0122093445980518, 0.1141357490180837, 0.0166547013948034, 0.0212676325957703, -0.0317284551878751, -0.0060550312440306, 0.1255697587106803, 0.0217122686876109, -0.0580604965025807, -0.0044273774246172, 0.1079170111044125, 0.0141414712214545, 0.0114112392676249, -0.0003813079019285, -0.0014951057154839]|3869.7704971591047070|      0.25000000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[-0.0126273032530606, 0.0627811698766088, 0.0030363867831671, -0.0200700871010379, -0.0103176737034977, 0.0194858595595996, 0.0064270913968779, -0.0045602363621425, -0.0170818534833589, 0.0193932692170183, 0.0190314707151337, -0.0105036804170776, -0.018397608904624, -0.004765267469863, 0.0197953838612233, -0.0070471241985524, 0.0061818693537664, 0.0002033685107633, 0.0033859709927005, -0.0323243686560963, -0.014162668205413, -0.0255118657169651, 0.0101399646166685, -0.0367979554179456, 0.0070766169144535, -0.010101313725199, -0.0070008482652047, -0.0447002902812427, 0.0155119055164367, -0.0176626470366174, 0.1160826255896715, 0.0080770675665836, -0.0737413487062332, -0.0062723175631696, 0.1086646111361988, 0.0306286452394887, -0.0231474957498942, -0.0131361109526347, -0.0323408614789446, 0.1192585426144016, 0.0305442353467879, -0.0606626047971133, 0.0122093445980518, 0.1141357490180837, 0.0166547013948034, 0.0212676325957703, -0.0317284551878751, -0.0060550312440306, 0.1255697587106803, 0.0217122686876109, -0.0580604965025807, -0.0044273774246172, 0.1079170111044125, 0.0141414712214545, 0.0114112392676249, -0.0003813079019285, -0.0014951057154839]|3869.7704971591047070|      0.12500000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       8|[-0.0126273032530606, 0.0627811698766088, 0.0030363867831671, -0.0200700871010379, -0.0103176737034977, 0.0194858595595996, 0.0064270913968779, -0.0045602363621425, -0.0170818534833589, 0.0193932692170183, 0.0190314707151337, -0.0105036804170776, -0.018397608904624, -0.004765267469863, 0.0197953838612233, -0.0070471241985524, 0.0061818693537664, 0.0002033685107633, 0.0033859709927005, -0.0323243686560963, -0.014162668205413, -0.0255118657169651, 0.0101399646166685, -0.0367979554179456, 0.0070766169144535, -0.010101313725199, -0.0070008482652047, -0.0447002902812427, 0.0155119055164367, -0.0176626470366174, 0.1160826255896715, 0.0080770675665836, -0.0737413487062332, -0.0062723175631696, 0.1086646111361988, 0.0306286452394887, -0.0231474957498942, -0.0131361109526347, -0.0323408614789446, 0.1192585426144016, 0.0305442353467879, -0.0606626047971133, 0.0122093445980518, 0.1141357490180837, 0.0166547013948034, 0.0212676325957703, -0.0317284551878751, -0.0060550312440306, 0.1255697587106803, 0.0217122686876109, -0.0580604965025807, -0.0044273774246172, 0.1079170111044125, 0.0141414712214545, 0.0114112392676249, -0.0003813079019285, -0.0014951057154839]|3869.7704971591047070|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       9|[-0.0126273032530606, 0.0627811698766088, 0.0030363867831671, -0.0200700871010379, -0.0103176737034977, 0.0194858595595996, 0.0064270913968779, -0.0045602363621425, -0.0170818534833589, 0.0193932692170183, 0.0190314707151337, -0.0105036804170776, -0.018397608904624, -0.004765267469863, 0.0197953838612233, -0.0070471241985524, 0.0061818693537664, 0.0002033685107633, 0.0033859709927005, -0.0323243686560963, -0.014162668205413, -0.0255118657169651, 0.0101399646166685, -0.0367979554179456, 0.0070766169144535, -0.010101313725199, -0.0070008482652047, -0.0447002902812427, 0.0155119055164367, -0.0176626470366174, 0.1160826255896715, 0.0080770675665836, -0.0737413487062332, -0.0062723175631696, 0.1086646111361988, 0.0306286452394887, -0.0231474957498942, -0.0131361109526347, -0.0323408614789446, 0.1192585426144016, 0.0305442353467879, -0.0606626047971133, 0.0122093445980518, 0.1141357490180837, 0.0166547013948034, 0.0212676325957703, -0.0317284551878751, -0.0060550312440306, 0.1255697587106803, 0.0217122686876109, -0.0580604965025807, -0.0044273774246172, 0.1079170111044125, 0.0141414712214545, 0.0114112392676249, -0.0003813079019285, -0.0014951057154839]|3869.7704971591047070|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[-0.0011231981590441, 0.0568716973042519, -0.0104637228582961, -0.0272449986988864, -0.0185176693756064, 0.0205925393831867, 0.0076305726219936, -0.0108151888832429, -0.0203236026384752, 0.0159691895878393, 0.0135286813781111, -0.0109401326618709, -0.0249490880713515, -0.0077137083518328, 0.0205820753501314, -0.0059922976391747, 0.0010804028017361, -0.0028262392751005, 0.0016892832305159, -0.0332852535997936, -0.0150100651953172, -0.0304896728932761, 0.0103073979887741, -0.0378812805639388, 0.0065507344146986, -0.0139933941157448, -0.0055340830518248, -0.0446953661895411, 0.0161830318198917, -0.0148000396253872, 0.1114782537862156, 0.0029357657866275, -0.0748076006409269, -0.005764579206633, 0.1021730181332663, 0.0305815562759596, -0.0265561865760782, -0.0144777071731235, -0.0338389237805021, 0.1175470072823983, 0.0220787171426412, -0.0636867235175846, 0.0138872142665747, 0.1140007921619789, 0.0164959977918093, 0.0195593326807117, -0.0309863454228671, -0.0078800286223332, 0.1300607432831887, 0.0195174589759784, -0.0620685738408391, -0.0017663950802125, 0.1116982260374936, 0.0158033896703905, 0.0122869478895141, 0.0007311208576911, -0.0025546337448083]|2915.8345371166997211|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[-0.0011231981590441, 0.0568716973042519, -0.0104637228582961, -0.0272449986988864, -0.0185176693756064, 0.0205925393831867, 0.0076305726219936, -0.0108151888832429, -0.0203236026384752, 0.0159691895878393, 0.0135286813781111, -0.0109401326618709, -0.0249490880713515, -0.0077137083518328, 0.0205820753501314, -0.0059922976391747, 0.0010804028017361, -0.0028262392751005, 0.0016892832305159, -0.0332852535997936, -0.0150100651953172, -0.0304896728932761, 0.0103073979887741, -0.0378812805639388, 0.0065507344146986, -0.0139933941157448, -0.0055340830518248, -0.0446953661895411, 0.0161830318198917, -0.0148000396253872, 0.1114782537862156, 0.0029357657866275, -0.0748076006409269, -0.005764579206633, 0.1021730181332663, 0.0305815562759596, -0.0265561865760782, -0.0144777071731235, -0.0338389237805021, 0.1175470072823983, 0.0220787171426412, -0.0636867235175846, 0.0138872142665747, 0.1140007921619789, 0.0164959977918093, 0.0195593326807117, -0.0309863454228671, -0.0078800286223332, 0.1300607432831887, 0.0195174589759784, -0.0620685738408391, -0.0017663950802125, 0.1116982260374936, 0.0158033896703905, 0.0122869478895141, 0.0007311208576911, -0.0025546337448083]|2915.8345371166997211|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
