k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.25000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.061631399048637, -1.0720948000129744, -1.1349377544584582, -1.0659941593749724, -1.0266932925829155, -1.003052096267766, -1.0827292929700512, -1.1277203422255282, -1.0840204664117252, -1.00160503656569]|  1.1742857694625854|      0.50000000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[1.061631399048637, -1.0720948000129744, -1.1349377544584582, -1.0659941593749724, -1.0266932925829155, -1.003052096267766, -1.0827292929700512, -1.1277203422255282, -1.0840204664117252, -1.00160503656569]|  1.1742857694625854|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.1105657616850892, -1.0923376844070316, -1.2089644514970268, -1.1618499449989281, -1.089318687335885, -1.1069944095505273, -1.1869837448229597, -1.159714296560923, -1.1654614914064187, -1.1101231517209866]|  0.0315476693212986|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[1.1105657616850892, -1.0923376844070316, -1.2089644514970268, -1.1618499449989281, -1.089318687335885, -1.1069944095505273, -1.1869837448229597, -1.159714296560923, -1.1654614914064187, -1.1101231517209866]|  0.0315476693212986|      0.25000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.1105657616850892, -1.0923376844070316, -1.2089644514970268, -1.1618499449989281, -1.089318687335885, -1.1069944095505273, -1.1869837448229597, -1.159714296560923, -1.1654614914064187, -1.1101231517209866]|  0.0315476693212986|      0.12500000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.1105657616850892, -1.0923376844070316, -1.2089644514970268, -1.1618499449989281, -1.089318687335885, -1.1069944095505273, -1.1869837448229597, -1.159714296560923, -1.1654614914064187, -1.1101231517209866]|  0.0315476693212986|      0.06250000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.1277119411451493, -1.1060757702628277, -1.181753451979623, -1.1339008151329595, -1.1139533834083284, -1.1142064190574625, -1.1532068045088917, -1.1569384803370433, -1.1699272032862231, -1.1187556719178466]|  0.0035331062972546|      0.12500000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[1.1277119411451493, -1.1060757702628277, -1.181753451979623, -1.1339008151329595, -1.1139533834083284, -1.1142064190574625, -1.1532068045088917, -1.1569384803370433, -1.1699272032862231, -1.1187556719178466]|  0.0035331062972546|      0.06250000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.1277119411451493, -1.1060757702628277, -1.181753451979623, -1.1339008151329595, -1.1139533834083284, -1.1142064190574625, -1.1532068045088917, -1.1569384803370433, -1.1699272032862231, -1.1187556719178466]|  0.0035331062972546|      0.03125000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.1322435765362968, -1.115373699657722, -1.17848257793833, -1.1206670326898571, -1.1227005604605185, -1.1184336959286776, -1.1526099514346768, -1.1444944308332317, -1.1520608865128188, -1.1080344396154256]|  0.0006309371092357|      0.06250000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[1.1322435765362968, -1.115373699657722, -1.17848257793833, -1.1206670326898571, -1.1227005604605185, -1.1184336959286776, -1.1526099514346768, -1.1444944308332317, -1.1520608865128188, -1.1080344396154256]|  0.0006309371092357|      0.03125000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.1322435765362968, -1.115373699657722, -1.17848257793833, -1.1206670326898571, -1.1227005604605185, -1.1184336959286776, -1.1526099514346768, -1.1444944308332317, -1.1520608865128188, -1.1080344396154256]|  0.0006309371092357|      0.01562500|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.132812997791316, -1.1198767825000204, -1.1796157639714775, -1.1199225738163485, -1.1341477864386125, -1.1236395529858316, -1.1475152721864053, -1.1419716180050965, -1.1467662032447645, -1.1098250700460306]|  0.0002851736790035|      0.03125000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
