k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[46, 3, 0, 3]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[91, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[100.01700431994784, 0.0917245757074264, 0.2997294640960368, 0.9315202031471392, 100.00024356040866, -0.0452648840697406, 0.1383636549715823, 0.7613072253331671, 100.02205147595485, 0.0213733111882574, 0.2440941775248563, 0.7810919365928385, 99.94137344470444, 0.1366953311315811, 0.3648385115502356, 0.6441005794049928, 99.99952051826708, 0.2244725332896395, 0.5748029219205113, 0.3024100367441544, 99.94313502503836, 0.6119802548735297, 0.5852818314322856, -0.0323174389708417, 299.9953240672569, 300.0484409217133, 299.97051882471834, 299.99819559508825, 300.02463113628755]|587.1888427734375000|      0.50000000|[121, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[100.01700431994784, 0.0917245757074264, 0.2997294640960368, 0.9315202031471392, 100.00024356040866, -0.0452648840697406, 0.1383636549715823, 0.7613072253331671, 100.02205147595485, 0.0213733111882574, 0.2440941775248563, 0.7810919365928385, 99.94137344470444, 0.1366953311315811, 0.3648385115502356, 0.6441005794049928, 99.99952051826708, 0.2244725332896395, 0.5748029219205113, 0.3024100367441544, 99.94313502503836, 0.6119802548735297, 0.5852818314322856, -0.0323174389708417, 299.9953240672569, 300.0484409217133, 299.97051882471834, 299.99819559508825, 300.02463113628755]|587.1888427734375000|      0.25000000|[166, 11, 0, 11]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[100.0144712798185, 0.0597964520402519, 0.3899482635060044, 0.8264238059437405, 100.04547055534724, 0.0144524461809164, 0.1733996723221747, 0.7800842117254604, 100.00738752049091, 0.0525750260955231, 0.2693110682619568, 0.7279316672683073, 100.05523458973907, 0.084058802538787, 0.3218833053604068, 0.6633497969230763, 100.0081059720325, 0.1593973320376549, 0.5920529568618496, 0.2795919113762091, 99.92621133537683, 0.6757886657212608, 0.5932687979305787, -0.0580754263413392, 299.9823756398955, 300.0575290843992, 299.9457468353482, 299.9640290212239, 300.0405512368669]|340.1027526855468750|      0.50000000|[196, 13, 0, 13]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[100.0144712798185, 0.0597964520402519, 0.3899482635060044, 0.8264238059437405, 100.04547055534724, 0.0144524461809164, 0.1733996723221747, 0.7800842117254604, 100.00738752049091, 0.0525750260955231, 0.2693110682619568, 0.7279316672683073, 100.05523458973907, 0.084058802538787, 0.3218833053604068, 0.6633497969230763, 100.0081059720325, 0.1593973320376549, 0.5920529568618496, 0.2795919113762091, 99.92621133537683, 0.6757886657212608, 0.5932687979305787, -0.0580754263413392, 299.9823756398955, 300.0575290843992, 299.9457468353482, 299.9640290212239, 300.0405512368669]|340.1027526855468750|      0.25000000|[241, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[100.09586869900332, 0.1028205985975705, 0.4208541156495543, 0.7929668122566552, 100.08860205838562, 0.0782158944671289, 0.1786152995550701, 0.8345269009605814, 100.04072706029515, 0.06767628608672, 0.3034571805067812, 0.6384126221326961, 100.07422651432918, 0.0277469894041862, 0.3586585838353447, 0.662104141961643, 99.96998620817268, 0.0619044802076384, 0.5222132359690457, 0.3387020198216207, 99.97600401701752, 0.6389735007715605, 0.6194461372403341, -0.0335279323916546, 299.9815230271634, 300.06215456040246, 299.9756924182266, 299.9362316337981, 300.00204106546494]|177.7182922363281250|      0.50000000|[271, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[100.09586869900332, 0.1028205985975705, 0.4208541156495543, 0.7929668122566552, 100.08860205838562, 0.0782158944671289, 0.1786152995550701, 0.8345269009605814, 100.04072706029515, 0.06767628608672, 0.3034571805067812, 0.6384126221326961, 100.07422651432918, 0.0277469894041862, 0.3586585838353447, 0.662104141961643, 99.96998620817268, 0.0619044802076384, 0.5222132359690457, 0.3387020198216207, 99.97600401701752, 0.6389735007715605, 0.6194461372403341, -0.0335279323916546, 299.9815230271634, 300.06215456040246, 299.9756924182266, 299.9362316337981, 300.00204106546494]|177.7182922363281250|      0.25000000|[316, 21, 0, 21]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[100.09586869900332, 0.1028205985975705, 0.4208541156495543, 0.7929668122566552, 100.08860205838562, 0.0782158944671289, 0.1786152995550701, 0.8345269009605814, 100.04072706029515, 0.06767628608672, 0.3034571805067812, 0.6384126221326961, 100.07422651432918, 0.0277469894041862, 0.3586585838353447, 0.662104141961643, 99.96998620817268, 0.0619044802076384, 0.5222132359690457, 0.3387020198216207, 99.97600401701752, 0.6389735007715605, 0.6194461372403341, -0.0335279323916546, 299.9815230271634, 300.06215456040246, 299.9756924182266, 299.9362316337981, 300.00204106546494]|177.7182922363281250|      0.12500000|[361, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[100.09586869900332, 0.1028205985975705, 0.4208541156495543, 0.7929668122566552, 100.08860205838562, 0.0782158944671289, 0.1786152995550701, 0.8345269009605814, 100.04072706029515, 0.06767628608672, 0.3034571805067812, 0.6384126221326961, 100.07422651432918, 0.0277469894041862, 0.3586585838353447, 0.662104141961643, 99.96998620817268, 0.0619044802076384, 0.5222132359690457, 0.3387020198216207, 99.97600401701752, 0.6389735007715605, 0.6194461372403341, -0.0335279323916546, 299.9815230271634, 300.06215456040246, 299.9756924182266, 299.9362316337981, 300.00204106546494]|177.7182922363281250|      0.06250000|[406, 27, 0, 27]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
