k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[122, 8, 2, 4]                                                             |  | used linear model with 65 points | iterate failure | actual_k=4
       3|[99.99160104722425, 0.1204840366769465, 0.2511787629046934, 0.937805009235892, 99.99580504434988, 0.0601658112100508, 0.2042513972712093, 0.7785521125335763, 100.01345242129825, -0.0195488787081765, 0.2459711334679612, 0.7558803744479603, 99.98270261371157, 0.1935320790237055, 0.369098746229277, 0.6259122602069854, 99.9950065466005, 0.1972373979791631, 0.4419937808987884, 0.2795951312750332, 99.99983623833782, 0.6010935832518224, 0.6235840552165597, 0.0080052622929025, 300.00311459403696, 299.98815926492546, 300.00957471487806, 300.005314495555, 299.9893111488005]|548.8638390915250511|      0.50000000|[183, 12, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=4
       4|[99.99160104722425, 0.1204840366769465, 0.2511787629046934, 0.937805009235892, 99.99580504434988, 0.0601658112100508, 0.2042513972712093, 0.7785521125335763, 100.01345242129825, -0.0195488787081765, 0.2459711334679612, 0.7558803744479603, 99.98270261371157, 0.1935320790237055, 0.369098746229277, 0.6259122602069854, 99.9950065466005, 0.1972373979791631, 0.4419937808987884, 0.2795951312750332, 99.99983623833782, 0.6010935832518224, 0.6235840552165597, 0.0080052622929025, 300.00311459403696, 299.98815926492546, 300.00957471487806, 300.005314495555, 299.9893111488005]|548.8638390915250511|      0.25000000|[244, 16, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=4
       5|[99.99160104722425, 0.1204840366769465, 0.2511787629046934, 0.937805009235892, 99.99580504434988, 0.0601658112100508, 0.2042513972712093, 0.7785521125335763, 100.01345242129825, -0.0195488787081765, 0.2459711334679612, 0.7558803744479603, 99.98270261371157, 0.1935320790237055, 0.369098746229277, 0.6259122602069854, 99.9950065466005, 0.1972373979791631, 0.4419937808987884, 0.2795951312750332, 99.99983623833782, 0.6010935832518224, 0.6235840552165597, 0.0080052622929025, 300.00311459403696, 299.98815926492546, 300.00957471487806, 300.005314495555, 299.9893111488005]|548.8638390915250511|      0.12500000|[305, 20, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       6|[99.9856021351975, 0.1399821177271072, 0.2623009400352082, 0.9392292095289512, 99.99163449408735, 0.0651308628683396, 0.1989433601945755, 0.773743814756412, 100.01194073156944, 0.0447370982971164, 0.2792247354209975, 0.7690494876802191, 99.98030467570909, 0.1175941974618254, 0.3263062619929372, 0.5974038418367862, 99.99468120620375, 0.2199004132729156, 0.4602189436621764, 0.2946689064171739, 99.99993534900278, 0.5978799931411966, 0.6188869148411986, 0.0055252918983005, 300.00489120321805, 299.9898488649852, 300.0104397973568, 300.00003046456146, 299.99291727122625]|245.5590237681828114|      0.25000000|[366, 24, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
       7|[99.9856021351975, 0.1399821177271072, 0.2623009400352082, 0.9392292095289512, 99.99163449408735, 0.0651308628683396, 0.1989433601945755, 0.773743814756412, 100.01194073156944, 0.0447370982971164, 0.2792247354209975, 0.7690494876802191, 99.98030467570909, 0.1175941974618254, 0.3263062619929372, 0.5974038418367862, 99.99468120620375, 0.2199004132729156, 0.4602189436621764, 0.2946689064171739, 99.99993534900278, 0.5978799931411966, 0.6188869148411986, 0.0055252918983005, 300.00489120321805, 299.9898488649852, 300.0104397973568, 300.00003046456146, 299.99291727122625]|245.5590237681828114|      0.12500000|[427, 28, 7, 14]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       8|[99.9856021351975, 0.1399821177271072, 0.2623009400352082, 0.9392292095289512, 99.99163449408735, 0.0651308628683396, 0.1989433601945755, 0.773743814756412, 100.01194073156944, 0.0447370982971164, 0.2792247354209975, 0.7690494876802191, 99.98030467570909, 0.1175941974618254, 0.3263062619929372, 0.5974038418367862, 99.99468120620375, 0.2199004132729156, 0.4602189436621764, 0.2946689064171739, 99.99993534900278, 0.5978799931411966, 0.6188869148411986, 0.0055252918983005, 300.00489120321805, 299.9898488649852, 300.0104397973568, 300.00003046456146, 299.99291727122625]|245.5590237681828114|      0.06250000|[488, 32, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=4
       9|[99.98654146010041, 0.1476932885211574, 0.2668000321541423, 0.9433474977796533, 99.9932206990437, 0.1152261601009877, 0.2224965384581093, 0.7838875417012598, 100.01048823325512, 0.0413336922032197, 0.269257043397741, 0.7589140874519822, 99.9817593966589, 0.1141783457895665, 0.323876413734294, 0.5959178101751755, 99.99350227231179, 0.2026883500287205, 0.4518093129959253, 0.2922341031841437, 99.99934292043592, 0.6003084620732831, 0.621175031317104, 0.008820093254092, 300.0044133496675, 299.9880588959958, 300.00983751774214, 300.0000761078464, 299.9919694667572]|189.0341557968259281|      0.12500000|[549, 36, 9, 18]                                                           |  | used linear model with 65 points | iterate success | actual_k=4
      10|[99.98654146010041, 0.1476932885211574, 0.2668000321541423, 0.9433474977796533, 99.9932206990437, 0.1152261601009877, 0.2224965384581093, 0.7838875417012598, 100.01048823325512, 0.0413336922032197, 0.269257043397741, 0.7589140874519822, 99.9817593966589, 0.1141783457895665, 0.323876413734294, 0.5959178101751755, 99.99350227231179, 0.2026883500287205, 0.4518093129959253, 0.2922341031841437, 99.99934292043592, 0.6003084620732831, 0.621175031317104, 0.008820093254092, 300.0044133496675, 299.9880588959958, 300.00983751774214, 300.0000761078464, 299.9919694667572]|189.0341557968259281|      0.06250000|[610, 40, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      11|[99.98392604555838, 0.1869352313436056, 0.2853984509186965, 0.9528328872947852, 99.99670687880835, 0.1198886991069952, 0.2189143462945806, 0.775879145559244, 100.00860811022145, 0.0723860038817703, 0.2805849718826456, 0.7636463947407758, 99.98617677390884, 0.0982083606610187, 0.312939976402251, 0.5873007741239494, 99.99328087462311, 0.1901661940283539, 0.448727089475951, 0.2902403611522053, 99.99732708656563, 0.6038543614891291, 0.6243523292780552, 0.0136447389157712, 300.0037173956051, 299.98753303988633, 300.00797507132495, 299.99899592470393, 299.9922887722127]|149.6481120870714676|      0.12500000|[671, 44, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
