k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[76, 5, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=1
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[152, 10, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[228, 15, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[304, 20, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[380, 25, 5, 30]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       6|[1.0230945161029315, 0.0164871167296163, 0.0169944108158673, 0.0192447613916792, 0.429562292814151, 0.0203386964827654, 0.793943932139526, 0.0209570457979848, 0.2196638074477289, 0.0236690883365636, 2.6883230085527408, 0.0207708940060537, 0.8078864245541764, 0.0247295648396985, 2.2697393060949373, 0.0228884917952243, 14.35091120585382, 0.0358390371207219, 12.168562879341478, 0.0316710247347058, 0.2765892712458755, 0.0173081437626028, 0.2449955664702483, 0.0258218117521935, 1.1617444395975993, 0.0199165252133179, 0.1792319017258013, 0.024037087039506, 0.1213145497218211, 0.0178922771978523, 3.746570334314152, 0.0194823381428571, 0.8350551646266795, 0.0219581606870222, 0.1610729182351456, 0.0198318345283838, 0.38718539687398, 0.0225855111245712, 0.9176491247563664, 0.0231506937741771, 0.2622115904866712, 0.0219870015015071, 2.073952771939019, 0.0223169484772095, 1.943056894451729, 0.0255166929701032, 1.4876176774043528, 0.0209776165250816, 0.4806268995228933, 0.0201060510022671, 0.4889677893975885, 0.0120025107831907, 0.3305279121443905, 0.0214709144170623, 0.8392573263813722, 0.0189339288355784, 0.4609783376879244, 0.0170351087896749, 0.4916855025964214, 0.0216153389201356, 0.9899160194997833, 0.0153265624850068, -0.020028958210257, 0.0177855670412764, 0.2634880626054297, 0.0198238217838274]|2444591.1043485705740750|      0.06250000|[456, 30, 6, 36]                                                           |  | used linear model with 81 points | iterate success | actual_k=1
       7|[1.0230945161029315, 0.0164871167296163, 0.0169944108158673, 0.0192447613916792, 0.429562292814151, 0.0203386964827654, 0.793943932139526, 0.0209570457979848, 0.2196638074477289, 0.0236690883365636, 2.6883230085527408, 0.0207708940060537, 0.8078864245541764, 0.0247295648396985, 2.2697393060949373, 0.0228884917952243, 14.35091120585382, 0.0358390371207219, 12.168562879341478, 0.0316710247347058, 0.2765892712458755, 0.0173081437626028, 0.2449955664702483, 0.0258218117521935, 1.1617444395975993, 0.0199165252133179, 0.1792319017258013, 0.024037087039506, 0.1213145497218211, 0.0178922771978523, 3.746570334314152, 0.0194823381428571, 0.8350551646266795, 0.0219581606870222, 0.1610729182351456, 0.0198318345283838, 0.38718539687398, 0.0225855111245712, 0.9176491247563664, 0.0231506937741771, 0.2622115904866712, 0.0219870015015071, 2.073952771939019, 0.0223169484772095, 1.943056894451729, 0.0255166929701032, 1.4876176774043528, 0.0209776165250816, 0.4806268995228933, 0.0201060510022671, 0.4889677893975885, 0.0120025107831907, 0.3305279121443905, 0.0214709144170623, 0.8392573263813722, 0.0189339288355784, 0.4609783376879244, 0.0170351087896749, 0.4916855025964214, 0.0216153389201356, 0.9899160194997833, 0.0153265624850068, -0.020028958210257, 0.0177855670412764, 0.2634880626054297, 0.0198238217838274]|2444591.1043485705740750|      0.03125000|[532, 35, 7, 42]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       8|[1.0146298577249429, 0.0210291713417703, 0.0172367978873008, 0.0204387771395241, 0.432343298520403, 0.0203448165894649, 0.7925708579142912, 0.0224165516602932, 0.2248293263415721, 0.0286685676723295, 2.6850458804012143, 0.0279156141798027, 0.8098241093990869, 0.0258648090551105, 2.268368477920977, 0.0211036615134929, 14.3528410683156, 0.0473996728887406, 12.165756618331526, 0.0457056269192177, 0.2766850064162118, 0.0211152173687689, 0.243664647255822, 0.0273927262072427, 1.157542039957345, 0.0228425648717771, 0.1759374374680594, 0.016254236461529, 0.1199354590736181, 0.0155213659576137, 3.7404764481772195, 0.0236815287234059, 0.8369721042471091, 0.0212712116662172, 0.1629078260114329, 0.0231861416494238, 0.384497317092149, 0.0192572976049659, 0.9182292316548771, 0.0200601726199575, 0.2648855333070972, 0.019077315380004, 2.067140621955334, 0.0217906557373888, 1.9456856723647296, 0.0280139748838958, 1.4862692510551434, 0.0189068217327694, 0.4782454937108735, 0.0174173494770691, 0.4928971924617827, 0.0138569828614739, 0.3333025315324447, 0.0215042245941934, 0.8398155299199376, 0.0203462617935571, 0.4595565076613863, 0.018072345531004, 0.4952928895913365, 0.0263369631853844, 0.9887572951050865, 0.0151337097165167, -0.0216030958117562, 0.0160902338341179, 0.2653155569552629, 0.0226179282982963]|2031987.8983102247584611|      0.06250000|[608, 40, 8, 48]                                                           |  | used linear model with 81 points | iterate success | actual_k=1
       9|[1.0146298577249429, 0.0210291713417703, 0.0172367978873008, 0.0204387771395241, 0.432343298520403, 0.0203448165894649, 0.7925708579142912, 0.0224165516602932, 0.2248293263415721, 0.0286685676723295, 2.6850458804012143, 0.0279156141798027, 0.8098241093990869, 0.0258648090551105, 2.268368477920977, 0.0211036615134929, 14.3528410683156, 0.0473996728887406, 12.165756618331526, 0.0457056269192177, 0.2766850064162118, 0.0211152173687689, 0.243664647255822, 0.0273927262072427, 1.157542039957345, 0.0228425648717771, 0.1759374374680594, 0.016254236461529, 0.1199354590736181, 0.0155213659576137, 3.7404764481772195, 0.0236815287234059, 0.8369721042471091, 0.0212712116662172, 0.1629078260114329, 0.0231861416494238, 0.384497317092149, 0.0192572976049659, 0.9182292316548771, 0.0200601726199575, 0.2648855333070972, 0.019077315380004, 2.067140621955334, 0.0217906557373888, 1.9456856723647296, 0.0280139748838958, 1.4862692510551434, 0.0189068217327694, 0.4782454937108735, 0.0174173494770691, 0.4928971924617827, 0.0138569828614739, 0.3333025315324447, 0.0215042245941934, 0.8398155299199376, 0.0203462617935571, 0.4595565076613863, 0.018072345531004, 0.4952928895913365, 0.0263369631853844, 0.9887572951050865, 0.0151337097165167, -0.0216030958117562, 0.0160902338341179, 0.2653155569552629, 0.0226179282982963]|2031987.8983102247584611|      0.03125000|[684, 45, 9, 54]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
      10|[1.0169920177377443, 0.0220356153979582, 0.0132065234501717, 0.0196477831931786, 0.4302695704989554, 0.0223026611304114, 0.7889393682930735, 0.023359423880097, 0.2271473145245205, 0.0278835237763125, 2.6849320156102414, 0.0324210327034699, 0.8077822312571589, 0.0230925149146398, 2.2660666217172905, 0.0204808289179437, 14.351327587122114, 0.0669419604137239, 12.164311267095387, 0.057583374492682, 0.2769327540743026, 0.0221658334266141, 0.2447838003483807, 0.0257890157850976, 1.1578262068167913, 0.0234589347680319, 0.1757617608354683, 0.01280605745588, 0.1183275235988882, 0.0177655397133961, 3.739948939560705, 0.0326051453389335, 0.8353117020361573, 0.0187780180703722, 0.1674303933765331, 0.0184591568464384, 0.3844551130273958, 0.0202319797487837, 0.9178443247192672, 0.0188201786100474, 0.2682284946801216, 0.0185196755998619, 2.062514308359339, 0.0247056176713096, 1.940469492431319, 0.0315741240663016, 1.4888752798847131, 0.0221397295635352, 0.4779680468305242, 0.0159987317919896, 0.4949828945368636, 0.0149016965276419, 0.3337318013347864, 0.0240344103165275, 0.8410887888631254, 0.0210451908923475, 0.4650787285922922, 0.0197177713819118, 0.4958165882119743, 0.0290417681943894, 0.9907555066727857, 0.017981222033033, -0.0191918067142653, 0.0157251275496931, 0.2702617808770555, 0.0210913262779515]|1760972.0433913429733366|      0.06250000|[760, 50, 10, 60]                                                          |  | used linear model with 81 points | iterate success | actual_k=1
      11|[1.0169920177377443, 0.0220356153979582, 0.0132065234501717, 0.0196477831931786, 0.4302695704989554, 0.0223026611304114, 0.7889393682930735, 0.023359423880097, 0.2271473145245205, 0.0278835237763125, 2.6849320156102414, 0.0324210327034699, 0.8077822312571589, 0.0230925149146398, 2.2660666217172905, 0.0204808289179437, 14.351327587122114, 0.0669419604137239, 12.164311267095387, 0.057583374492682, 0.2769327540743026, 0.0221658334266141, 0.2447838003483807, 0.0257890157850976, 1.1578262068167913, 0.0234589347680319, 0.1757617608354683, 0.01280605745588, 0.1183275235988882, 0.0177655397133961, 3.739948939560705, 0.0326051453389335, 0.8353117020361573, 0.0187780180703722, 0.1674303933765331, 0.0184591568464384, 0.3844551130273958, 0.0202319797487837, 0.9178443247192672, 0.0188201786100474, 0.2682284946801216, 0.0185196755998619, 2.062514308359339, 0.0247056176713096, 1.940469492431319, 0.0315741240663016, 1.4888752798847131, 0.0221397295635352, 0.4779680468305242, 0.0159987317919896, 0.4949828945368636, 0.0149016965276419, 0.3337318013347864, 0.0240344103165275, 0.8410887888631254, 0.0210451908923475, 0.4650787285922922, 0.0197177713819118, 0.4958165882119743, 0.0290417681943894, 0.9907555066727857, 0.017981222033033, -0.0191918067142653, 0.0157251275496931, 0.2702617808770555, 0.0210913262779515]|1760972.0433913429733366|      0.03125000|[836, 55, 11, 66]                                                          |  | used linear model with 81 points | iterate failure | actual_k=1
