k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |16002.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8676413551104158, 4.008798108797712]                                         |4244.7708914764070869|      2.00000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       2|[0.3111034119665717, 2.087791727277541]                                         |133.7040405273437500|      4.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.3111034119665717, 2.087791727277541]                                         |133.7040405273437500|      2.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.3111034119665717, 2.087791727277541]                                         |133.7040405273437500|      1.00000000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.3111034119665717, 2.087791727277541]                                         |133.7040405273437500|      0.50000000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.2309015651539174, 1.5942659794509058]                                        | 97.2776565551757812|      1.00000000|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.2309015651539174, 1.5942659794509058]                                        | 97.2776565551757812|      0.50000000|[45, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.2309015651539174, 1.5942659794509058]                                        | 97.2776565551757812|      0.25000000|[52, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.2309015651539174, 1.5942659794509058]                                        | 97.2776565551757812|      0.12500000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
