k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7239856017737916, 0.0388464992667279]                                        |  0.8582204599370175|      2.00000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       2|[0.7239856017737916, 0.0388464992667279]                                        |  0.8582204599370175|      1.00000000|[4, 2, 2, 4]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       3|[0.7239856017737916, 0.0388464992667279]                                        |  0.8582204599370175|      0.50000000|[6, 3, 3, 6]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       4|[0.3433849022328577, -0.2854112801448874]                                       |  0.0789148539235519|      1.00000000|[9, 3, 4, 8]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       5|[0.3433849022328577, -0.2854112801448874]                                       |  0.0789148539235519|      0.50000000|[11, 4, 5, 10]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[0.3433849022328577, -0.2854112801448874]                                       |  0.0789148539235519|      0.25000000|[14, 4, 6, 12]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[0.3433849022328577, -0.2854112801448874]                                       |  0.0789148539235519|      0.12500000|[16, 5, 7, 14]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[0.3433849022328577, -0.2854112801448874]                                       |  0.0789148539235519|      0.06250000|[18, 6, 7, 15]                                                             |  | used linear model with 3 points | actual_k=1
       9|[0.3335669320397759, -0.2236872373310231]                                       |  0.0646279912497875|      0.12500000|[19, 7, 8, 17]                                                             |  | used linear model with 3 points | iterate success | actual_k=1
      10|[0.2910375629463109, -0.1061446800825447]                                       |  0.0515015451003002|      0.25000000|[21, 8, 9, 19]                                                             |  | used linear model with 3 points | iterate success | actual_k=1
      11|[0.2910375629463109, -0.1061446800825447]                                       |  0.0515015451003002|      0.12500000|[24, 8, 10, 21]                                                            |  | used linear model with 3 points | iterate failure | actual_k=1
