k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.295667547417891, 1.4219081287793551, 1.3217932499211444, 0.637882060905915, 1.0176444284663735, 0.9479274471808977, 0.7019238401030475, 0.3612342674709952]|194379.8562645373749547|      2.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=1
       2|[1.371071460056878, 3.0172287771300788, 1.2584497643308048, 0.5669376949470225, 0.5994131386452375, 0.2406019748720674, -0.1156684925250666, 0.0505305167020756]|373.1667621378974218|      4.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 9 points | iterate success | actual_k=1
       3|[1.371071460056878, 3.0172287771300788, 1.2584497643308048, 0.5669376949470225, 0.5994131386452375, 0.2406019748720674, -0.1156684925250666, 0.0505305167020756]|373.1667621378974218|      2.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=1
       4|[1.371071460056878, 3.0172287771300788, 1.2584497643308048, 0.5669376949470225, 0.5994131386452375, 0.2406019748720674, -0.1156684925250666, 0.0505305167020756]|373.1667621378974218|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=1
       5|[1.371071460056878, 3.0172287771300788, 1.2584497643308048, 0.5669376949470225, 0.5994131386452375, 0.2406019748720674, -0.1156684925250666, 0.0505305167020756]|373.1667621378974218|      0.50000000|[35, 10, 5, 15]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       6|[1.371071460056878, 3.0172287771300788, 1.2584497643308048, 0.5669376949470225, 0.5994131386452375, 0.2406019748720674, -0.1156684925250666, 0.0505305167020756]|373.1667621378974218|      0.25000000|[42, 12, 6, 18]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       7|[1.371071460056878, 3.0172287771300788, 1.2584497643308048, 0.5669376949470225, 0.5994131386452375, 0.2406019748720674, -0.1156684925250666, 0.0505305167020756]|373.1667621378974218|      0.12500000|[49, 14, 7, 21]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       8|[1.371071460056878, 3.0172287771300788, 1.2584497643308048, 0.5669376949470225, 0.5994131386452375, 0.2406019748720674, -0.1156684925250666, 0.0505305167020756]|373.1667621378974218|      0.06250000|[56, 16, 8, 24]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
       9|[1.371071460056878, 3.0172287771300788, 1.2584497643308048, 0.5669376949470225, 0.5994131386452375, 0.2406019748720674, -0.1156684925250666, 0.0505305167020756]|373.1667621378974218|      0.03125000|[63, 18, 9, 27]                                                            |  | used linear model with 9 points | iterate failure | actual_k=1
      10|[1.371071460056878, 3.0172287771300788, 1.2584497643308048, 0.5669376949470225, 0.5994131386452375, 0.2406019748720674, -0.1156684925250666, 0.0505305167020756]|373.1667621378974218|      0.01562500|[70, 20, 10, 30]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      11|[1.3728340194218955, 3.019832070007279, 1.2606638738945246, 0.5690007216526675, 0.5994364909353652, 0.2434023950257362, -0.1192852114367803, 0.0648194971163345]|335.3266381692910727|      0.03125000|[77, 22, 11, 33]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      12|[1.3728340194218955, 3.019832070007279, 1.2606638738945246, 0.5690007216526675, 0.5994364909353652, 0.2434023950257362, -0.1192852114367803, 0.0648194971163345]|335.3266381692910727|      0.01562500|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[1.3728340194218955, 3.019832070007279, 1.2606638738945246, 0.5690007216526675, 0.5994364909353652, 0.2434023950257362, -0.1192852114367803, 0.0648194971163345]|335.3266381692910727|      0.00781250|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[1.3728340194218955, 3.019832070007279, 1.2606638738945246, 0.5690007216526675, 0.5994364909353652, 0.2434023950257362, -0.1192852114367803, 0.0648194971163345]|335.3266381692910727|      0.00390625|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[1.3729651668020724, 3.0193438101020154, 1.259809729956583, 0.5680937628659262, 0.6002710429336121, 0.2450813919839264, -0.1189416302289453, 0.0616862081550754]|333.1434252427545175|      0.00781250|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      16|[1.3752888682691806, 3.0183050827124998, 1.2621540972036172, 0.5647855764058338, 0.5991738240793248, 0.251050239314776, -0.117827584741768, 0.0618967614443636]|332.1346681772549232|      0.01562500|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      17|[1.3752888682691806, 3.0183050827124998, 1.2621540972036172, 0.5647855764058338, 0.5991738240793248, 0.251050239314776, -0.117827584741768, 0.0618967614443636]|332.1346681772549232|      0.00781250|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      18|[1.3777562246854478, 3.0215966452740095, 1.2659686447677367, 0.5627539509234124, 0.6010245624808345, 0.254547067107011, -0.1209152551265509, 0.0613988622531778]|331.1798381141843493|      0.01562500|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      19|[1.3777562246854478, 3.0215966452740095, 1.2659686447677367, 0.5627539509234124, 0.6010245624808345, 0.254547067107011, -0.1209152551265509, 0.0613988622531778]|331.1798381141843493|      0.00781250|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[1.3777562246854478, 3.0215966452740095, 1.2659686447677367, 0.5627539509234124, 0.6010245624808345, 0.254547067107011, -0.1209152551265509, 0.0613988622531778]|331.1798381141843493|      0.00390625|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      21|[1.3777562246854478, 3.0215966452740095, 1.2659686447677367, 0.5627539509234124, 0.6010245624808345, 0.254547067107011, -0.1209152551265509, 0.0613988622531778]|331.1798381141843493|      0.00195312|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[1.3773506188345044, 3.021392844625355, 1.2656558122413042, 0.563396734475917, 0.601497645106203, 0.2547986777724847, -0.1193033084863548, 0.0609382924954819]|330.6369287376905959|      0.00390625|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      23|[1.37601614368798, 3.0218589499164294, 1.2656125590117135, 0.5636945353083672, 0.6028716821666453, 0.2556980738016897, -0.1174696383486287, 0.0582716621140912]|330.1683786400848817|      0.00781250|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      24|[1.379666004244073, 3.0228336506024376, 1.2710480820971233, 0.5658861602698003, 0.6052306963269709, 0.2574729106971341, -0.1158124333257599, 0.0592484831101313]|328.0571653168344142|      0.01562500|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      25|[1.379666004244073, 3.0228336506024376, 1.2710480820971233, 0.5658861602698003, 0.6052306963269709, 0.2574729106971341, -0.1158124333257599, 0.0592484831101313]|328.0571653168344142|      0.00781250|[175, 50, 25, 75]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      26|[1.379666004244073, 3.0228336506024376, 1.2710480820971233, 0.5658861602698003, 0.6052306963269709, 0.2574729106971341, -0.1158124333257599, 0.0592484831101313]|328.0571653168344142|      0.00390625|[182, 52, 26, 78]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      27|[1.3803001231711034, 3.0223636428928597, 1.2718634577060726, 0.5653836774502304, 0.6049592493382155, 0.259196601292388, -0.1139020412781166, 0.0565981891410372]|326.9942402605043412|      0.00781250|[189, 54, 27, 81]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
