k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[102.49232685, 96.347063078, 90.449776874, 84.79655424, 79.382994188, 74.204294955, 69.255448773, 64.531343749, 60.026813865, 55.736664095, 51.655683457, 47.778652045, 44.100344913, 40.615534279, 37.318990799, 34.205484307, 31.269784252, 28.506659953, 25.910880752, 23.477216093, 21.20043557, 19.075308947, 17.096606168, 15.259097353, 13.557552793, 11.986742944, 10.541438416, 9.216409963, 8.0064284742, 6.9062649654, 5.9106905698, 5.0144765304, 4.2123941924, 3.4992149966, 2.8697104734, 2.318652237, 1.8408119802, 1.43096147, 1.0838725426, 0.79431710019, 0.5570671067, 0.36689458466, 0.21857161204, 0.10687031935, 0.026562886928, -0.027578457514, -0.060781441248, -0.078273748691, -0.085283023428, -0.087036870116, -0.088762856265, -0.09568851391, -0.11304134119, -0.14604880381, -0.19993833648, -0.27993734421, -0.39127320354, -0.53917326376, -0.72886484804, -0.96557525443, -1.2545317569, -1.6009616064, -2.0100920316, -2.4871502399, -3.037363418, -3.6659587332, -4.3781633337, -5.1792043492, -6.0743088924, -7.0687040585, -8.1676169268, -9.3762745608, -10.699904009, -12.143732305, -13.712986469, -15.412893506, -17.248680411, -19.225574164, -21.348801732, -23.623590074, -26.055166135, -28.648756848, -31.409589138, -34.342889918, -37.453886093, -40.747804558, -44.229872196, -47.905315885, -51.779362492, -55.857238877, -60.144171891, -64.645388378, -69.366115173, -74.311579107, -79.487007001, -84.89762567, -90.548661922, -96.44534256, -102.59289438, -108.99654417]|1103265273683.5454101562500000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[102.40325740765128, 96.0859976431552, 90.3847896701329, 84.75125256237419, 79.2282518905787, 73.99960299646693, 69.19019424448089, 64.392719794213, 60.07444666577129, 55.70673844985715, 51.70421005206177, 47.780570380234586, 43.89523371549365, 40.53028365310971, 37.20122248176804, 34.116202189893876, 31.19716526792223, 28.514811533165442, 25.853743128106476, 23.50498723513426, 21.419303832657725, 19.077242122205778, 17.00689478988938, 15.367664860641542, 13.640086187768206, 12.07074677602497, 10.60289396602065, 9.336912664519573, 8.14019932205671, 6.938898493456741, 5.999351002406752, 5.028287905335168, 4.117814591438168, 3.434605822268911, 2.7699750380758377, 2.2928918127857774, 1.9290744616599236, 1.3750087696379931, 1.0384235652515499, 0.8634219156367278, 0.6249699216088618, 0.3865261871347493, 0.3418459532561577, 0.1112276944764399, 0.1763418548115081, -0.0576024980884911, -0.1225509750932486, 0.0390333010558194, -0.1182302183200508, -0.0182272409796479, -0.0977338524124382, -0.1594094730964339, -0.0832482382191168, -0.2497484056345181, -0.1534036449876615, -0.3846349888687441, -0.3145544906585289, -0.6433220219225549, -0.740729236628089, -0.8808077516888351, -1.1075438723763678, -1.4309676472661619, -2.020825880284195, -2.471823882018998, -3.040216967312783, -3.6203482326229954, -4.324303951473062, -5.198239263166938, -6.047855426617954, -7.212336846077507, -8.112372567240541, -9.364181052456766, -10.756558358389494, -12.06279333684546, -13.720454367887001, -15.324593705013285, -17.25135614711354, -19.154136333979068, -21.099487592949917, -23.54470222551745, -26.013181528490446, -28.69185704231487, -31.42296727214855, -34.28193708667975, -37.51108143523309, -40.71859017052075, -44.21318944574212, -47.82740418947668, -51.81651202162991, -55.6210112986722, -59.929485152258934, -64.60027855913036, -69.20371770278308, -74.09834505712708, -79.46603184206732, -84.72124942778619, -90.44093987504608, -96.25138683370426, -102.5454887399882, -108.93393020582602]|1101685194752.0000000000000000|      2.00000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[102.28719220509463, 96.03352213031772, 89.8190587909886, 84.51301375472899, 78.89409290499452, 73.63643331480597, 68.9514945278465, 64.29668965617267, 60.118817064832434, 55.26957206528552, 51.727113515247375, 47.64162446988987, 43.98724335949071, 40.24579388697648, 37.34622445168806, 34.276588281802034, 30.970186389939045, 28.377160862793072, 25.64253152223932, 23.43430086104137, 21.43096391087385, 19.093619992306646, 16.875733013089693, 15.39608705262644, 13.61686110383117, 12.095292554763674, 10.559836152390782, 9.529847944293198, 8.435820438928975, 6.894674603827989, 6.099612743699844, 4.950726876995073, 4.151359646136011, 3.1584527861370493, 2.6501788678540605, 2.0882364705561525, 1.8714967891132244, 1.2808935825098413, 1.221825075417216, 0.98666742265468, 0.6978759720616301, 0.3490867095226577, 0.1902874749860759, -0.0284067794532796, 0.1590974672480011, 0.1884400076509924, 0.0866456218024813, 0.0877743734366638, -0.5299500335931397, -0.2079049466493732, -0.0021724899028699, -0.2655938354863122, -0.0649204596882137, -0.1601280217163723, -0.3219047197337152, -0.3824703556015702, -0.4539718216216326, -0.6709016711461562, -0.8237890719085403, -0.7568478993142416, -1.3234985287835046, -1.6919998721679919, -1.9272903381249067, -2.714910945055001, -2.98815291076392, -3.459464059305497, -4.387783224230805, -5.199842895216131, -5.960291935643388, -7.064268424990488, -8.217931532649695, -9.258669297772784, -10.427685075929102, -11.8994691823213, -13.582727092895881, -15.498692547223035, -17.033618968030783, -18.98668007126726, -21.258371691090066, -23.7047922827045, -26.036021689721526, -28.773840306496517, -31.322924821390508, -33.88710041597432, -37.42039930040871, -40.59787111516856, -44.23409074604077, -47.850442397128404, -51.55147322577579, -55.44965489618791, -59.881108908364865, -64.56116625200463, -68.55459635705886, -73.96590397868069, -78.81278330315693, -84.81964106227807, -90.32214642529085, -95.90313556943997, -102.33074065375688, -108.66306845056081]|1098454728704.0000000000000000|      4.00000000|[193, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       3|[101.34472371382955, 95.30353291769228, 89.21481119181898, 83.7822223465599, 78.74652754435398, 72.82383407140404, 68.61757733236912, 63.86276453069938, 59.533165392530215, 54.98152942235789, 51.81487320072026, 47.677144572583536, 44.14895694434527, 40.274321174125625, 37.262362792355475, 33.89472977192795, 30.83559403134615, 27.66481253745731, 25.99289721998892, 23.526269319860685, 21.366295341748323, 19.039882287308487, 16.786633922378805, 15.36141629040905, 13.840657403448358, 12.653695773511963, 10.90939642396297, 9.432005313385824, 8.527175736492529, 6.538873538048092, 6.340866824764156, 5.440181122347888, 3.88000977279932, 3.336851601316131, 2.3105727909540557, 2.323874403322348, 2.3006936921731205, 1.3169806228510248, 0.8919278196648737, 0.4663339545489146, 0.5528793600790566, 0.4887151218294409, 0.2465454977262083, 0.1331653839296514, 0.0882587977703723, -0.0337521302134443, 0.0508320263452825, 0.8832952507637076, -0.9585681095768346, 0.0477438499245523, 0.0740777676885756, -0.6080176120165847, -0.3669476174005422, -0.4589181879799569, -0.7580599210256758, -0.8901674981245136, -0.5557141055529049, -1.1177116394459055, -0.7221876622109555, -0.7737568934772037, -1.2641440808885949, -2.175897570389597, -1.4482206441531242, -2.5321209189787552, -2.706106080524899, -3.661160253736492, -4.192925937708481, -5.351169257358992, -5.463912707705264, -6.76581498466519, -7.2940675870831395, -9.364864793828852, -9.848394849092683, -11.530462251677159, -13.278204008914837, -15.440391537318975, -16.66189906411474, -18.769217854083212, -21.536964896781004, -23.276671492624295, -25.848231952779056, -28.58965414788464, -30.809880229449135, -33.44527921114984, -38.03208855814416, -40.312303492418245, -43.772708925321155, -47.83355377384172, -51.167758653050285, -54.62845414297367, -59.33522648528523, -64.05424455112, -68.3067597727541, -73.14868539103632, -78.31355169701197, -84.62835339829553, -89.52567476357883, -95.73474021755328, -101.77367102941156, -108.20987737607955]|1091235479552.0000000000000000|      8.00000000|[289, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       4|[99.39795621505009, 95.55153192812101, 87.46841905562408, 83.28113634585131, 77.63029513608782, 71.8466004788684, 67.54121069812815, 63.92730771779404, 58.964345691698, 54.39627654196328, 51.377178940917275, 46.44431918468576, 43.93601892637269, 40.69984685418212, 36.887195071939274, 34.6195120502953, 31.353288864638447, 28.688130850183658, 25.32551424156559, 22.220878060376126, 19.795189350739783, 18.16536037554935, 16.73544740418441, 15.21824951861441, 14.209866735017608, 12.259520218092796, 10.88609988371484, 9.578999317873711, 9.173511964252787, 5.700841592992346, 5.216557000553637, 5.84714869860075, 4.674211986227592, 2.0300622368973995, 1.4711470622758887, 1.3421404427310946, 2.9373327513958825, 0.932862492111799, 0.8846707681753749, -0.7474821104903745, 1.5514424039228083, 1.0053585824849223, -0.2061573276253875, -0.5783495435429384, 0.108700513813825, 0.2264479888139236, -0.2389327097284674, 0.710050957095418, -1.1557368702308588, 0.3695027272067452, -0.0082290293034415, -1.7290321594922098, -0.2336133213061065, 0.0531720656272868, -0.5144219684124616, -1.3661199763693317, -0.3899895161117399, -0.7206960669803695, -0.6811775742102322, -1.065128675643569, -1.8241088150979974, -2.132157574316721, -1.999558669541821, -2.625925148742318, -2.620702835957907, -3.1263702917243004, -3.904810461591439, -4.987363414500331, -5.265847802833919, -7.246624524938236, -6.6112703717429255, -9.877633594670957, -9.173663825803223, -10.3579017189385, -13.541204238245042, -15.37956309218698, -16.25106815135898, -19.929326104092606, -22.48056641874164, -22.60962999193976, -25.713274003682034, -27.60114496620872, -29.971608054257114, -32.30620197908502, -38.50136030313857, -39.221968353107926, -43.16259791565877, -46.775197660761584, -50.094331362330884, -53.22184073500349, -58.98873271539505, -63.51393084917498, -66.78593362851734, -71.71026924316715, -77.13458059505481, -84.17671486539341, -87.26191259016446, -94.31533637435824, -101.17742614379634, -107.58092588303568]|1077092155392.0000000000000000|     16.00000000|[385, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[96.77497509390355, 93.50702343607243, 86.50572130074107, 82.0136221858707, 76.83037707626278, 69.1114523108262, 64.84033599715362, 61.531432237491586, 56.85417507433279, 52.541123955571635, 50.13079311942457, 46.180188030128136, 40.70800250152821, 42.87548496056343, 36.858045075294896, 31.96492824466891, 31.925766702889234, 30.27561706895329, 25.100873162121008, 23.348396886029825, 17.989974659681327, 17.600701995890038, 18.67137358078148, 14.928264762907665, 13.299067864191661, 10.97777240998853, 9.600455167187908, 7.674504693122086, 9.123538503119436, 6.130660448463775, 6.803764674126951, 6.4727671324262275, 3.382312485794311, 3.3547440639136097, 1.2045463840632686, 1.8450532907343982, 1.1479680197158462, -0.2873043462687781, 0.6225660370572857, -1.4340051881014242, 3.0216176475647396, 1.510669358095345, -0.2946933100675578, -2.3471454685518642, -2.708034883048223, -0.1796278911992787, -0.5101275126676267, -0.9023743095997293, 0.1682165027839306, 1.4840178489898825, 2.3746251915545207, -3.7001299150741658, -1.3492565357901898, 1.9091878397157496, -2.127911301525777, -1.3306617250083983, 1.071677236078085, -1.1495391842202753, -1.9803809810642667, -0.7011072836210746, -0.7398570748552631, -1.9168277675779275, -1.066672300694747, -3.1175546083795713, -1.510986994565115, -1.8472979528542104, -1.5568297460048406, -5.593698157277406, -3.813474451460629, -4.574528319517662, -6.205866544859342, -8.679852459202397, -10.893412286867816, -12.800779654600726, -11.685648728945253, -15.857143025426867, -16.729862675654818, -18.430170884936228, -23.190180117796107, -23.49047997634194, -24.935676226177012, -24.108065137344735, -29.848769429589858, -31.435481762114506, -38.31902278993622, -40.94595195185963, -41.59887205802772, -46.40988877752352, -47.79380240447473, -53.05196475362903, -55.780220417131794, -62.638799715725426, -64.82454228774107, -69.7149158346729, -74.24253889904193, -81.20070964924552, -85.93150372317966, -91.23740449045108, -100.21503464597849, -104.98128489104636]|1050431806934.1176757812500000|     32.00000000|[481, 160, 1, 11]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
       6|[88.39732037952176, 90.70004169285565, 87.02223080637289, 80.02294032130906, 72.98109404085022, 65.9227482081224, 64.76970748791084, 59.08832782966927, 53.67889146856083, 51.656121618428614, 45.738365284878654, 43.92375892244269, 43.258501176986414, 43.12311685315302, 33.97667022887701, 34.24074456536392, 35.64329091604482, 24.288162791824316, 30.762162764489997, 21.166267585420545, 19.807133814653874, 11.734234334251841, 17.647378246683473, 14.192050753783146, 12.191335347204866, 9.900714145706788, 16.212991546014813, 3.920555942172941, 9.571764489534033, 6.4025645075394975, 7.129809233280436, 11.109447740362496, 2.1688262340188533, 8.090478906720808, 0.9250957373220348, 3.0596497482320446, 2.593936533852316, -2.2985753339493984, 3.9439813278097753, -3.51841781488497, 3.5717404716607453, 1.6800748282414812, -1.0989138867869555, -5.013205628880924, -2.3027284092829308, -2.8083206724337293, -1.1745085478162265, -0.7895794837658676, -0.7459008249768558, 2.721497748896791, 0.5998543086014647, -1.7022499259434434, 0.2264141439573832, 1.2447787823747418, -3.286493528665785, -1.54272148927741, 2.697319838291146, -4.107902567055721, -3.218741356714608, 0.2348322625745468, -0.1965192615715935, -2.3732772493307737, 2.1110952592075085, -7.192905639649258, -7.103480624601469, -1.8581403464583646, -5.0477449693499405, -1.3245062572385526, -9.012902614327018, -6.900512144581008, -4.7154659216767945, -10.047343730740314, -10.601598885350775, -8.971170985092954, -14.580903801342455, -13.52184736407521, -15.56491125119801, -16.902688532254373, -26.99414588178861, -24.45705739448969, -23.931258321159003, -25.46075464884521, -26.742461919011994, -30.224628920828927, -40.3969581378952, -38.37770951924501, -35.377228304640845, -41.86872622363914, -48.44380073554386, -55.8373287508608, -55.987649443140064, -60.6593137916242, -63.22369018579384, -64.70792549800628, -68.31001161755668, -77.26078612215034, -74.8697569218885, -90.68394715898312, -93.69618286696276, -98.31803018525834]|1005663879168.0000000000000000|     64.00000000|[578, 192, 1, 13]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[79.45268117098011, 76.73866223641961, 89.45275101520527, 72.97124415241773, 64.90530409266745, 64.41536605010523, 52.686362134552, 54.20733392315538, 52.94648075383643, 44.718671778599926, 37.20475883167863, 35.270794687672684, 42.79987616285645, 34.632502326293746, 32.63957652424127, 37.21671512649123, 34.03882624401411, 12.140482725899657, 36.24345473930324, 27.69256136587534, 16.936474837853847, 12.909837479033532, 19.903360356112373, 20.972244646875016, 10.292711324722436, 14.442219842387608, 9.624165303495102, -2.0413964451865168, 5.668752894352693, 12.957547163259584, 4.63814358643247, 8.448293971606907, 3.8500245151017225, 6.137439753633889, -7.021556906958903, 4.188227215255561, -0.0066232805078195, -17.6743155292976, 8.139655193742, -6.896346952802691, 6.416162072657298, -1.502072451034653, -19.451913190487357, -15.411865519352649, 3.8207218302217023, -2.827504404576549, -0.7457232259650144, 2.537386875139757, -0.0245196670097007, 5.7147586593316655, 7.0773245314302144, -7.491223809967723, -3.9355562013872403, 5.787151634955079, 1.958239493167091, -9.85587940225223, 7.143555742772257, -3.2046219304405996, -3.5865293822042092, 5.912255575447767, -10.141732779437719, -0.6666572611159773, 7.0842091435719015, -11.495469935993285, -1.4534451444726937, 2.8533276453484238, -3.80745147699679, 1.7883358263159166, -10.189574141173654, -12.181708463962988, -3.815981175514682, -5.929026808202164, -11.7633776272654, -3.1094859182923686, -20.40592769756931, -18.668799912009728, -22.05264611044519, -24.29367602836897, -13.994338636774021, -27.21735564757837, -33.39286787586876, -26.94377889137403, -20.744484937536683, -32.03466907226433, -42.10327547506429, -30.087208961195522, -29.602547119529056, -33.21884691668965, -40.12392361717589, -64.3822959596353, -51.995472431733056, -60.911607791172145, -56.83999493146706, -67.18235043876713, -64.39768053108219, -73.45276371652706, -71.30695901618867, -81.12421026542593, -74.37799560035529, -94.69682872277616]|935185548929.8455810546875000|    128.00000000|[674, 224, 2, 16]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
       8|[61.92562813644189, 42.66123474074153, 60.390767508467235, 51.61356069374516, 58.12278133081925, 48.969740647026065, 52.85096697461486, 41.88200092414507, 57.98280199774926, 48.533392329791496, 14.041153816621808, 44.054586291656065, 25.44092326476263, 26.54246997050084, 24.525483517721177, 31.455288361048915, 12.026710482905074, 20.961778628208606, 18.13738577432895, -5.202788283996082, 7.03087805093968, 12.511927906150117, 28.18754451855303, 14.23428010019926, 10.458590477016104, 34.61675879422731, 14.981434344267072, -21.72282358376123, 11.916035769822326, 6.433401098295252, 6.000997683135006, 7.022043954967735, 10.041573742114323, 21.444330299301274, 2.239579134121234, 1.6057927362674418, 5.591316569987365, -28.672112188831942, 24.146409463799124, -9.020877382218728, 11.796164706613212, 0.1722860186466537, -11.247912186964836, -35.54659144360615, 0.1949671299536297, -4.360375207728547, -4.875733979524788, -4.717121787397194, 16.44270970871309, -3.2623232265922626, 5.358518889348895, -18.47992366136902, -12.507272258828213, 15.87673178126407, 3.043509390135052, -5.441797707025276, 9.902102001088508, 8.110042188863439, 8.861917992693499, 4.006531704684415, -7.661690487761016, -15.924084212708058, 3.1234388454361355, -18.968500512486635, -2.772574356121187, 2.2361187135634424, 6.749366733476598, 4.624124545965966, -30.612314990865244, -15.469469499088945, -3.4810751125728423, 6.220931437786578, -6.118077577995644, -9.826331622352544, -38.3240761183226, -27.910498761245393, -5.4801862893993984, -12.35070627278424, 10.391552345153507, -27.32944683297197, -46.6254952933172, -34.443491040643366, -5.661023532136813, -7.899895698322705, -41.96009723511434, -20.238471308697314, -17.81296862842924, -31.269871596190264, -31.870743639665857, -57.875498945611035, -50.75899489446517, -70.04521027029472, -28.72765754305627, -55.31366659385265, -51.539318382381275, -50.36487637554089, -67.99292414501356, -69.12197822006371, -48.0783295832704, -81.41757453299553]|776420851712.0000000000000000|    256.00000000|[771, 256, 2, 18]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[51.42935833667411, 30.047831447959126, 31.970410783701922, -4.479136273826278, 74.9739880759961, -3.5769937977988704, 36.66876713469716, 1.8240195134050765, 12.215842358190123, 17.881994881364648, 37.73145566993901, 44.334517233311594, 26.606633198504905, 42.93735334401811, 22.172419150038227, 46.178043579518146, 32.15543361735867, 4.055113028491185, -9.676645418247567, -30.5840457673288, -0.3644989101798846, 50.06548446959346, 7.48401161304756, 12.525367340847016, -5.733472274328131, 19.363398911078463, 29.884591159023973, -39.75917295629359, 31.33174712411025, 17.62913166530499, 25.6394251260012, 27.654315374219344, -6.159387367480466, -2.933815459166407, 4.757362632976223, -6.715606829517335, 22.483973117368414, -27.93944327963041, -7.957885815005888, -19.523551612687143, -17.65997717803625, -23.13418114057434, 2.2798436921684697, -36.50910827880779, -19.499442165929, -4.980209380484961, -3.1289234170828824, -11.457861070997335, -73.93352217661428, 24.524227391258872, 22.013372031129002, -5.753201829713975, -4.93811794094439, 5.9013462716160525, -16.14061333978052, -6.540855150323642, 21.626616757472483, 24.254061363668214, 10.800246474668326, 9.419308344949789, -13.465910067123023, 3.1890251069356825, 19.305440421407148, -43.929001118882354, 38.56262711864342, 13.958949087308458, -1.2018330261113164, 9.648037624415757, -29.366447657322254, 3.122087973268055, 46.81535747313973, 74.82532695915322, 12.838700051409381, -7.885121895881168, -1.1972832956526887, -7.841756378687609, -9.93858585477328, -71.05338867758235, 21.942647315693115, -7.309085239237369, -79.46586091084384, -27.48098202969376, 15.253730911866025, -13.607503102237162, -13.025504609839142, -9.245771370107091, -28.517086685732366, -41.22679322315994, 7.198943612700649, -19.47696659890289, -57.27606460602698, -51.56706291184909, -16.282492318464094, -21.54209905997201, -67.5431584032008, -55.33026362558729, -68.06403724850145, -30.255152991727087, -100.71264261734544, -33.79846767616284]|695491690496.0000000000000000|    512.00000000|[915, 304, 2, 21]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | iterate success | actual_k=16
      10|[51.42935833667411, 30.047831447959126, 31.970410783701922, -4.479136273826278, 74.9739880759961, -3.5769937977988704, 36.66876713469716, 1.8240195134050765, 12.215842358190123, 17.881994881364648, 37.73145566993901, 44.334517233311594, 26.606633198504905, 42.93735334401811, 22.172419150038227, 46.178043579518146, 32.15543361735867, 4.055113028491185, -9.676645418247567, -30.5840457673288, -0.3644989101798846, 50.06548446959346, 7.48401161304756, 12.525367340847016, -5.733472274328131, 19.363398911078463, 29.884591159023973, -39.75917295629359, 31.33174712411025, 17.62913166530499, 25.6394251260012, 27.654315374219344, -6.159387367480466, -2.933815459166407, 4.757362632976223, -6.715606829517335, 22.483973117368414, -27.93944327963041, -7.957885815005888, -19.523551612687143, -17.65997717803625, -23.13418114057434, 2.2798436921684697, -36.50910827880779, -19.499442165929, -4.980209380484961, -3.1289234170828824, -11.457861070997335, -73.93352217661428, 24.524227391258872, 22.013372031129002, -5.753201829713975, -4.93811794094439, 5.9013462716160525, -16.14061333978052, -6.540855150323642, 21.626616757472483, 24.254061363668214, 10.800246474668326, 9.419308344949789, -13.465910067123023, 3.1890251069356825, 19.305440421407148, -43.929001118882354, 38.56262711864342, 13.958949087308458, -1.2018330261113164, 9.648037624415757, -29.366447657322254, 3.122087973268055, 46.81535747313973, 74.82532695915322, 12.838700051409381, -7.885121895881168, -1.1972832956526887, -7.841756378687609, -9.93858585477328, -71.05338867758235, 21.942647315693115, -7.309085239237369, -79.46586091084384, -27.48098202969376, 15.253730911866025, -13.607503102237162, -13.025504609839142, -9.245771370107091, -28.517086685732366, -41.22679322315994, 7.198943612700649, -19.47696659890289, -57.27606460602698, -51.56706291184909, -16.282492318464094, -21.54209905997201, -67.5431584032008, -55.33026362558729, -68.06403724850145, -30.255152991727087, -100.71264261734544, -33.79846767616284]|695491690496.0000000000000000|    256.00000000|[1059, 352, 2, 24]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
