k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6089246624497704, 0.0547626956448024, 0.1369095525929662, 0.7790905624704701, -0.0027061258481938, 0.0008226763692606, -0.0073878532825715, 0.0044155732924259, -0.0047443337910686, 0.002599859452724, -0.0030350700367579, -0.0076433129127175, -0.0039602319425609, -0.0079570725464367, 0.0020291850198473, 0.0022668928267867, 0.0063480511666631, 0.0019723296863375, -0.0002235966468553, 0.0079065766096526, -0.0010090215136075, 0.0105104864538275]| 13.1515474319458008|      2.00000000|[113, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[1.8160420598160882, 0.1739723490713068, 0.4000334826784966, 2.3447897880114223, -0.0237920481720671, 0.0126890121241448, 0.0468166863038131, -0.0062593270777247, -0.0015590730693711, 0.0055232984658054, -0.0161662561705317, -0.0228955880752316, 0.026053046194177, -0.0115373191124235, 0.0071202603140438, -0.0072155275629301, 0.0292560516493845, 0.0094621417460061, -0.0174050475834819, -0.0218579392353576, 0.0185545687289463, 0.0383120909370466]| 12.2800903320312500|      4.00000000|[225, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[1.8160420598160882, 0.1739723490713068, 0.4000334826784966, 2.3447897880114223, -0.0237920481720671, 0.0126890121241448, 0.0468166863038131, -0.0062593270777247, -0.0015590730693711, 0.0055232984658054, -0.0161662561705317, -0.0228955880752316, 0.026053046194177, -0.0115373191124235, 0.0071202603140438, -0.0072155275629301, 0.0292560516493845, 0.0094621417460061, -0.0174050475834819, -0.0218579392353576, 0.0185545687289463, 0.0383120909370466]| 12.2800903320312500|      2.00000000|[337, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[1.8160420598160882, 0.1739723490713068, 0.4000334826784966, 2.3447897880114223, -0.0237920481720671, 0.0126890121241448, 0.0468166863038131, -0.0062593270777247, -0.0015590730693711, 0.0055232984658054, -0.0161662561705317, -0.0228955880752316, 0.026053046194177, -0.0115373191124235, 0.0071202603140438, -0.0072155275629301, 0.0292560516493845, 0.0094621417460061, -0.0174050475834819, -0.0218579392353576, 0.0185545687289463, 0.0383120909370466]| 12.2800903320312500|      1.00000000|[449, 64, 1, 9]                                                            |  | trying linear partial model with 57 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=8
       5|[1.8160420598160882, 0.1739723490713068, 0.4000334826784966, 2.3447897880114223, -0.0237920481720671, 0.0126890121241448, 0.0468166863038131, -0.0062593270777247, -0.0015590730693711, 0.0055232984658054, -0.0161662561705317, -0.0228955880752316, 0.026053046194177, -0.0115373191124235, 0.0071202603140438, -0.0072155275629301, 0.0292560516493845, 0.0094621417460061, -0.0174050475834819, -0.0218579392353576, 0.0185545687289463, 0.0383120909370466]| 12.2800903320312500|      0.50000000|[562, 80, 1, 11]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[1.5097216742055264, 0.1470587895530661, 0.3332678816315555, 1.9562362057746827, -0.0243081082549107, 0.0127336114440893, 0.0476634227049586, -0.0067067604787186, -0.0007689653022274, 0.0059153481632107, -0.0163607684825216, -0.0228545142767492, 0.0267555012854619, -0.0107493350965867, 0.0084816295777877, -0.0066295206587417, 0.0279622964772323, 0.0097154272674342, -0.0160639902893288, -0.023416299478616, 0.019006524953737, 0.0389952641106447]| 12.1452150344848633|      1.00000000|[674, 96, 1, 13]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[1.5097216742055264, 0.1470587895530661, 0.3332678816315555, 1.9562362057746827, -0.0243081082549107, 0.0127336114440893, 0.0476634227049586, -0.0067067604787186, -0.0007689653022274, 0.0059153481632107, -0.0163607684825216, -0.0228545142767492, 0.0267555012854619, -0.0107493350965867, 0.0084816295777877, -0.0066295206587417, 0.0279622964772323, 0.0097154272674342, -0.0160639902893288, -0.023416299478616, 0.019006524953737, 0.0389952641106447]| 12.1452150344848633|      0.50000000|[786, 112, 1, 15]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[1.5097216742055264, 0.1470587895530661, 0.3332678816315555, 1.9562362057746827, -0.0243081082549107, 0.0127336114440893, 0.0476634227049586, -0.0067067604787186, -0.0007689653022274, 0.0059153481632107, -0.0163607684825216, -0.0228545142767492, 0.0267555012854619, -0.0107493350965867, 0.0084816295777877, -0.0066295206587417, 0.0279622964772323, 0.0097154272674342, -0.0160639902893288, -0.023416299478616, 0.019006524953737, 0.0389952641106447]| 12.1452150344848633|      0.25000000|[898, 128, 1, 17]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       9|[1.5097216742055264, 0.1470587895530661, 0.3332678816315555, 1.9562362057746827, -0.0243081082549107, 0.0127336114440893, 0.0476634227049586, -0.0067067604787186, -0.0007689653022274, 0.0059153481632107, -0.0163607684825216, -0.0228545142767492, 0.0267555012854619, -0.0107493350965867, 0.0084816295777877, -0.0066295206587417, 0.0279622964772323, 0.0097154272674342, -0.0160639902893288, -0.023416299478616, 0.019006524953737, 0.0389952641106447]| 12.1452150344848633|      0.12500000|[1010, 144, 1, 19]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[1.5097216742055264, 0.1470587895530661, 0.3332678816315555, 1.9562362057746827, -0.0243081082549107, 0.0127336114440893, 0.0476634227049586, -0.0067067604787186, -0.0007689653022274, 0.0059153481632107, -0.0163607684825216, -0.0228545142767492, 0.0267555012854619, -0.0107493350965867, 0.0084816295777877, -0.0066295206587417, 0.0279622964772323, 0.0097154272674342, -0.0160639902893288, -0.023416299478616, 0.019006524953737, 0.0389952641106447]| 12.1452150344848633|      0.06250000|[1122, 160, 1, 21]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[1.4686308309606042, 0.1414919884276522, 0.3261444973940011, 1.9105084330542277, -0.0212372035355448, 0.0146212468234425, 0.0445092477701508, -0.0061050352775946, -0.0033625680326654, 0.005107787836012, -0.0183465410026158, -0.021050376953192, 0.0258865101145866, -0.0109143682789998, 0.0083499002607425, -0.0065875157369876, 0.0288814342798206, 0.010436784145017, -0.015928065429179, -0.0253746071243463, 0.019082177188989, 0.040055471964529]| 12.1449003219604492|      0.12500000|[1234, 176, 1, 23]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
