k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[15.0, 6.0]                                                                     |-2641.3632314451997445|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.50000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.25000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.12500000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[14.986741344250781, 5.8757051567935195]                                        |-2716.0146484375000000|      0.25000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[14.986741344250781, 5.8757051567935195]                                        |-2716.0146484375000000|      0.12500000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[14.970626025591702, 5.75174832356309]                                          |-2791.7961425781250000|      0.25000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[14.970626025591702, 5.75174832356309]                                          |-2791.7961425781250000|      0.12500000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[14.970626025591702, 5.75174832356309]                                          |-2791.7961425781250000|      0.06250000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[14.963975193254806, 5.689603199625435]                                         |-2830.1064453125000000|      0.12500000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[14.963975193254806, 5.689603199625435]                                         |-2830.1064453125000000|      0.06250000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
