k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, 0.0]                                                                | 25.2430323198307036|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8764359217227832, -0.5702666832565109, -0.8944613994131564]                  | 13.6443979560831892|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[0.8764359217227832, -0.5702666832565109, -0.8944613994131564]                  | 13.6443979560831892|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[1.457965201874193, -0.4817963785140918, -1.7031620248026553]                   |  3.1180523759262755|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[1.457965201874193, -0.4817963785140918, -1.7031620248026553]                   |  3.1180523759262755|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[2.20170990021614, -1.052334662763358, -1.3548376215602898]                     |  1.8899153570696592|      2.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       6|[2.20170990021614, -1.052334662763358, -1.3548376215602898]                     |  1.8899153570696592|      1.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[2.20170990021614, -1.052334662763358, -1.3548376215602898]                     |  1.8899153570696592|      0.50000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[2.0522343451097873, -0.5784541636797733, -1.4104643328952262]                  |  0.9112795484404046|      1.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[2.0522343451097873, -0.5784541636797733, -1.4104643328952262]                  |  0.9112795484404046|      0.50000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[2.0522343451097873, -0.5784541636797733, -1.4104643328952262]                  |  0.9112795484404046|      0.25000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[2.0522343451097873, -0.5784541636797733, -1.4104643328952262]                  |  0.9112795484404046|      0.12500000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[2.1650606885755073, -0.5297010322311001, -1.4332315987412547]                  |  0.7523737705374270|      0.25000000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      13|[2.24772101473577, -0.5687119576878347, -1.2005399182408807]                    |  0.6248967049452010|      0.50000000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[2.24772101473577, -0.5687119576878347, -1.2005399182408807]                    |  0.6248967049452010|      0.25000000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[2.24772101473577, -0.5687119576878347, -1.2005399182408807]                    |  0.6248967049452010|      0.12500000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
