k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[61, 4, 1, 5]                                                              |  | used linear model with 65 points | iterate failure | actual_k=1
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[122, 8, 2, 10]                                                            |  | used linear model with 65 points | iterate failure | actual_k=1
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.12500000|[183, 12, 3, 15]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.06250000|[244, 16, 4, 20]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       5|[-0.0035919031810189, 0.0080328212374634, -0.0110886991303211, -0.0015043812139568, -0.00109347426517, -0.0007136299459882, 0.0052817929532124, 0.0042551373957095, 0.0046806720689375, 0.0013592276650793, -0.0008309386473646, 0.0011257505736382, 0.0050006011452111, -0.0015220757719875, 0.0016972381440377, -0.0013550486972265, -0.0009914177082774, 0.0077704571677264, 0.0056456170690454, 0.0062424954723209, 0.0054558317656777, -0.0139525522822769, -0.0027630404637433, 0.0046784374105839, 0.0055774452758378, -0.005706317737565, -0.0081333238266416, -0.0014272712058804, -0.0021735863960001, 0.004832078723408, 0.0196179951604092, -0.0018753777250987, -0.0080963528370147, 0.0075663986434696, 0.0230770545473042, 0.0108600010289239, -0.0204753623222038, -0.0042326149320916, -0.0045327060530773, 0.0213576901505063, 0.0052380234521536, -0.0057578217661006, 0.0011824856650492, 0.0100395786123295, 0.0012252750857819, 0.0006116479361793, 0.0125342827771374, -0.0034085111470387, 0.0154624872590317, 0.0060193610624708, -0.0070445036061083, -0.0014458858364094, 0.0140527507283808, 0.0024986548990978, 0.0005001340081361, 0.0060974244439904, -0.0086569321600291]|100363.0212177075736690|      0.12500000|[305, 20, 5, 25]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
       6|[0.0347080089792989, 0.0339757280698453, -0.0290179132481018, -0.0247232964391827, -0.0138619133531622, 0.0242529839114212, -0.0124458290846275, 0.0047101220900874, 0.0107033252214126, 0.0093131430842391, -0.0063416703194249, 0.0105298051782317, 0.0094821748578112, 0.0360979020254136, -0.001682680163884, 0.0090009718587692, -0.0002870913099342, 0.0053038452158842, 0.0111537333497305, 0.0006344433359887, 0.0073562731243909, -0.0382450382797355, -0.0120785939393862, 0.0067334896281742, -0.0014063272298417, -0.0236911868986835, -0.012676924033437, -0.0019185826939675, -0.0223824488210576, -0.0138719982363461, 0.0499146665166176, 0.0057717388921833, 0.0141583097057653, 0.0141996919189527, 0.0353132297893275, 0.0085096226911568, -0.0190597619246523, -0.0056537050988359, 0.0040912438546759, 0.0389104942666524, 0.024079841365061, -0.0362810455112808, 0.0121150031635041, 0.0309795001855853, 0.0024728007116889, 0.0012575190889573, 0.0222432578327447, -0.0186144054337599, 0.0308943523667558, 0.0063348444519623, -0.0013120246209896, 0.0036317090223665, 0.0649226349190393, 0.0012546784391059, -0.0019351159111137, 0.0295939212738048, -0.0218147730640218]|69474.5069035461783642|      0.25000000|[366, 24, 6, 30]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
       7|[0.0347080089792989, 0.0339757280698453, -0.0290179132481018, -0.0247232964391827, -0.0138619133531622, 0.0242529839114212, -0.0124458290846275, 0.0047101220900874, 0.0107033252214126, 0.0093131430842391, -0.0063416703194249, 0.0105298051782317, 0.0094821748578112, 0.0360979020254136, -0.001682680163884, 0.0090009718587692, -0.0002870913099342, 0.0053038452158842, 0.0111537333497305, 0.0006344433359887, 0.0073562731243909, -0.0382450382797355, -0.0120785939393862, 0.0067334896281742, -0.0014063272298417, -0.0236911868986835, -0.012676924033437, -0.0019185826939675, -0.0223824488210576, -0.0138719982363461, 0.0499146665166176, 0.0057717388921833, 0.0141583097057653, 0.0141996919189527, 0.0353132297893275, 0.0085096226911568, -0.0190597619246523, -0.0056537050988359, 0.0040912438546759, 0.0389104942666524, 0.024079841365061, -0.0362810455112808, 0.0121150031635041, 0.0309795001855853, 0.0024728007116889, 0.0012575190889573, 0.0222432578327447, -0.0186144054337599, 0.0308943523667558, 0.0063348444519623, -0.0013120246209896, 0.0036317090223665, 0.0649226349190393, 0.0012546784391059, -0.0019351159111137, 0.0295939212738048, -0.0218147730640218]|69474.5069035461783642|      0.12500000|[427, 28, 7, 35]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       8|[0.0347080089792989, 0.0339757280698453, -0.0290179132481018, -0.0247232964391827, -0.0138619133531622, 0.0242529839114212, -0.0124458290846275, 0.0047101220900874, 0.0107033252214126, 0.0093131430842391, -0.0063416703194249, 0.0105298051782317, 0.0094821748578112, 0.0360979020254136, -0.001682680163884, 0.0090009718587692, -0.0002870913099342, 0.0053038452158842, 0.0111537333497305, 0.0006344433359887, 0.0073562731243909, -0.0382450382797355, -0.0120785939393862, 0.0067334896281742, -0.0014063272298417, -0.0236911868986835, -0.012676924033437, -0.0019185826939675, -0.0223824488210576, -0.0138719982363461, 0.0499146665166176, 0.0057717388921833, 0.0141583097057653, 0.0141996919189527, 0.0353132297893275, 0.0085096226911568, -0.0190597619246523, -0.0056537050988359, 0.0040912438546759, 0.0389104942666524, 0.024079841365061, -0.0362810455112808, 0.0121150031635041, 0.0309795001855853, 0.0024728007116889, 0.0012575190889573, 0.0222432578327447, -0.0186144054337599, 0.0308943523667558, 0.0063348444519623, -0.0013120246209896, 0.0036317090223665, 0.0649226349190393, 0.0012546784391059, -0.0019351159111137, 0.0295939212738048, -0.0218147730640218]|69474.5069035461783642|      0.06250000|[488, 32, 8, 40]                                                           |  | used linear model with 65 points | iterate failure | actual_k=1
       9|[0.0329516563720112, 0.0359358537231933, -0.023579308432963, -0.0149256265000416, 0.0086160694114336, 0.0354138508062242, -0.0027122729110575, -0.000118373988322, 0.016234802763547, 0.0059645181199049, -0.0049896186140643, 0.0120279674511653, 0.0012149220495892, 0.031694145812055, 0.0146237637717242, 0.0022732522945952, -0.0090951480541537, 0.0077370941147154, 0.0044519923945674, -0.0064746074742732, -0.0035985803658632, -0.0225329188690681, -0.0044375756980986, 0.0072021595390448, 0.0042212615166194, -0.0210753885932653, -0.005966693542166, -0.0047690956059128, -0.023604250284868, -0.0279052720323278, 0.0537843254211792, 0.0067187850368622, 0.0039938076034687, 0.0033785880346729, 0.0478091680269571, 0.022469368925674, -0.0118908267206306, -0.0040172228416344, 0.0052180228629725, 0.0403106328293156, 0.0267285011091189, -0.044647132357085, 0.0159829941501204, 0.0241735227117553, -0.0004638010681232, -0.0057344522212149, 0.0277292041701199, -0.0081359416015153, 0.0415924663889564, 0.0172500302584635, 0.0085613269690752, 0.0092074749630358, 0.0699290562082798, -0.0086807937686596, 0.0001101723260084, 0.015971787538168, -0.0162863450178119]|54854.9832344927417580|      0.12500000|[549, 36, 9, 45]                                                           |  | used linear model with 65 points | iterate success | actual_k=1
      10|[0.0329516563720112, 0.0359358537231933, -0.023579308432963, -0.0149256265000416, 0.0086160694114336, 0.0354138508062242, -0.0027122729110575, -0.000118373988322, 0.016234802763547, 0.0059645181199049, -0.0049896186140643, 0.0120279674511653, 0.0012149220495892, 0.031694145812055, 0.0146237637717242, 0.0022732522945952, -0.0090951480541537, 0.0077370941147154, 0.0044519923945674, -0.0064746074742732, -0.0035985803658632, -0.0225329188690681, -0.0044375756980986, 0.0072021595390448, 0.0042212615166194, -0.0210753885932653, -0.005966693542166, -0.0047690956059128, -0.023604250284868, -0.0279052720323278, 0.0537843254211792, 0.0067187850368622, 0.0039938076034687, 0.0033785880346729, 0.0478091680269571, 0.022469368925674, -0.0118908267206306, -0.0040172228416344, 0.0052180228629725, 0.0403106328293156, 0.0267285011091189, -0.044647132357085, 0.0159829941501204, 0.0241735227117553, -0.0004638010681232, -0.0057344522212149, 0.0277292041701199, -0.0081359416015153, 0.0415924663889564, 0.0172500302584635, 0.0085613269690752, 0.0092074749630358, 0.0699290562082798, -0.0086807937686596, 0.0001101723260084, 0.015971787538168, -0.0162863450178119]|54854.9832344927417580|      0.06250000|[610, 40, 10, 50]                                                          |  | used linear model with 65 points | iterate failure | actual_k=1
      11|[0.0361927764127055, 0.0454672321878279, -0.0132994895962147, -0.017063043456938, 0.0137255778257486, 0.0446569492329137, -0.0028538936489372, -0.0038798358667687, 0.0252720148173703, 0.0070835486981991, -0.0076901626592837, 0.0109961150490102, -0.002931346445562, 0.0379494161698105, 0.0113996233329894, 0.0076146243341484, -0.0086398314988929, 0.0151795114231082, -0.0024358208628472, -0.001722855437193, -0.019103278880929, -0.012012102945608, -0.0005035542409234, 0.0093138269371741, 0.0045954558727284, -0.0142999013810659, 0.0002739444854588, -0.0028329532323134, -0.0127918287612738, -0.0379290359760667, 0.0463542433353324, 0.0179898417609261, 0.0045242941091572, -0.0065828945732002, 0.063334845422418, 0.0413755053636747, -0.0200505848190519, -0.0056815708479862, 0.0137128110198095, 0.0346452982582698, 0.029073654253445, -0.040994901568681, 0.0129971828582807, 0.0332198111309507, 0.0003066450589663, -0.0007927026347779, 0.0298598458141169, -0.0155025404432846, 0.029752427414278, 0.03016280437001, 0.004688220245866, 0.0169645379035071, 0.0854153867978783, 0.0061136660797924, 0.0203132638532285, 0.025016055222783, -0.0175617550832667]|44629.6635239674506010|      0.12500000|[671, 44, 11, 55]                                                          |  | used linear model with 65 points | iterate success | actual_k=1
