k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      0.50000000|[10, 3, 0, 3]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.1109785896773338, 0.9599104439944202, 0.1893376447207439, 1.2293353005237027, 1.0257219275976592, 1.3709468166305918, 1.0898271909721535, 0.9639295995010735]|103.4869384765625000|      1.00000000|[16, 5, 0, 5]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.1109785896773338, 0.9599104439944202, 0.1893376447207439, 1.2293353005237027, 1.0257219275976592, 1.3709468166305918, 1.0898271909721535, 0.9639295995010735]|103.4869384765625000|      0.50000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0353299166315165, 0.9288836244348704, 0.0587415417706939, 1.277755885120524, 1.111946749358553, 1.7087927171911572, 0.8993301686028036, 1.2209335521382307]| 69.2435531616210938|      1.00000000|[34, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       5|[0.0353299166315165, 0.9288836244348704, 0.0587415417706939, 1.277755885120524, 1.111946749358553, 1.7087927171911572, 0.8993301686028036, 1.2209335521382307]| 69.2435531616210938|      0.50000000|[43, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0353299166315165, 0.9288836244348704, 0.0587415417706939, 1.277755885120524, 1.111946749358553, 1.7087927171911572, 0.8993301686028036, 1.2209335521382307]| 69.2435531616210938|      0.25000000|[53, 17, 1, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1027734696545328, 1.0017506385719064, -0.0608782761936119, 1.3792943132123363, 1.1414278926338788, 1.6898244359135206, 0.797418766693412, 1.092840051777637]| 56.7193898392793230|      0.50000000|[59, 19, 2, 21]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       8|[0.1027734696545328, 1.0017506385719064, -0.0608782761936119, 1.3792943132123363, 1.1414278926338788, 1.6898244359135206, 0.797418766693412, 1.092840051777637]| 56.7193898392793230|      0.25000000|[69, 22, 2, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.1027734696545328, 1.0017506385719064, -0.0608782761936119, 1.3792943132123363, 1.1414278926338788, 1.6898244359135206, 0.797418766693412, 1.092840051777637]| 56.7193898392793230|      0.12500000|[78, 25, 2, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.1611507106141801, 0.9561428807572361, -0.1168771122378419, 1.3783717032897698, 1.19258751909286, 1.7090485721553863, 0.8601860250362623, 1.0842548433274326]| 55.1057662963867188|      0.25000000|[84, 27, 2, 29]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
