k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[1.022594245602985, 0.0176474628804433, 0.0108423022912123, 0.0208185441004523, 0.430692012339387, 0.0205034032091693, 0.8023192748029695, 0.0188158805082849, 0.2202761330994976, 0.0178554664748529, 2.695823769795307, 0.0210330206954369, 0.8055260869918242, 0.0209152943936508, 2.268664496233878, 0.0173440351502773, 14.352973065057661, 0.0386554279876338, 12.161733372989593, 0.0347607220387545, 0.2775224396525869, 0.021833509181299, 0.237816793174163, 0.0170499958886971, 1.1670807483550256, 0.0206164250745787, 0.1767627746970162, 0.0194476482213236, 0.1120896229838143, 0.0187483514296082, 3.7455639681218327, 0.0223412911212931, 0.834644590360513, 0.0217113834327079, 0.1644708455175016, 0.016315059227654, 0.3872081418219059, 0.0214925726895336, 0.9220376087150036, 0.0153985014875933, 0.2582851995330693, 0.0222218478058908, 2.0673549223725303, 0.0180681006905812, 1.9455977850908999, 0.0141971808146494, 1.4859137304708763, 0.0232154697446353, 0.4798663478932941, 0.0261628684809407, 0.4912163332277245, 0.0233652534923243, 0.324873336776888, 0.0193866962760586, 0.838962945127261, 0.0205090680957744, 0.4638676770975991, 0.0217108775089718, 0.4938364884838778, 0.0186386933259738, 0.9824406547187177, 0.0216911616897666, -0.0198503575485659, 0.0184286470807568, 0.2697292804912245, 0.0197105647958239]|2341898.0026020919904113|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[1.0163158818927571, 0.0246969383605115, 0.006320653987345, 0.0217404625091148, 0.4357104886434296, 0.0160682855904735, 0.8012809866949094, 0.0193364164057287, 0.2258237383223291, 0.0138028510206817, 2.6961047209879947, 0.0207132843233036, 0.8150785225135885, 0.027360127096131, 2.2597041936609052, 0.0246975309143428, 14.359453173005667, 0.0559943727956151, 12.16632880032247, 0.0695466535435784, 0.2755365555399744, 0.0356957478182358, 0.2366517572920973, 0.0089533072522001, 1.1750382827819763, 0.0230715504781087, 0.1850118924282602, 0.0207821292901203, 0.1190612842610848, 0.0157204265524546, 3.7392778069069834, 0.0246479115721626, 0.8322059208810442, 0.0104847737670367, 0.16380617656555, 0.0255165196651035, 0.3838528571501234, 0.0055614980328066, 0.9159911380395397, 0.0184909657013379, 0.2521687139833671, 0.0233585021554215, 2.07162901299402, 0.0220054927246365, 1.9411130485638153, 0.0224775634187615, 1.4879303196474705, 0.0265159585634501, 0.4735244605339036, 0.032813722381896, 0.4923533922067863, 0.0236000380567792, 0.3224975278664928, 0.0237441790739588, 0.8471786784869388, 0.022343342703695, 0.4642636090398178, 0.0256826819128352, 0.4816068996944384, 0.0279784771401339, 0.977325999414119, 0.0099781492359008, -0.015638540067104, 0.0187510884238478, 0.2685702384305934, 0.0256726204733525]|1833167.8402448515407741|      0.12500000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[1.0163158818927571, 0.0246969383605115, 0.006320653987345, 0.0217404625091148, 0.4357104886434296, 0.0160682855904735, 0.8012809866949094, 0.0193364164057287, 0.2258237383223291, 0.0138028510206817, 2.6961047209879947, 0.0207132843233036, 0.8150785225135885, 0.027360127096131, 2.2597041936609052, 0.0246975309143428, 14.359453173005667, 0.0559943727956151, 12.16632880032247, 0.0695466535435784, 0.2755365555399744, 0.0356957478182358, 0.2366517572920973, 0.0089533072522001, 1.1750382827819763, 0.0230715504781087, 0.1850118924282602, 0.0207821292901203, 0.1190612842610848, 0.0157204265524546, 3.7392778069069834, 0.0246479115721626, 0.8322059208810442, 0.0104847737670367, 0.16380617656555, 0.0255165196651035, 0.3838528571501234, 0.0055614980328066, 0.9159911380395397, 0.0184909657013379, 0.2521687139833671, 0.0233585021554215, 2.07162901299402, 0.0220054927246365, 1.9411130485638153, 0.0224775634187615, 1.4879303196474705, 0.0265159585634501, 0.4735244605339036, 0.032813722381896, 0.4923533922067863, 0.0236000380567792, 0.3224975278664928, 0.0237441790739588, 0.8471786784869388, 0.022343342703695, 0.4642636090398178, 0.0256826819128352, 0.4816068996944384, 0.0279784771401339, 0.977325999414119, 0.0099781492359008, -0.015638540067104, 0.0187510884238478, 0.2685702384305934, 0.0256726204733525]|1833167.8402448515407741|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       9|[1.0163158818927571, 0.0246969383605115, 0.006320653987345, 0.0217404625091148, 0.4357104886434296, 0.0160682855904735, 0.8012809866949094, 0.0193364164057287, 0.2258237383223291, 0.0138028510206817, 2.6961047209879947, 0.0207132843233036, 0.8150785225135885, 0.027360127096131, 2.2597041936609052, 0.0246975309143428, 14.359453173005667, 0.0559943727956151, 12.16632880032247, 0.0695466535435784, 0.2755365555399744, 0.0356957478182358, 0.2366517572920973, 0.0089533072522001, 1.1750382827819763, 0.0230715504781087, 0.1850118924282602, 0.0207821292901203, 0.1190612842610848, 0.0157204265524546, 3.7392778069069834, 0.0246479115721626, 0.8322059208810442, 0.0104847737670367, 0.16380617656555, 0.0255165196651035, 0.3838528571501234, 0.0055614980328066, 0.9159911380395397, 0.0184909657013379, 0.2521687139833671, 0.0233585021554215, 2.07162901299402, 0.0220054927246365, 1.9411130485638153, 0.0224775634187615, 1.4879303196474705, 0.0265159585634501, 0.4735244605339036, 0.032813722381896, 0.4923533922067863, 0.0236000380567792, 0.3224975278664928, 0.0237441790739588, 0.8471786784869388, 0.022343342703695, 0.4642636090398178, 0.0256826819128352, 0.4816068996944384, 0.0279784771401339, 0.977325999414119, 0.0099781492359008, -0.015638540067104, 0.0187510884238478, 0.2685702384305934, 0.0256726204733525]|1833167.8402448515407741|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[1.0163158818927571, 0.0246969383605115, 0.006320653987345, 0.0217404625091148, 0.4357104886434296, 0.0160682855904735, 0.8012809866949094, 0.0193364164057287, 0.2258237383223291, 0.0138028510206817, 2.6961047209879947, 0.0207132843233036, 0.8150785225135885, 0.027360127096131, 2.2597041936609052, 0.0246975309143428, 14.359453173005667, 0.0559943727956151, 12.16632880032247, 0.0695466535435784, 0.2755365555399744, 0.0356957478182358, 0.2366517572920973, 0.0089533072522001, 1.1750382827819763, 0.0230715504781087, 0.1850118924282602, 0.0207821292901203, 0.1190612842610848, 0.0157204265524546, 3.7392778069069834, 0.0246479115721626, 0.8322059208810442, 0.0104847737670367, 0.16380617656555, 0.0255165196651035, 0.3838528571501234, 0.0055614980328066, 0.9159911380395397, 0.0184909657013379, 0.2521687139833671, 0.0233585021554215, 2.07162901299402, 0.0220054927246365, 1.9411130485638153, 0.0224775634187615, 1.4879303196474705, 0.0265159585634501, 0.4735244605339036, 0.032813722381896, 0.4923533922067863, 0.0236000380567792, 0.3224975278664928, 0.0237441790739588, 0.8471786784869388, 0.022343342703695, 0.4642636090398178, 0.0256826819128352, 0.4816068996944384, 0.0279784771401339, 0.977325999414119, 0.0099781492359008, -0.015638540067104, 0.0187510884238478, 0.2685702384305934, 0.0256726204733525]|1833167.8402448515407741|      0.01562500|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
      11|[1.016688720357633, 0.0245434703323043, 0.0071512272344526, 0.0211011858921374, 0.4348800626577541, 0.0170020525932127, 0.8004438417743389, 0.0190947624550386, 0.2255752110839783, 0.0131326299024102, 2.696716515869078, 0.0239400984282531, 0.8147079738863574, 0.0265895879324727, 2.259189035923102, 0.0252019559695639, 14.360328946544424, 0.0672760718810711, 12.166148426530722, 0.0748036721788244, 0.275516751631679, 0.0352333191170564, 0.2365086784297091, 0.0088833169015402, 1.175261945503803, 0.0231171470335173, 0.1851795628262007, 0.0200549684412467, 0.1191634912586051, 0.0152219041600381, 3.737654379988967, 0.0302328785569807, 0.8309806642830778, 0.0105750171543104, 0.163910405314461, 0.0265307960293746, 0.3838317689483036, 0.0069731895254669, 0.9161938419467777, 0.0196201450395415, 0.2525782141422427, 0.0224211191082734, 2.073143328022451, 0.024317971510575, 1.9404945133866227, 0.0246330310592123, 1.4870880068583585, 0.0275424884786463, 0.4738446387380615, 0.0326716364856072, 0.4929965658120887, 0.0230121922286898, 0.3220360443781976, 0.0225003154053752, 0.847424996992979, 0.0222824886707593, 0.4644100936851069, 0.0264836640362126, 0.4821281120140908, 0.027463376213433, 0.9782005139664427, 0.0130322396346214, -0.0150491005508424, 0.0179085638880438, 0.2678171970617678, 0.0263069645269072]|1709606.1265033672098070|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
