k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[13, 0, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[26, 0, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[39, 0, 3, 12]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[52, 0, 4, 16]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[65, 0, 5, 20]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[78, 0, 6, 24]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.00781250|[91, 0, 7, 28]                                                             |  | used linear model with 13 points | iterate failure | actual_k=0
       8|[-0.0012867764516761, -0.0010535770159692, 0.0014129399177194, 0.0057865976057306, -0.0020144811023078, -0.0024922758488894, -0.0018350743383526, 0.0021129818213567, 0.0013583965032169, 0.9983144072437349]|2705.0304490582743711|      0.01562500|[104, 0, 8, 32]                                                            |  | used linear model with 13 points | iterate success | actual_k=0
       9|[-0.0012867764516761, -0.0010535770159692, 0.0014129399177194, 0.0057865976057306, -0.0020144811023078, -0.0024922758488894, -0.0018350743383526, 0.0021129818213567, 0.0013583965032169, 0.9983144072437349]|2705.0304490582743711|      0.00781250|[117, 0, 9, 36]                                                            |  | used linear model with 13 points | iterate failure | actual_k=0
      10|[-0.0012867764516761, -0.0010535770159692, 0.0014129399177194, 0.0057865976057306, -0.0020144811023078, -0.0024922758488894, -0.0018350743383526, 0.0021129818213567, 0.0013583965032169, 0.9983144072437349]|2705.0304490582743711|      0.00390625|[130, 0, 10, 40]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      11|[-0.0012867764516761, -0.0010535770159692, 0.0014129399177194, 0.0057865976057306, -0.0020144811023078, -0.0024922758488894, -0.0018350743383526, 0.0021129818213567, 0.0013583965032169, 0.9983144072437349]|2705.0304490582743711|      0.00195312|[143, 0, 11, 44]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      12|[-0.0010631531079759, -0.0021239611064056, 0.0019901245574867, 0.004924033430982, -0.00159522856808, -0.0029209209798134, -0.0011063397444981, 0.0021180043900542, 0.0018168036072262, 0.9976502664773526]|2700.4604984294719543|      0.00390625|[156, 0, 12, 48]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      13|[-0.0010631531079759, -0.0021239611064056, 0.0019901245574867, 0.004924033430982, -0.00159522856808, -0.0029209209798134, -0.0011063397444981, 0.0021180043900542, 0.0018168036072262, 0.9976502664773526]|2700.4604984294719543|      0.00195312|[169, 0, 13, 52]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      14|[-0.0010631531079759, -0.0021239611064056, 0.0019901245574867, 0.004924033430982, -0.00159522856808, -0.0029209209798134, -0.0011063397444981, 0.0021180043900542, 0.0018168036072262, 0.9976502664773526]|2700.4604984294719543|      0.00097656|[182, 0, 14, 56]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      15|[-0.0011644234015591, -0.0018416478071402, 0.0024781497030902, 0.0048106479145925, -0.0011384736595585, -0.0030163759164859, -0.0010286082659328, 0.0025665425913654, 0.0013998527009268, 0.9975324548625584]|2700.2632815009646947|      0.00195312|[195, 0, 15, 60]                                                           |  | used linear model with 13 points | iterate success | actual_k=0
      16|[-0.0011644234015591, -0.0018416478071402, 0.0024781497030902, 0.0048106479145925, -0.0011384736595585, -0.0030163759164859, -0.0010286082659328, 0.0025665425913654, 0.0013998527009268, 0.9975324548625584]|2700.2632815009646947|      0.00097656|[208, 0, 16, 64]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      17|[-0.0011644234015591, -0.0018416478071402, 0.0024781497030902, 0.0048106479145925, -0.0011384736595585, -0.0030163759164859, -0.0010286082659328, 0.0025665425913654, 0.0013998527009268, 0.9975324548625584]|2700.2632815009646947|      0.00048828|[221, 0, 17, 68]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
      18|[-0.0011644234015591, -0.0018416478071402, 0.0024781497030902, 0.0048106479145925, -0.0011384736595585, -0.0030163759164859, -0.0010286082659328, 0.0025665425913654, 0.0013998527009268, 0.9975324548625584]|2700.2632815009646947|      0.00024414|[234, 0, 18, 72]                                                           |  | used linear model with 13 points | iterate failure | actual_k=0
