k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.0004127076397029, 0.0006674558747832, 0.0009264094655297, 0.0074777243861381, -0.0007383508090821, 0.0011742172388429, -0.000926658860767, -0.0006956475294673, -3.25134402025e-05, 0.9993859091908134]|2736.4811979191708815|      0.01562500|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[0.0004127076397029, 0.0006674558747832, 0.0009264094655297, 0.0074777243861381, -0.0007383508090821, 0.0011742172388429, -0.000926658860767, -0.0006956475294673, -3.25134402025e-05, 0.9993859091908134]|2736.4811979191708815|      0.00781250|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.0004127076397029, 0.0006674558747832, 0.0009264094655297, 0.0074777243861381, -0.0007383508090821, 0.0011742172388429, -0.000926658860767, -0.0006956475294673, -3.25134402025e-05, 0.9993859091908134]|2736.4811979191708815|      0.00390625|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.000477880733353, 0.0005553756419935, 0.0009485529060275, 0.0036089622971989, -0.0011152841854913, 0.0013828723299866, -0.0009180043461764, -0.0006518618694845, -4.87497087691e-05, 0.9990921444879631]|2707.2424399656847527|      0.00781250|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      12|[0.000477880733353, 0.0005553756419935, 0.0009485529060275, 0.0036089622971989, -0.0011152841854913, 0.0013828723299866, -0.0009180043461764, -0.0006518618694845, -4.87497087691e-05, 0.9990921444879631]|2707.2424399656847527|      0.00390625|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.000477880733353, 0.0005553756419935, 0.0009485529060275, 0.0036089622971989, -0.0011152841854913, 0.0013828723299866, -0.0009180043461764, -0.0006518618694845, -4.87497087691e-05, 0.9990921444879631]|2707.2424399656847527|      0.00195312|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[-0.0007257474463861, -7.36743452692e-05, 0.0005168604255456, 0.0047403770916062, -0.0010667448324583, 0.0012604546236752, -0.0015306137947043, -0.000969382570543, -2.33961865573e-05, 0.9991907348153435]|2700.1812762458871475|      0.00390625|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[-0.0007257474463861, -7.36743452692e-05, 0.0005168604255456, 0.0047403770916062, -0.0010667448324583, 0.0012604546236752, -0.0015306137947043, -0.000969382570543, -2.33961865573e-05, 0.9991907348153435]|2700.1812762458871475|      0.00195312|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[-0.0007257474463861, -7.36743452692e-05, 0.0005168604255456, 0.0047403770916062, -0.0010667448324583, 0.0012604546236752, -0.0015306137947043, -0.000969382570543, -2.33961865573e-05, 0.9991907348153435]|2700.1812762458871475|      0.00097656|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[-0.0007257474463861, -7.36743452692e-05, 0.0005168604255456, 0.0047403770916062, -0.0010667448324583, 0.0012604546236752, -0.0015306137947043, -0.000969382570543, -2.33961865573e-05, 0.9991907348153435]|2700.1812762458871475|      0.00048828|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[-0.0007257474463861, -7.36743452692e-05, 0.0005168604255456, 0.0047403770916062, -0.0010667448324583, 0.0012604546236752, -0.0015306137947043, -0.000969382570543, -2.33961865573e-05, 0.9991907348153435]|2700.1812762458871475|      0.00024414|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[-0.0007111530552881, 1.72014737458e-05, 0.000491250930324, 0.0049260270716389, -0.0011110649706008, 0.001270585076078, -0.0014524394415318, -0.0009423899277692, -3.52448663406e-05, 0.9991072821429522]|2700.1306046277472888|      0.00048828|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[-0.0007111530552881, 1.72014737458e-05, 0.000491250930324, 0.0049260270716389, -0.0011110649706008, 0.001270585076078, -0.0014524394415318, -0.0009423899277692, -3.52448663406e-05, 0.9991072821429522]|2700.1306046277472888|      0.00024414|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-0.0006691859116536, -3.51009418486e-05, 0.0005134241977071, 0.0047965745831115, -0.0010379970609814, 0.001367550117713, -0.0013750888499765, -0.0009676085124892, -1.96816921493e-05, 0.998979783836118]|2700.0462608370398812|      0.00048828|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      22|[-0.0006691859116536, -3.51009418486e-05, 0.0005134241977071, 0.0047965745831115, -0.0010379970609814, 0.001367550117713, -0.0013750888499765, -0.0009676085124892, -1.96816921493e-05, 0.998979783836118]|2700.0462608370398812|      0.00024414|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[-0.0006691859116536, -3.51009418486e-05, 0.0005134241977071, 0.0047965745831115, -0.0010379970609814, 0.001367550117713, -0.0013750888499765, -0.0009676085124892, -1.96816921493e-05, 0.998979783836118]|2700.0462608370398812|      0.00012207|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[-0.0006911416035064, -1.51333414108e-05, 0.0005386283259881, 0.0048895055466204, -0.0010051854366056, 0.0013691049127976, -0.0013457587930679, -0.0009561207825388, -6.22429735925e-05, 0.9989503510529827]|2700.0212907708564671|      0.00024414|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[-0.0006911416035064, -1.51333414108e-05, 0.0005386283259881, 0.0048895055466204, -0.0010051854366056, 0.0013691049127976, -0.0013457587930679, -0.0009561207825388, -6.22429735925e-05, 0.9989503510529827]|2700.0212907708564671|      0.00012207|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[-0.0006896109003682, -7.0811515048e-06, 0.0005764886511929, 0.0047863713071524, -0.0009705391811824, 0.0013644334435052, -0.0013114850749495, -0.0009513872601668, -8.06213135156e-05, 0.9989529705563663]|2700.0074972384277316|      0.00024414|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      27|[-0.0007300536705861, -1.4982753213e-06, 0.0006343584479621, 0.0048476087884646, -0.0009512343161175, 0.0014449937934079, -0.001159723137569, -0.0009389251840631, -0.0001549420643988, 0.9988294160933604]|2699.9021993285082317|      0.00048828|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      28|[-0.0007300536705861, -1.4982753213e-06, 0.0006343584479621, 0.0048476087884646, -0.0009512343161175, 0.0014449937934079, -0.001159723137569, -0.0009389251840631, -0.0001549420643988, 0.9988294160933604]|2699.9021993285082317|      0.00024414|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      29|[-0.0006308221954214, -3.20855709981e-05, 0.0006572258975739, 0.0048346909390083, -0.0008968355095655, 0.0015331060606543, -0.0011785818453733, -0.0010052356615405, -0.0003119288603195, 0.9987399074390383]|2699.8525327728707452|      0.00048828|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
