k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |772166.1146731314947829|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1709228023385985, 1.7283532856819246, 0.9127671104001192, 0.6796068351350997, 1.074733072655893, 0.7764944634251933, 0.7655358972179033, 0.5314785413288136]|288031.1875000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.1709228023385985, 1.7283532856819246, 0.9127671104001192, 0.6796068351350997, 1.074733072655893, 0.7764944634251933, 0.7655358972179033, 0.5314785413288136]|288031.1875000000000000|      1.00000000|[19, 0, 0, 7]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[2.080431219249818, 1.6984050659080934, 0.8872333478567891, 0.821525730170663, 1.3149021147236082, 0.8079903606725379, 0.8118184448994646, 0.2309966560657326]|154245.1250000000000000|      2.00000000|[25, 0, 0, 9]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[2.5548887248342464, 2.2766681218903573, 0.8685348626771562, -0.2972768078018339, -0.0276152173977042, 0.799970895785313, 0.572397087083229, -0.3423212973572949]|3606.2968750000000000|      4.00000000|[31, 0, 0, 11]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[2.5548887248342464, 2.2766681218903573, 0.8685348626771562, -0.2972768078018339, -0.0276152173977042, 0.799970895785313, 0.572397087083229, -0.3423212973572949]|3606.2968750000000000|      2.00000000|[43, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[2.5548887248342464, 2.2766681218903573, 0.8685348626771562, -0.2972768078018339, -0.0276152173977042, 0.799970895785313, 0.572397087083229, -0.3423212973572949]|3606.2968750000000000|      1.00000000|[55, 0, 0, 21]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[2.5548887248342464, 2.2766681218903573, 0.8685348626771562, -0.2972768078018339, -0.0276152173977042, 0.799970895785313, 0.572397087083229, -0.3423212973572949]|3606.2968750000000000|      0.50000000|[67, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[2.5986653948244722, 2.184895300446499, 1.1950489294691713, -0.24150719863229, 0.1888126184883592, 1.0106451614875342, 0.420226099914916, -0.2175855623911577]|285.6810607910156250|      1.00000000|[73, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[2.5986653948244722, 2.184895300446499, 1.1950489294691713, -0.24150719863229, 0.1888126184883592, 1.0106451614875342, 0.420226099914916, -0.2175855623911577]|285.6810607910156250|      0.50000000|[85, 0, 0, 33]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[2.5986653948244722, 2.184895300446499, 1.1950489294691713, -0.24150719863229, 0.1888126184883592, 1.0106451614875342, 0.420226099914916, -0.2175855623911577]|285.6810607910156250|      0.25000000|[97, 0, 0, 38]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
