k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[169, 24, 0, 3]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[337, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[505, 72, 0, 9]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[673, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[841, 120, 0, 15]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[0.6846789396439044, 0.0196311874303799, 0.6656057793747118, 0.0167366789199915, 0.61871250159022, 0.0199336776626198, 1.3305780885779654, 0.0185115038873527, 0.0029227012336222, 0.0174779690388023, 1.25222978177283, 0.027437712286928, 0.2338262433072617, 0.0242934182792284, 1.231485736147169, 0.017332925610903, 4.595471942962525, 0.0363470041174042, 4.454525348981395, 0.0284103080353754, 0.0768025660033786, 0.0184129566436369, 0.242087763156074, 0.0266696238952429, 0.7172627498625549, 0.0184638557810988, 0.2016042279849447, 0.0195719934432036, -0.0660520831671825, 0.0234549894185007, 1.398764749670806, 0.0273344533382162, 0.2482749582895351, 0.0190414602416915, 0.0625018567899472, 0.0225113005711439, 0.0179223929916452, 0.0190617768236068, 0.4228983051020548, 0.0236836964640532, 0.2653598415131351, 0.0259206077620104, 0.8374210622258269, 0.0222446090556631, 1.027695001055995, 0.0240093550364253, 0.7976444283840726, 0.027205739057541, 0.2447079130576122, 0.0227606302912807, 0.5056577143364784, 0.0188702715849098, 0.2774492791517085, 0.0207795599917174, 0.3847669867622652, 0.0177496473125475, 0.1656882053433625, 0.0244424490653773, 0.2947902605434503, 0.0242843627825773, 0.1818850756253002, 0.02005620993149, 0.0030995661067114, 0.0179693504816737, 0.1625591212551085, 0.017923474767887]|371045.8125000000000000|      0.06250000|[953, 136, 0, 17]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[0.6846789396439044, 0.0196311874303799, 0.6656057793747118, 0.0167366789199915, 0.61871250159022, 0.0199336776626198, 1.3305780885779654, 0.0185115038873527, 0.0029227012336222, 0.0174779690388023, 1.25222978177283, 0.027437712286928, 0.2338262433072617, 0.0242934182792284, 1.231485736147169, 0.017332925610903, 4.595471942962525, 0.0363470041174042, 4.454525348981395, 0.0284103080353754, 0.0768025660033786, 0.0184129566436369, 0.242087763156074, 0.0266696238952429, 0.7172627498625549, 0.0184638557810988, 0.2016042279849447, 0.0195719934432036, -0.0660520831671825, 0.0234549894185007, 1.398764749670806, 0.0273344533382162, 0.2482749582895351, 0.0190414602416915, 0.0625018567899472, 0.0225113005711439, 0.0179223929916452, 0.0190617768236068, 0.4228983051020548, 0.0236836964640532, 0.2653598415131351, 0.0259206077620104, 0.8374210622258269, 0.0222446090556631, 1.027695001055995, 0.0240093550364253, 0.7976444283840726, 0.027205739057541, 0.2447079130576122, 0.0227606302912807, 0.5056577143364784, 0.0188702715849098, 0.2774492791517085, 0.0207795599917174, 0.3847669867622652, 0.0177496473125475, 0.1656882053433625, 0.0244424490653773, 0.2947902605434503, 0.0242843627825773, 0.1818850756253002, 0.02005620993149, 0.0030995661067114, 0.0179693504816737, 0.1625591212551085, 0.017923474767887]|371045.8125000000000000|      0.03125000|[1122, 160, 1, 21]                                                         |  | trying linear partial model with 57 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 114 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[0.6876525635922813, 0.0206762683969387, 0.6660148733149786, 0.0197120907028858, 0.6176637381559551, 0.0181349334366336, 1.3299660732198577, 0.0198972406495376, -0.0010785164221268, 0.0207497472378399, 1.2527292184110568, 0.0279605421553482, 0.2310046360805678, 0.0240177935166894, 1.2317094483012048, 0.0199856693509934, 4.5919292404702885, 0.0391512491435486, 4.452186876705518, 0.049834523742699, 0.0752789020724504, 0.0205588849236376, 0.2374908847813937, 0.0257866237206317, 0.7192718238651842, 0.020811684956923, 0.2011392503432226, 0.0192342525222196, -0.0691008576834058, 0.0274230420382267, 1.4015620016135701, 0.026771347319624, 0.2461222779503466, 0.0165912895197749, 0.0610391921429643, 0.0205520112036174, 0.0181170731956271, 0.0210014301730293, 0.4249436297358045, 0.0230513561471613, 0.2668967568047179, 0.0241847392936507, 0.8429355047974292, 0.0212097702293114, 1.0314056088001808, 0.0296069014290617, 0.7978442389954108, 0.0302680544141661, 0.2469165176586897, 0.0223243134012376, 0.5091937121397393, 0.0248953912242687, 0.2814051397100812, 0.0170216284707128, 0.3811491145341759, 0.0214947174635781, 0.1669401918442959, 0.0261815395126114, 0.2989370994774932, 0.0228620849341953, 0.1804884812006339, 0.0239001300048065, -0.001684923610771, 0.0241237636663488, 0.1628244830048068, 0.022753481955501]|320166.2812500000000000|      0.06250000|[1234, 176, 1, 23]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[0.6876525635922813, 0.0206762683969387, 0.6660148733149786, 0.0197120907028858, 0.6176637381559551, 0.0181349334366336, 1.3299660732198577, 0.0198972406495376, -0.0010785164221268, 0.0207497472378399, 1.2527292184110568, 0.0279605421553482, 0.2310046360805678, 0.0240177935166894, 1.2317094483012048, 0.0199856693509934, 4.5919292404702885, 0.0391512491435486, 4.452186876705518, 0.049834523742699, 0.0752789020724504, 0.0205588849236376, 0.2374908847813937, 0.0257866237206317, 0.7192718238651842, 0.020811684956923, 0.2011392503432226, 0.0192342525222196, -0.0691008576834058, 0.0274230420382267, 1.4015620016135701, 0.026771347319624, 0.2461222779503466, 0.0165912895197749, 0.0610391921429643, 0.0205520112036174, 0.0181170731956271, 0.0210014301730293, 0.4249436297358045, 0.0230513561471613, 0.2668967568047179, 0.0241847392936507, 0.8429355047974292, 0.0212097702293114, 1.0314056088001808, 0.0296069014290617, 0.7978442389954108, 0.0302680544141661, 0.2469165176586897, 0.0223243134012376, 0.5091937121397393, 0.0248953912242687, 0.2814051397100812, 0.0170216284707128, 0.3811491145341759, 0.0214947174635781, 0.1669401918442959, 0.0261815395126114, 0.2989370994774932, 0.0228620849341953, 0.1804884812006339, 0.0239001300048065, -0.001684923610771, 0.0241237636663488, 0.1628244830048068, 0.022753481955501]|320166.2812500000000000|      0.03125000|[1402, 200, 1, 26]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[0.6851428153740995, 0.0244221205575502, 0.6638635366199512, 0.0125036302051302, 0.6195904407812168, 0.0177763618157842, 1.327373949842939, 0.0235664135508178, -0.0006158080376515, 0.0174868121870448, 1.2523084039809358, 0.0352163060043753, 0.234701061452758, 0.0215179881684102, 1.228767170375354, 0.0260748873343706, 4.58868866202233, 0.0509782528365143, 4.4546850868458865, 0.0579210457447489, 0.0715547376537736, 0.0215213387781674, 0.236731040530246, 0.0234432166521818, 0.7194320695856127, 0.0244989928751332, 0.1963147704747245, 0.022200773555851, -0.0716721258090365, 0.0217768014024407, 1.4023064446947575, 0.0318795446014596, 0.2486167570917303, 0.0140131063837379, 0.069963322188033, 0.0228499057967668, 0.0152315473366305, 0.0180721599162546, 0.4268001293587125, 0.0268904023872664, 0.2657749195523844, 0.0282566234105934, 0.8429902579988694, 0.0257718109399053, 1.0315075724493574, 0.031995205994539, 0.7954751314634836, 0.0377425414092466, 0.2472347397690045, 0.0253940080190863, 0.5089958847102689, 0.0306319591145522, 0.2821390650192692, 0.0163622802909607, 0.3782331320646304, 0.0180646438734342, 0.1676145895355013, 0.0264336208497985, 0.2999614875994543, 0.0224408704426516, 0.1784285286488043, 0.0196460344843179, -0.0088573169605925, 0.0242238616464139, 0.1666402039946185, 0.0225792276923243]|291251.4062500000000000|      0.06250000|[1514, 216, 1, 28]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
