k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[37, 12, 0, 3]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[100.03476353356552, 0.0703513839390757, 0.2129048039762936, 0.9127990964509753, 99.94483237567636, -0.0348521654050225, 0.1898948549648605, 0.8024185432186428, 100.00863935062553, 0.0816479821539717, 0.3034645503121786, 0.7001807460008866, 99.96465080672637, 0.1470336020117084, 0.3579063968577383, 0.5426669184760692, 100.0666660721966, 0.2739898093091979, 0.518423609235325, 0.2607949695692379, 100.03205931389402, 0.6547632297137927, 0.6941963196145013, 0.0385504224708549, 299.9891449078042, 299.99332864666826, 299.9897918551389, 300.0869304629675, 300.0358461154111]|493.3240051269531250|      0.50000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[100.03476353356552, 0.0703513839390757, 0.2129048039762936, 0.9127990964509753, 99.94483237567636, -0.0348521654050225, 0.1898948549648605, 0.8024185432186428, 100.00863935062553, 0.0816479821539717, 0.3034645503121786, 0.7001807460008866, 99.96465080672637, 0.1470336020117084, 0.3579063968577383, 0.5426669184760692, 100.0666660721966, 0.2739898093091979, 0.518423609235325, 0.2607949695692379, 100.03205931389402, 0.6547632297137927, 0.6941963196145013, 0.0385504224708549, 299.9891449078042, 299.99332864666826, 299.9897918551389, 300.0869304629675, 300.0358461154111]|493.3240051269531250|      0.25000000|[133, 44, 1, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[100.0052930584099, 0.1707826533174237, 0.2329756274824038, 0.9536131100240903, 99.87572580000167, 0.0188916281943248, 0.249448011528568, 0.8399936332920437, 100.03790297559479, 0.071964186146664, 0.183072627609905, 0.6594905071625282, 99.93587516106501, 0.1782734765087549, 0.3756413711674557, 0.559697026717198, 100.04193809313767, 0.247204503539461, 0.4691501257797467, 0.1893644586656936, 99.97477443496503, 0.6164118481311918, 0.722409171964257, 0.0501838416464146, 300.00063102658675, 299.95467444557244, 300.0219546381917, 300.0829809004096, 300.0470868057302]|350.3033142089843750|      0.50000000|[158, 52, 1, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[100.0052930584099, 0.1707826533174237, 0.2329756274824038, 0.9536131100240903, 99.87572580000167, 0.0188916281943248, 0.249448011528568, 0.8399936332920437, 100.03790297559479, 0.071964186146664, 0.183072627609905, 0.6594905071625282, 99.93587516106501, 0.1782734765087549, 0.3756413711674557, 0.559697026717198, 100.04193809313767, 0.247204503539461, 0.4691501257797467, 0.1893644586656936, 99.97477443496503, 0.6164118481311918, 0.722409171964257, 0.0501838416464146, 300.00063102658675, 299.95467444557244, 300.0219546381917, 300.0829809004096, 300.0470868057302]|350.3033142089843750|      0.25000000|[194, 64, 1, 17]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[100.0052930584099, 0.1707826533174237, 0.2329756274824038, 0.9536131100240903, 99.87572580000167, 0.0188916281943248, 0.249448011528568, 0.8399936332920437, 100.03790297559479, 0.071964186146664, 0.183072627609905, 0.6594905071625282, 99.93587516106501, 0.1782734765087549, 0.3756413711674557, 0.559697026717198, 100.04193809313767, 0.247204503539461, 0.4691501257797467, 0.1893644586656936, 99.97477443496503, 0.6164118481311918, 0.722409171964257, 0.0501838416464146, 300.00063102658675, 299.95467444557244, 300.0219546381917, 300.0829809004096, 300.0470868057302]|350.3033142089843750|      0.12500000|[231, 76, 2, 21]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[99.96990293660708, 0.1734800431622037, 0.2339999202087352, 0.9611512993848166, 99.87670385095733, 0.0380686630461029, 0.2651387247053731, 0.8030259795924066, 100.02462097335153, 0.1270760386160661, 0.1971728753113437, 0.6689204711589016, 99.94047852575108, 0.1758449982993661, 0.3402077146405501, 0.559735897085471, 100.04094459713401, 0.2390082085128704, 0.4994868820642691, 0.1856155362725931, 99.98199465332343, 0.6601725690697586, 0.6989613436737089, -0.0049935343428072, 299.9884950996565, 299.968062457168, 300.03026310616036, 300.06127467760723, 300.0576243640997]|219.7315826416015625|      0.25000000|[255, 84, 2, 23]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[99.96990293660708, 0.1734800431622037, 0.2339999202087352, 0.9611512993848166, 99.87670385095733, 0.0380686630461029, 0.2651387247053731, 0.8030259795924066, 100.02462097335153, 0.1270760386160661, 0.1971728753113437, 0.6689204711589016, 99.94047852575108, 0.1758449982993661, 0.3402077146405501, 0.559735897085471, 100.04094459713401, 0.2390082085128704, 0.4994868820642691, 0.1856155362725931, 99.98199465332343, 0.6601725690697586, 0.6989613436737089, -0.0049935343428072, 299.9884950996565, 299.968062457168, 300.03026310616036, 300.06127467760723, 300.0576243640997]|219.7315826416015625|      0.12500000|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[99.96990293660708, 0.1734800431622037, 0.2339999202087352, 0.9611512993848166, 99.87670385095733, 0.0380686630461029, 0.2651387247053731, 0.8030259795924066, 100.02462097335153, 0.1270760386160661, 0.1971728753113437, 0.6689204711589016, 99.94047852575108, 0.1758449982993661, 0.3402077146405501, 0.559735897085471, 100.04094459713401, 0.2390082085128704, 0.4994868820642691, 0.1856155362725931, 99.98199465332343, 0.6601725690697586, 0.6989613436737089, -0.0049935343428072, 299.9884950996565, 299.968062457168, 300.03026310616036, 300.06127467760723, 300.0576243640997]|219.7315826416015625|      0.06250000|[327, 108, 2, 29]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[99.98228913750404, 0.1923522774290074, 0.2449846756382838, 0.9665150854889912, 99.8636410553934, 0.0582532781603306, 0.2814870069602531, 0.7955392752189171, 100.02260652311216, 0.1497271702283249, 0.2126381724873393, 0.6672687864717588, 99.96367147047867, 0.1628182835138807, 0.3253946494730263, 0.5550113158580179, 100.05566465074814, 0.2504885927701049, 0.4964082136244373, 0.1801454864321009, 99.98466126841393, 0.6559873140648069, 0.6973203091866284, -0.0133703473826031, 299.9934530490729, 299.9693822513985, 300.03650604233775, 300.0522436559945, 300.0553342112738]|166.0436138882989781|      0.12500000|[351, 116, 3, 32]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      12|[99.98228913750404, 0.1923522774290074, 0.2449846756382838, 0.9665150854889912, 99.8636410553934, 0.0582532781603306, 0.2814870069602531, 0.7955392752189171, 100.02260652311216, 0.1497271702283249, 0.2126381724873393, 0.6672687864717588, 99.96367147047867, 0.1628182835138807, 0.3253946494730263, 0.5550113158580179, 100.05566465074814, 0.2504885927701049, 0.4964082136244373, 0.1801454864321009, 99.98466126841393, 0.6559873140648069, 0.6973203091866284, -0.0133703473826031, 299.9934530490729, 299.9693822513985, 300.03650604233775, 300.0522436559945, 300.0553342112738]|166.0436138882989781|      0.06250000|[388, 128, 3, 35]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[99.98655052333834, 0.197491347183429, 0.2745135653839224, 0.970908212549275, 99.85808807673062, 0.0748397568494163, 0.2876593482603652, 0.8072036319439632, 100.01404910434279, 0.1404701628806826, 0.2031229814253742, 0.6543486698458931, 99.97380276870697, 0.1570211541905284, 0.3143013066212141, 0.542904919737376, 100.0501649116119, 0.2229310150781667, 0.4993379871051655, 0.1782618639393545, 99.98991083796801, 0.6602043908997811, 0.6855336379754514, -0.0025658525815271, 299.98558843391385, 299.9688931928919, 300.0496430933048, 300.05635208894523, 300.03762260555715]|134.0827331542968750|      0.12500000|[412, 136, 3, 37]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[99.98655052333834, 0.197491347183429, 0.2745135653839224, 0.970908212549275, 99.85808807673062, 0.0748397568494163, 0.2876593482603652, 0.8072036319439632, 100.01404910434279, 0.1404701628806826, 0.2031229814253742, 0.6543486698458931, 99.97380276870697, 0.1570211541905284, 0.3143013066212141, 0.542904919737376, 100.0501649116119, 0.2229310150781667, 0.4993379871051655, 0.1782618639393545, 99.98991083796801, 0.6602043908997811, 0.6855336379754514, -0.0025658525815271, 299.98558843391385, 299.9688931928919, 300.0496430933048, 300.05635208894523, 300.03762260555715]|134.0827331542968750|      0.06250000|[448, 148, 4, 41]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[99.98102469036442, 0.1974491705033649, 0.2947701915295459, 0.9692384837704084, 99.85253883498974, 0.0811612636684558, 0.2899063494163415, 0.8236832705213137, 100.01900698554648, 0.1629471354006934, 0.2106637907772916, 0.655553169311117, 99.97403840487621, 0.1335844160563285, 0.2954269162676847, 0.5302526989447178, 100.06309046251125, 0.1995905834014176, 0.4862511050763804, 0.1935235735950033, 99.97695844959698, 0.6632134223539226, 0.6815515851582895, -0.002021203008328, 299.97789157422864, 299.968063266405, 300.042173311721, 300.05619776326733, 300.03156548975113]|117.2277526855468750|      0.12500000|[473, 156, 4, 43]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[99.98102469036442, 0.1974491705033649, 0.2947701915295459, 0.9692384837704084, 99.85253883498974, 0.0811612636684558, 0.2899063494163415, 0.8236832705213137, 100.01900698554648, 0.1629471354006934, 0.2106637907772916, 0.655553169311117, 99.97403840487621, 0.1335844160563285, 0.2954269162676847, 0.5302526989447178, 100.06309046251125, 0.1995905834014176, 0.4862511050763804, 0.1935235735950033, 99.97695844959698, 0.6632134223539226, 0.6815515851582895, -0.002021203008328, 299.97789157422864, 299.968063266405, 300.042173311721, 300.05619776326733, 300.03156548975113]|117.2277526855468750|      0.06250000|[509, 168, 4, 46]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[99.99043040742592, 0.2013169636232345, 0.3232998082912235, 0.9682334984434897, 99.85680471750528, 0.0997597207453506, 0.3118291114452169, 0.8288445606150618, 100.01197642385345, 0.1640024155911886, 0.1942699364479073, 0.6453895973064726, 99.98055869781656, 0.1196193395345423, 0.3070706659141721, 0.5327692373457376, 100.06323458730536, 0.1857329362504387, 0.4995219348063645, 0.2040510248636689, 99.98953853500531, 0.6780581173506008, 0.6882384599398885, -0.002536791926399, 299.980164357693, 299.9659538818253, 300.0349271075368, 300.0401296319077, 300.04113481680514]| 92.2005233764648438|      0.12500000|[533, 176, 4, 48]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      18|[99.99043040742592, 0.2013169636232345, 0.3232998082912235, 0.9682334984434897, 99.85680471750528, 0.0997597207453506, 0.3118291114452169, 0.8288445606150618, 100.01197642385345, 0.1640024155911886, 0.1942699364479073, 0.6453895973064726, 99.98055869781656, 0.1196193395345423, 0.3070706659141721, 0.5327692373457376, 100.06323458730536, 0.1857329362504387, 0.4995219348063645, 0.2040510248636689, 99.98953853500531, 0.6780581173506008, 0.6882384599398885, -0.002536791926399, 299.980164357693, 299.9659538818253, 300.0349271075368, 300.0401296319077, 300.04113481680514]| 92.2005233764648438|      0.06250000|[569, 188, 4, 51]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
