k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[97, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       2|[0.8876933283466821, 0.8878281352325738, 0.8895338978277225, 0.8901447696669292, 0.8863793534794615, 0.8865608443321835, 0.8868459494767083, 0.8926911257849457, 0.885149136566882, 0.8888781467224223, 1.0482133132489782, 0.653889629811643, 0.9898353145436848, 0.9888065731967399, 0.9874578273675187, 0.987322215101046, 0.9772872324060194, 0.9676878090673035, 0.9777945396262636, 0.9974926526350029, 0.9875204065270988, 0.9956154925464126]|  1.3730173110961914|      1.00000000|[193, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       3|[0.8876933283466821, 0.8878281352325738, 0.8895338978277225, 0.8901447696669292, 0.8863793534794615, 0.8865608443321835, 0.8868459494767083, 0.8926911257849457, 0.885149136566882, 0.8888781467224223, 1.0482133132489782, 0.653889629811643, 0.9898353145436848, 0.9888065731967399, 0.9874578273675187, 0.987322215101046, 0.9772872324060194, 0.9676878090673035, 0.9777945396262636, 0.9974926526350029, 0.9875204065270988, 0.9956154925464126]|  1.3730173110961914|      0.50000000|[289, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[0.7830592058460591, 0.7742304673643529, 0.7752595727852782, 0.7834326849288683, 0.7723938582303479, 0.7760710502282636, 0.7738395562543704, 0.7773274235332075, 0.7653375120526381, 0.7786092666154342, 1.0765128578215344, 0.3094030503328289, 0.9737981316103189, 0.9713634814606792, 0.9734587473299023, 0.9779566549227642, 0.9474497415241402, 0.9226080517271361, 0.9579996662805775, 0.9908554408541451, 0.9734263626960895, 0.9898525253148596]|  1.2273694276809692|      1.00000000|[385, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[0.7830592058460591, 0.7742304673643529, 0.7752595727852782, 0.7834326849288683, 0.7723938582303479, 0.7760710502282636, 0.7738395562543704, 0.7773274235332075, 0.7653375120526381, 0.7786092666154342, 1.0765128578215344, 0.3094030503328289, 0.9737981316103189, 0.9713634814606792, 0.9734587473299023, 0.9779566549227642, 0.9474497415241402, 0.9226080517271361, 0.9579996662805775, 0.9908554408541451, 0.9734263626960895, 0.9898525253148596]|  1.2273694276809692|      0.50000000|[481, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[0.6777726718015331, 0.6674326402802537, 0.6627550234228252, 0.6648573168805004, 0.6577456475693647, 0.6592382682534161, 0.6616455881504232, 0.6624698796539319, 0.6508164733265857, 0.6619297270000258, 1.1002575762323124, -0.0307187157150572, 0.9588925578578982, 0.9607695628098033, 0.9544881899178197, 0.9648482559085919, 0.9106230404674834, 0.8785233928076991, 0.9318236088497102, 0.9827264468253987, 0.9616423183752912, 0.9762142719351511]|  1.0932769775390625|      1.00000000|[577, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[0.6777726718015331, 0.6674326402802537, 0.6627550234228252, 0.6648573168805004, 0.6577456475693647, 0.6592382682534161, 0.6616455881504232, 0.6624698796539319, 0.6508164733265857, 0.6619297270000258, 1.1002575762323124, -0.0307187157150572, 0.9588925578578982, 0.9607695628098033, 0.9544881899178197, 0.9648482559085919, 0.9106230404674834, 0.8785233928076991, 0.9318236088497102, 0.9827264468253987, 0.9616423183752912, 0.9762142719351511]|  1.0932769775390625|      0.50000000|[673, 224, 1, 15]                                                          |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=16
       8|[0.5649285299680615, 0.5462831673876775, 0.5496283846775843, 0.5520525347959072, 0.5487594458402538, 0.533553838821647, 0.5526789100738282, 0.5401637401514768, 0.5329741656874992, 0.5442672247581273, 1.1079022231445677, -0.3623048819175185, 0.944038850111763, 0.9477019797129926, 0.9419207235579815, 0.9498944442026885, 0.8743901869153435, 0.8417476531811086, 0.9021058596272138, 0.9725907753375559, 0.9463209114300408, 0.9635097811852968]|  0.9723390340805054|      1.00000000|[770, 256, 1, 17]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[0.5649285299680615, 0.5462831673876775, 0.5496283846775843, 0.5520525347959072, 0.5487594458402538, 0.533553838821647, 0.5526789100738282, 0.5401637401514768, 0.5329741656874992, 0.5442672247581273, 1.1079022231445677, -0.3623048819175185, 0.944038850111763, 0.9477019797129926, 0.9419207235579815, 0.9498944442026885, 0.8743901869153435, 0.8417476531811086, 0.9021058596272138, 0.9725907753375559, 0.9463209114300408, 0.9635097811852968]|  0.9723390340805054|      0.50000000|[866, 288, 1, 19]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      10|[0.5649285299680615, 0.5462831673876775, 0.5496283846775843, 0.5520525347959072, 0.5487594458402538, 0.533553838821647, 0.5526789100738282, 0.5401637401514768, 0.5329741656874992, 0.5442672247581273, 1.1079022231445677, -0.3623048819175185, 0.944038850111763, 0.9477019797129926, 0.9419207235579815, 0.9498944442026885, 0.8743901869153435, 0.8417476531811086, 0.9021058596272138, 0.9725907753375559, 0.9463209114300408, 0.9635097811852968]|  0.9723390340805054|      0.25000000|[962, 320, 1, 21]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      11|[0.5057404364682282, 0.4875090189064646, 0.4888784773897439, 0.4935320213135601, 0.4911169468594478, 0.4718240622233405, 0.4965778184235888, 0.480397662701115, 0.4729588867099176, 0.4855949606764047, 1.1117908911731684, -0.522354275778767, 0.9333506647897855, 0.9388882714300723, 0.9306283439303605, 0.9407005835652533, 0.8555214652114851, 0.8154180872774726, 0.8868562943860377, 0.9659924636884573, 0.9365238032964683, 0.9549004451517805]|  0.9166400149584304|      0.50000000|[1058, 352, 2, 24]                                                         |  | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=16
      12|[0.5057404364682282, 0.4875090189064646, 0.4888784773897439, 0.4935320213135601, 0.4911169468594478, 0.4718240622233405, 0.4965778184235888, 0.480397662701115, 0.4729588867099176, 0.4855949606764047, 1.1117908911731684, -0.522354275778767, 0.9333506647897855, 0.9388882714300723, 0.9306283439303605, 0.9407005835652533, 0.8555214652114851, 0.8154180872774726, 0.8868562943860377, 0.9659924636884573, 0.9365238032964683, 0.9549004451517805]|  0.9166400149584304|      0.25000000|[1155, 384, 2, 26]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      13|[0.4418919880316756, 0.4294464968408648, 0.4305180591544258, 0.4331825670080477, 0.4333241140936789, 0.4113947597484624, 0.4307460121192261, 0.4198013888484871, 0.4141200245958204, 0.4299987596608889, 1.1085304015297612, -0.6792093030245724, 0.9230198536741054, 0.9297511009367592, 0.9190931116530171, 0.9286575389247632, 0.8362461869384025, 0.7884433978653672, 0.8731156346025494, 0.962431520956167, 0.9305126759962408, 0.9490270071520601]|  0.8640112280845642|      0.50000000|[1251, 416, 2, 28]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      14|[0.4418919880316756, 0.4294464968408648, 0.4305180591544258, 0.4331825670080477, 0.4333241140936789, 0.4113947597484624, 0.4307460121192261, 0.4198013888484871, 0.4141200245958204, 0.4299987596608889, 1.1085304015297612, -0.6792093030245724, 0.9230198536741054, 0.9297511009367592, 0.9190931116530171, 0.9286575389247632, 0.8362461869384025, 0.7884433978653672, 0.8731156346025494, 0.962431520956167, 0.9305126759962408, 0.9490270071520601]|  0.8640112280845642|      0.25000000|[1347, 448, 2, 30]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      15|[0.37863390048895, 0.3710942406341738, 0.3670015023377886, 0.3736505517983839, 0.3754640059547216, 0.3550517467477247, 0.368733484879985, 0.3616816786297831, 0.3553022301767446, 0.3694174620882389, 1.101923934224978, -0.8357491561705728, 0.9143726826462356, 0.9154284881759026, 0.9070593587837382, 0.9180218850580045, 0.8139442588518936, 0.7625274991913661, 0.8567685580607546, 0.9559742227591216, 0.9241027941773545, 0.9431638576110805]|  0.8144148588180542|      0.50000000|[1443, 480, 2, 32]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      16|[0.37863390048895, 0.3710942406341738, 0.3670015023377886, 0.3736505517983839, 0.3754640059547216, 0.3550517467477247, 0.368733484879985, 0.3616816786297831, 0.3553022301767446, 0.3694174620882389, 1.101923934224978, -0.8357491561705728, 0.9143726826462356, 0.9154284881759026, 0.9070593587837382, 0.9180218850580045, 0.8139442588518936, 0.7625274991913661, 0.8567685580607546, 0.9559742227591216, 0.9241027941773545, 0.9431638576110805]|  0.8144148588180542|      0.25000000|[1539, 512, 2, 34]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      17|[0.3217046885972662, 0.3069778867881005, 0.3043288186315922, 0.3114156804838241, 0.3165976819098054, 0.2956227021346455, 0.309649251502671, 0.3006794873280627, 0.2994135594765432, 0.3120642590751999, 1.0957113952480395, -0.990432401619197, 0.9026313017444763, 0.9048222859146936, 0.8955883754986353, 0.9059529227860139, 0.7915233547927111, 0.7300870340180617, 0.8344147234735617, 0.9487577639058781, 0.9176448767409333, 0.9340393227026911]|  0.7678907513618469|      0.50000000|[1635, 544, 2, 36]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      18|[0.3217046885972662, 0.3069778867881005, 0.3043288186315922, 0.3114156804838241, 0.3165976819098054, 0.2956227021346455, 0.309649251502671, 0.3006794873280627, 0.2994135594765432, 0.3120642590751999, 1.0957113952480395, -0.990432401619197, 0.9026313017444763, 0.9048222859146936, 0.8955883754986353, 0.9059529227860139, 0.7915233547927111, 0.7300870340180617, 0.8344147234735617, 0.9487577639058781, 0.9176448767409333, 0.9340393227026911]|  0.7678907513618469|      0.25000000|[1731, 576, 2, 38]                                                         |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      19|[0.2620013488885523, 0.246106144305443, 0.2465406061603017, 0.2517122564732951, 0.261714243922848, 0.2403599420879471, 0.2472222188532834, 0.2368128404691048, 0.2418139337786853, 0.2498277398973178, 1.080963766520671, -1.1453538972559556, 0.889723563269079, 0.8944629812068039, 0.8828990834759793, 0.9000622436082344, 0.7675432493985255, 0.6933612294811609, 0.8155857115768832, 0.9437681456240506, 0.909098448747565, 0.9286809490578047]|  0.7244870662689209|      0.50000000|[1827, 608, 2, 40]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
