k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[61, 20, 1, 6]                                                             |  | used linear model with 81 points | iterate failure | actual_k=4
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[122, 40, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[183, 60, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[244, 80, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=4
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[305, 100, 5, 30]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       6|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.01562500|[366, 120, 6, 36]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
       7|[1.0220613089461914, 0.0203019786201605, 0.0131145071231469, 0.0183639157290219, 0.4281103407119103, 0.0211160533326402, 0.8023993109325812, 0.020245732856897, 0.2202580570377352, 0.0219285032301386, 2.6908111297181954, 0.0201220055765534, 0.80488887530718, 0.0200520264012069, 2.267017027599183, 0.0193853690802582, 14.352305818468452, 0.0317758850062585, 12.160803179761185, 0.0249957955502472, 0.2752646399140278, 0.0207306368220516, 0.2445838840091412, 0.0202806875962592, 1.1656765643986864, 0.0212374927048255, 0.1773969094529446, 0.0185043983981291, 0.1147137696135591, 0.019563738715888, 3.7470871539209476, 0.0201912532376136, 0.8314177743505047, 0.0212084173859334, 0.1606112536902856, 0.0196139784459031, 0.386455455676066, 0.0180682065318022, 0.9228768066797121, 0.0200595135941178, 0.259829725529925, 0.0204139116412615, 2.0702477752319095, 0.0216130366503608, 1.9462714933097567, 0.0200287001951946, 1.4828122738283307, 0.0171547564153136, 0.4812703231790357, 0.0193375518565842, 0.4906985607553982, 0.0201746634145728, 0.3287004578590109, 0.0190490345001742, 0.8382669206996196, 0.0197861848076589, 0.4590246458038706, 0.0191675707076274, 0.4909247905949279, 0.0187488147024298, 0.9851057610706172, 0.0192812355563337, -0.0176053965923654, 0.0178411407329876, 0.2666864772074907, 0.0213856332221203]|2739949.3415109333582222|      0.03125000|[427, 140, 7, 42]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       8|[1.0200765382412422, 0.017862333096437, 0.0122621102863017, 0.016652858522835, 0.4295134292964046, 0.0219109461416815, 0.8017832314283441, 0.0215979165618659, 0.2180771689548359, 0.0209214526622546, 2.6905765346016888, 0.0225504846662889, 0.8041056220551654, 0.0241341664990887, 2.2651811185191524, 0.0239062443561401, 14.355563105206853, 0.0486233211684482, 12.16792058940731, 0.0376864173376064, 0.2712561750144747, 0.0223424732420947, 0.246958072659447, 0.0199263175874371, 1.1631065215737353, 0.0188400378740677, 0.1749666087718793, 0.0171189334398889, 0.1172203600314707, 0.0188180649987133, 3.7462348833565517, 0.0267336599900169, 0.8333699711277683, 0.018605932888931, 0.1579371224964887, 0.0210407608667221, 0.3846068725814322, 0.0174803117427408, 0.9257589649420775, 0.0225929065987435, 0.2647824632465868, 0.0187392184900969, 2.068891392354133, 0.0182095213733053, 1.947711776922878, 0.0268723295278125, 1.484160281364698, 0.0196172469514087, 0.4869167103089918, 0.0210635385511502, 0.4924287970018961, 0.0204315266694866, 0.328803316744876, 0.0269364044190694, 0.8405653109327762, 0.0173034419010028, 0.4579382529180774, 0.0188890363118398, 0.4951513640909752, 0.0183930745845867, 0.9827139673229849, 0.0193955816700383, -0.0186494951371307, 0.0169689208142292, 0.2684079081573448, 0.0265891868242042]|2112369.1858816202729940|      0.06250000|[488, 160, 8, 48]                                                          |  | used linear model with 81 points | iterate success | actual_k=4
       9|[1.0200765382412422, 0.017862333096437, 0.0122621102863017, 0.016652858522835, 0.4295134292964046, 0.0219109461416815, 0.8017832314283441, 0.0215979165618659, 0.2180771689548359, 0.0209214526622546, 2.6905765346016888, 0.0225504846662889, 0.8041056220551654, 0.0241341664990887, 2.2651811185191524, 0.0239062443561401, 14.355563105206853, 0.0486233211684482, 12.16792058940731, 0.0376864173376064, 0.2712561750144747, 0.0223424732420947, 0.246958072659447, 0.0199263175874371, 1.1631065215737353, 0.0188400378740677, 0.1749666087718793, 0.0171189334398889, 0.1172203600314707, 0.0188180649987133, 3.7462348833565517, 0.0267336599900169, 0.8333699711277683, 0.018605932888931, 0.1579371224964887, 0.0210407608667221, 0.3846068725814322, 0.0174803117427408, 0.9257589649420775, 0.0225929065987435, 0.2647824632465868, 0.0187392184900969, 2.068891392354133, 0.0182095213733053, 1.947711776922878, 0.0268723295278125, 1.484160281364698, 0.0196172469514087, 0.4869167103089918, 0.0210635385511502, 0.4924287970018961, 0.0204315266694866, 0.328803316744876, 0.0269364044190694, 0.8405653109327762, 0.0173034419010028, 0.4579382529180774, 0.0188890363118398, 0.4951513640909752, 0.0183930745845867, 0.9827139673229849, 0.0193955816700383, -0.0186494951371307, 0.0169689208142292, 0.2684079081573448, 0.0265891868242042]|2112369.1858816202729940|      0.03125000|[549, 180, 9, 54]                                                          |  | used linear model with 81 points | iterate failure | actual_k=4
      10|[1.0260663866951183, 0.0185913878045577, 0.0117165960089931, 0.0155249378596362, 0.4274383164826167, 0.0200069375725045, 0.8021530833880617, 0.0209023988634495, 0.2206858695739713, 0.0185961149465385, 2.6864164978717504, 0.0277652465768063, 0.8025074052810922, 0.0253584995041973, 2.260923770910553, 0.0261640742307772, 14.355283899106999, 0.0624622188299721, 12.168552510989663, 0.0566033037430416, 0.2712750114595973, 0.0244079357502985, 0.2506011726157199, 0.0183853023095296, 1.1673944246775894, 0.0194921880640873, 0.1727572354464281, 0.0156330097694368, 0.1160856648181533, 0.01494975933842, 3.7451876065431193, 0.0257121807898478, 0.8339586052371762, 0.0188893203634642, 0.1620335152668644, 0.02173916118161, 0.3865003280810207, 0.0160755829482628, 0.9266172327713583, 0.0247254991540783, 0.2612118603623558, 0.0178253423289538, 2.071947014996097, 0.0187394803819751, 1.9462684580923546, 0.0291751607302633, 1.4790795184853966, 0.0263777694042891, 0.4873625012377095, 0.0201688367124908, 0.4855591292947395, 0.0226419334115629, 0.3279847609586731, 0.0297607354533162, 0.8414902483668856, 0.0163756387862806, 0.4614336152620797, 0.0204541379541766, 0.4936118325486475, 0.0163331952614189, 0.981331429323694, 0.0188701693061319, -0.0156063455403456, 0.0179541976990152, 0.270382161494632, 0.0271490010872216]|1817118.9947176540736109|      0.06250000|[610, 200, 10, 60]                                                         |  | used linear model with 81 points | iterate success | actual_k=4
      11|[1.0260663866951183, 0.0185913878045577, 0.0117165960089931, 0.0155249378596362, 0.4274383164826167, 0.0200069375725045, 0.8021530833880617, 0.0209023988634495, 0.2206858695739713, 0.0185961149465385, 2.6864164978717504, 0.0277652465768063, 0.8025074052810922, 0.0253584995041973, 2.260923770910553, 0.0261640742307772, 14.355283899106999, 0.0624622188299721, 12.168552510989663, 0.0566033037430416, 0.2712750114595973, 0.0244079357502985, 0.2506011726157199, 0.0183853023095296, 1.1673944246775894, 0.0194921880640873, 0.1727572354464281, 0.0156330097694368, 0.1160856648181533, 0.01494975933842, 3.7451876065431193, 0.0257121807898478, 0.8339586052371762, 0.0188893203634642, 0.1620335152668644, 0.02173916118161, 0.3865003280810207, 0.0160755829482628, 0.9266172327713583, 0.0247254991540783, 0.2612118603623558, 0.0178253423289538, 2.071947014996097, 0.0187394803819751, 1.9462684580923546, 0.0291751607302633, 1.4790795184853966, 0.0263777694042891, 0.4873625012377095, 0.0201688367124908, 0.4855591292947395, 0.0226419334115629, 0.3279847609586731, 0.0297607354533162, 0.8414902483668856, 0.0163756387862806, 0.4614336152620797, 0.0204541379541766, 0.4936118325486475, 0.0163331952614189, 0.981331429323694, 0.0188701693061319, -0.0156063455403456, 0.0179541976990152, 0.270382161494632, 0.0271490010872216]|1817118.9947176540736109|      0.03125000|[671, 220, 11, 66]                                                         |  | used linear model with 81 points | iterate failure | actual_k=4
