k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.25000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.12500000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.06250000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.03125000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       6|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.01562500|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00781250|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       8|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00390625|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00195312|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
      10|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00097656|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      11|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00048828|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00024414|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00012207|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00006104|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00003052|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00001526|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000763|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000381|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      19|[0.0, 0.0, 1.0, 0.05, 3527.31, 29.4219, 26185.9]                                |448.9786169854486388|      0.00000191|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[9.87611034e-08, -1.5567084103e-06, 0.9999997343260492, 0.0499998310410053, 3527.3099993907817, 29.421899414733723, 26185.899999373847]|448.9418482559276526|      0.00000381|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      21|[1.3148239322e-06, -4.803901157e-07, 0.999998983474412, 0.0500029868853675, 3527.3100003186973, 29.42190011597507, 26185.899999570687]|448.9189339152244997|      0.00000763|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      22|[1.3148239322e-06, -4.803901157e-07, 0.999998983474412, 0.0500029868853675, 3527.3100003186973, 29.42190011597507, 26185.899999570687]|448.9189339152244997|      0.00000381|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      23|[1.3148239322e-06, -4.803901157e-07, 0.999998983474412, 0.0500029868853675, 3527.3100003186973, 29.42190011597507, 26185.899999570687]|448.9189339152244997|      0.00000191|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      24|[1.5122301195e-06, -2.1665026715e-06, 0.9999990766499468, 0.0500038448241479, 3527.3100003703844, 29.421900151989092, 26185.8999994851]|448.8963264503328787|      0.00000381|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
