k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[179, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 121 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[99.98177105438532, 0.1449032143477903, 0.3525512101669218, 0.1959578835623372, 100.06031079149729, -0.0245490944903375, 0.2559071808590243, 0.8350140868559093, 99.93216366726543, -0.0101416077563215, 0.3288041316599385, 0.9371900286830999, 100.04279774969356, 0.0814825317904209, 0.2917821450921803, 0.7847697011611345, 100.01749432000119, 0.0279415064085357, 0.3526534218414597, 0.8252274354940586, 99.9734256222727, 0.0375943395375732, 0.4346389781268919, 0.8100663849051123, 100.02658952576678, 0.0142001262612486, 0.498454014307163, 0.601258755196415, 99.9635964313827, 0.100650295181293, 0.4553098558097901, 0.7184921295887596, 100.03711994491823, 0.0811331656482821, 0.4750289948909943, 0.5866077521153272, 100.00365113422811, 0.1904550276047038, 0.482577873826051, 0.566751209518717, 99.95530675017818, 0.3832306388675754, 0.5744343001160995, 0.4630234699379314, 100.09441970194939, 0.3375380414928309, 0.6635836292515377, 0.4644439375416503, 99.99558624663584, 0.303554133737527, 0.6673685804410827, 0.4504882600261972, 100.01252573113736, 0.4261391449603794, 0.6274442515448663, 0.416718884080055, 99.99983998000772, 0.4183564005791016, 0.6728327353356052, 0.3861608251416359, 100.05133840321652, 0.3910555495927032, 0.8157651313340495, 0.3083289880844534, 100.0392718630317, 0.4469659250422356, 0.7178915502950898, 0.3331199250815648, 100.05936771313696, 0.429181394221525, 0.7513796201426616, 0.3022732504671459, 99.96676934058515, 0.443075045078008, 0.7484811490656383, 0.0815870638094719, 99.9557289376395, 0.4836979448043072, 0.7873183877938087, 0.0038445053481084, 299.97958118772686, 299.99837450913583, 299.9394603060078, 299.95006434984134, 299.9961298730086, 299.96438125641, 300.0665623677048, 300.05259851451547, 300.0954491321744, 300.1162874506465, 299.9751689004663, 300.01671244317885, 299.99071769680535, 299.96146484362447, 300.0010726044707, 299.9928384269657, 300.00161855635594, 300.02635435746413, 300.1097733441734]|824.1820068359375000|      1.00000000|[297, 20, 0, 5]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[99.98177105438532, 0.1449032143477903, 0.3525512101669218, 0.1959578835623372, 100.06031079149729, -0.0245490944903375, 0.2559071808590243, 0.8350140868559093, 99.93216366726543, -0.0101416077563215, 0.3288041316599385, 0.9371900286830999, 100.04279774969356, 0.0814825317904209, 0.2917821450921803, 0.7847697011611345, 100.01749432000119, 0.0279415064085357, 0.3526534218414597, 0.8252274354940586, 99.9734256222727, 0.0375943395375732, 0.4346389781268919, 0.8100663849051123, 100.02658952576678, 0.0142001262612486, 0.498454014307163, 0.601258755196415, 99.9635964313827, 0.100650295181293, 0.4553098558097901, 0.7184921295887596, 100.03711994491823, 0.0811331656482821, 0.4750289948909943, 0.5866077521153272, 100.00365113422811, 0.1904550276047038, 0.482577873826051, 0.566751209518717, 99.95530675017818, 0.3832306388675754, 0.5744343001160995, 0.4630234699379314, 100.09441970194939, 0.3375380414928309, 0.6635836292515377, 0.4644439375416503, 99.99558624663584, 0.303554133737527, 0.6673685804410827, 0.4504882600261972, 100.01252573113736, 0.4261391449603794, 0.6274442515448663, 0.416718884080055, 99.99983998000772, 0.4183564005791016, 0.6728327353356052, 0.3861608251416359, 100.05133840321652, 0.3910555495927032, 0.8157651313340495, 0.3083289880844534, 100.0392718630317, 0.4469659250422356, 0.7178915502950898, 0.3331199250815648, 100.05936771313696, 0.429181394221525, 0.7513796201426616, 0.3022732504671459, 99.96676934058515, 0.443075045078008, 0.7484811490656383, 0.0815870638094719, 99.9557289376395, 0.4836979448043072, 0.7873183877938087, 0.0038445053481084, 299.97958118772686, 299.99837450913583, 299.9394603060078, 299.95006434984134, 299.9961298730086, 299.96438125641, 300.0665623677048, 300.05259851451547, 300.0954491321744, 300.1162874506465, 299.9751689004663, 300.01671244317885, 299.99071769680535, 299.96146484362447, 300.0010726044707, 299.9928384269657, 300.00161855635594, 300.02635435746413, 300.1097733441734]|824.1820068359375000|      0.50000000|[473, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[99.98177105438532, 0.1449032143477903, 0.3525512101669218, 0.1959578835623372, 100.06031079149729, -0.0245490944903375, 0.2559071808590243, 0.8350140868559093, 99.93216366726543, -0.0101416077563215, 0.3288041316599385, 0.9371900286830999, 100.04279774969356, 0.0814825317904209, 0.2917821450921803, 0.7847697011611345, 100.01749432000119, 0.0279415064085357, 0.3526534218414597, 0.8252274354940586, 99.9734256222727, 0.0375943395375732, 0.4346389781268919, 0.8100663849051123, 100.02658952576678, 0.0142001262612486, 0.498454014307163, 0.601258755196415, 99.9635964313827, 0.100650295181293, 0.4553098558097901, 0.7184921295887596, 100.03711994491823, 0.0811331656482821, 0.4750289948909943, 0.5866077521153272, 100.00365113422811, 0.1904550276047038, 0.482577873826051, 0.566751209518717, 99.95530675017818, 0.3832306388675754, 0.5744343001160995, 0.4630234699379314, 100.09441970194939, 0.3375380414928309, 0.6635836292515377, 0.4644439375416503, 99.99558624663584, 0.303554133737527, 0.6673685804410827, 0.4504882600261972, 100.01252573113736, 0.4261391449603794, 0.6274442515448663, 0.416718884080055, 99.99983998000772, 0.4183564005791016, 0.6728327353356052, 0.3861608251416359, 100.05133840321652, 0.3910555495927032, 0.8157651313340495, 0.3083289880844534, 100.0392718630317, 0.4469659250422356, 0.7178915502950898, 0.3331199250815648, 100.05936771313696, 0.429181394221525, 0.7513796201426616, 0.3022732504671459, 99.96676934058515, 0.443075045078008, 0.7484811490656383, 0.0815870638094719, 99.9557289376395, 0.4836979448043072, 0.7873183877938087, 0.0038445053481084, 299.97958118772686, 299.99837450913583, 299.9394603060078, 299.95006434984134, 299.9961298730086, 299.96438125641, 300.0665623677048, 300.05259851451547, 300.0954491321744, 300.1162874506465, 299.9751689004663, 300.01671244317885, 299.99071769680535, 299.96146484362447, 300.0010726044707, 299.9928384269657, 300.00161855635594, 300.02635435746413, 300.1097733441734]|824.1820068359375000|      0.25000000|[649, 44, 0, 11]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[99.99681427472618, 0.1972102163556786, 0.3942103063648387, 0.2269532398750074, 100.08053817290364, -0.0504688033125947, 0.2593336735267831, 0.8279999656026353, 99.97495609648676, -0.0359342816178458, 0.3121495212337052, 0.8943791649629171, 100.05754453487998, 0.0457564478887752, 0.2630407514810886, 0.765106254512627, 99.98302304800734, 0.0779792912514489, 0.3565362947235102, 0.8524654994021876, 99.92844762135589, -0.0164687311968291, 0.4373797972035555, 0.822413799094218, 99.99258270086685, 0.0444515442959188, 0.4927415761854865, 0.6589414487098101, 99.95532716996345, 0.0380928218009313, 0.4676815394246822, 0.7109329076905618, 100.02084861862545, 0.0906390734615745, 0.4963032485188316, 0.6337720507123251, 100.01610765955884, 0.1861123625820562, 0.5092923983614972, 0.6159895990917762, 99.9370604503865, 0.361280878549543, 0.6044618167012001, 0.4584653407033074, 100.09811555487283, 0.3554098696985323, 0.6644271222817376, 0.4699922335221691, 99.98699776188657, 0.3329633504374223, 0.6631480561169535, 0.465654967297118, 100.0105609475193, 0.4035141212383199, 0.5767281222432464, 0.3934285185842646, 100.01382740300892, 0.43435886974639, 0.6865920295220278, 0.360539501857581, 100.06062912108122, 0.3795852591429194, 0.7806483959154785, 0.3010569883530622, 100.06258607307839, 0.453470208138177, 0.689751176559082, 0.3757680209602921, 100.02347103497333, 0.3901932035168386, 0.7667175368875351, 0.3136794784727361, 99.96408683885525, 0.4113343577293224, 0.7647475422759783, 0.1184665212510429, 99.94481896857751, 0.4917259717924939, 0.8057120898540093, 0.0110416615714832, 299.97339360910775, 300.0132352205642, 299.919548203053, 299.95347098886674, 299.98411553776936, 299.9469435490875, 300.06095255545165, 300.04665538588335, 300.1248295093908, 300.1193263770316, 299.9704815424568, 299.9989402621564, 299.9725233464421, 299.95333013194386, 299.9836224881262, 299.99303415612377, 299.9955530625881, 300.028678240335, 300.13035381085155]|637.0208740234375000|      0.50000000|[767, 52, 0, 13]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[99.99681427472618, 0.1972102163556786, 0.3942103063648387, 0.2269532398750074, 100.08053817290364, -0.0504688033125947, 0.2593336735267831, 0.8279999656026353, 99.97495609648676, -0.0359342816178458, 0.3121495212337052, 0.8943791649629171, 100.05754453487998, 0.0457564478887752, 0.2630407514810886, 0.765106254512627, 99.98302304800734, 0.0779792912514489, 0.3565362947235102, 0.8524654994021876, 99.92844762135589, -0.0164687311968291, 0.4373797972035555, 0.822413799094218, 99.99258270086685, 0.0444515442959188, 0.4927415761854865, 0.6589414487098101, 99.95532716996345, 0.0380928218009313, 0.4676815394246822, 0.7109329076905618, 100.02084861862545, 0.0906390734615745, 0.4963032485188316, 0.6337720507123251, 100.01610765955884, 0.1861123625820562, 0.5092923983614972, 0.6159895990917762, 99.9370604503865, 0.361280878549543, 0.6044618167012001, 0.4584653407033074, 100.09811555487283, 0.3554098696985323, 0.6644271222817376, 0.4699922335221691, 99.98699776188657, 0.3329633504374223, 0.6631480561169535, 0.465654967297118, 100.0105609475193, 0.4035141212383199, 0.5767281222432464, 0.3934285185842646, 100.01382740300892, 0.43435886974639, 0.6865920295220278, 0.360539501857581, 100.06062912108122, 0.3795852591429194, 0.7806483959154785, 0.3010569883530622, 100.06258607307839, 0.453470208138177, 0.689751176559082, 0.3757680209602921, 100.02347103497333, 0.3901932035168386, 0.7667175368875351, 0.3136794784727361, 99.96408683885525, 0.4113343577293224, 0.7647475422759783, 0.1184665212510429, 99.94481896857751, 0.4917259717924939, 0.8057120898540093, 0.0110416615714832, 299.97339360910775, 300.0132352205642, 299.919548203053, 299.95347098886674, 299.98411553776936, 299.9469435490875, 300.06095255545165, 300.04665538588335, 300.1248295093908, 300.1193263770316, 299.9704815424568, 299.9989402621564, 299.9725233464421, 299.95333013194386, 299.9836224881262, 299.99303415612377, 299.9955530625881, 300.028678240335, 300.13035381085155]|637.0208740234375000|      0.25000000|[943, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[99.96605956335063, 0.2468440548045022, 0.4091748725187194, 0.2074195022848483, 100.0646151853364, 0.0288786960244115, 0.3069572556948361, 0.8498560558087626, 99.9868572701067, -0.0699477545161446, 0.2785280550671044, 0.8939213485690406, 100.04815920258288, 0.0562412212702948, 0.2671775783610619, 0.7897022389665092, 99.96921420226504, 0.0171003446439253, 0.3082630351224582, 0.8124095144246768, 99.94852780408351, -0.0123797977833743, 0.4198686452853244, 0.8520506143671872, 99.99144841885979, 0.0560736569060814, 0.5071476912527295, 0.6510461194325528, 99.93445090947306, 0.0365817505626122, 0.5018934894000002, 0.7168555115654135, 100.02613767315084, 0.0752598141398148, 0.4552943563327267, 0.6410592659395622, 100.01633337093044, 0.177219366319301, 0.5061934805486377, 0.602530821925016, 99.9460542410586, 0.3365839608937362, 0.5910144504348199, 0.4329304324947716, 100.06267442876722, 0.3437358758023692, 0.6773200581971484, 0.4570761210767255, 99.95707707896811, 0.3336712403331029, 0.6484344675999676, 0.4885562528804513, 99.99305151207491, 0.4045874428893401, 0.5869146577680385, 0.3581842779475899, 99.99917750146332, 0.4063029613361668, 0.683821524542471, 0.3582386539816002, 100.02213682387584, 0.3962937233237068, 0.7801011002333622, 0.3152282358568889, 100.01757374888174, 0.4256090841773534, 0.6396350306978985, 0.3879029494433809, 100.05088319011863, 0.3555680993441845, 0.7467373799409167, 0.3109855646003751, 99.94855678896697, 0.4131594767386005, 0.7663269262160997, 0.1510637530545479, 99.8998426198827, 0.4903696139626041, 0.798673412066623, 0.0024114044036217, 300.00740766725704, 300.02320219578513, 299.9286895324594, 299.9615591664239, 299.9931634702231, 299.90448529615503, 300.0563701188551, 300.06585987569815, 300.11795734208783, 300.1262428398652, 299.98439200234134, 300.0197892077184, 300.0022258561273, 299.9226521103214, 299.94006911346355, 300.041121689959, 299.97796997683895, 300.01213848046945, 300.11101231562316]|479.3518371582031250|      0.50000000|[1061, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[99.96605956335063, 0.2468440548045022, 0.4091748725187194, 0.2074195022848483, 100.0646151853364, 0.0288786960244115, 0.3069572556948361, 0.8498560558087626, 99.9868572701067, -0.0699477545161446, 0.2785280550671044, 0.8939213485690406, 100.04815920258288, 0.0562412212702948, 0.2671775783610619, 0.7897022389665092, 99.96921420226504, 0.0171003446439253, 0.3082630351224582, 0.8124095144246768, 99.94852780408351, -0.0123797977833743, 0.4198686452853244, 0.8520506143671872, 99.99144841885979, 0.0560736569060814, 0.5071476912527295, 0.6510461194325528, 99.93445090947306, 0.0365817505626122, 0.5018934894000002, 0.7168555115654135, 100.02613767315084, 0.0752598141398148, 0.4552943563327267, 0.6410592659395622, 100.01633337093044, 0.177219366319301, 0.5061934805486377, 0.602530821925016, 99.9460542410586, 0.3365839608937362, 0.5910144504348199, 0.4329304324947716, 100.06267442876722, 0.3437358758023692, 0.6773200581971484, 0.4570761210767255, 99.95707707896811, 0.3336712403331029, 0.6484344675999676, 0.4885562528804513, 99.99305151207491, 0.4045874428893401, 0.5869146577680385, 0.3581842779475899, 99.99917750146332, 0.4063029613361668, 0.683821524542471, 0.3582386539816002, 100.02213682387584, 0.3962937233237068, 0.7801011002333622, 0.3152282358568889, 100.01757374888174, 0.4256090841773534, 0.6396350306978985, 0.3879029494433809, 100.05088319011863, 0.3555680993441845, 0.7467373799409167, 0.3109855646003751, 99.94855678896697, 0.4131594767386005, 0.7663269262160997, 0.1510637530545479, 99.8998426198827, 0.4903696139626041, 0.798673412066623, 0.0024114044036217, 300.00740766725704, 300.02320219578513, 299.9286895324594, 299.9615591664239, 299.9931634702231, 299.90448529615503, 300.0563701188551, 300.06585987569815, 300.11795734208783, 300.1262428398652, 299.98439200234134, 300.0197892077184, 300.0022258561273, 299.9226521103214, 299.94006911346355, 300.041121689959, 299.97796997683895, 300.01213848046945, 300.11101231562316]|479.3518371582031250|      0.25000000|[1237, 84, 0, 21]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[99.96605956335063, 0.2468440548045022, 0.4091748725187194, 0.2074195022848483, 100.0646151853364, 0.0288786960244115, 0.3069572556948361, 0.8498560558087626, 99.9868572701067, -0.0699477545161446, 0.2785280550671044, 0.8939213485690406, 100.04815920258288, 0.0562412212702948, 0.2671775783610619, 0.7897022389665092, 99.96921420226504, 0.0171003446439253, 0.3082630351224582, 0.8124095144246768, 99.94852780408351, -0.0123797977833743, 0.4198686452853244, 0.8520506143671872, 99.99144841885979, 0.0560736569060814, 0.5071476912527295, 0.6510461194325528, 99.93445090947306, 0.0365817505626122, 0.5018934894000002, 0.7168555115654135, 100.02613767315084, 0.0752598141398148, 0.4552943563327267, 0.6410592659395622, 100.01633337093044, 0.177219366319301, 0.5061934805486377, 0.602530821925016, 99.9460542410586, 0.3365839608937362, 0.5910144504348199, 0.4329304324947716, 100.06267442876722, 0.3437358758023692, 0.6773200581971484, 0.4570761210767255, 99.95707707896811, 0.3336712403331029, 0.6484344675999676, 0.4885562528804513, 99.99305151207491, 0.4045874428893401, 0.5869146577680385, 0.3581842779475899, 99.99917750146332, 0.4063029613361668, 0.683821524542471, 0.3582386539816002, 100.02213682387584, 0.3962937233237068, 0.7801011002333622, 0.3152282358568889, 100.01757374888174, 0.4256090841773534, 0.6396350306978985, 0.3879029494433809, 100.05088319011863, 0.3555680993441845, 0.7467373799409167, 0.3109855646003751, 99.94855678896697, 0.4131594767386005, 0.7663269262160997, 0.1510637530545479, 99.8998426198827, 0.4903696139626041, 0.798673412066623, 0.0024114044036217, 300.00740766725704, 300.02320219578513, 299.9286895324594, 299.9615591664239, 299.9931634702231, 299.90448529615503, 300.0563701188551, 300.06585987569815, 300.11795734208783, 300.1262428398652, 299.98439200234134, 300.0197892077184, 300.0022258561273, 299.9226521103214, 299.94006911346355, 300.041121689959, 299.97796997683895, 300.01213848046945, 300.11101231562316]|479.3518371582031250|      0.12500000|[1415, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 120 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[99.97574327674837, 0.2746516686398736, 0.4235619943220443, 0.221341190214524, 100.06570311986196, 0.0425791119491463, 0.2940709923821663, 0.8500431335351254, 99.99187660893861, -0.0471476664436866, 0.2866511597197151, 0.9119408915688316, 100.04176981222327, 0.01760955852123, 0.2619977855872739, 0.7963128954399384, 99.96996138222623, 0.0359444630124723, 0.3334817474100715, 0.8234955004928934, 99.94332784492096, -0.0291586550190018, 0.4156423332847126, 0.8592804312112531, 99.99884309971583, 0.0558146188773757, 0.5056157392968509, 0.64875204756935, 99.92972679485666, 0.0297212522235477, 0.4782185828973962, 0.7223070116296162, 100.03031237594791, 0.1038242416692228, 0.470535027769785, 0.6596400956697075, 100.03172484453452, 0.1645673550901312, 0.5062441405343331, 0.6016491626300132, 99.95125667635514, 0.3271839188735305, 0.5946453729051177, 0.4574142300826122, 100.07398832473206, 0.3435556536178855, 0.6649795418924235, 0.4727905665100486, 99.96735231492657, 0.351461446297774, 0.6351793326473182, 0.5014990004029671, 100.00529126345856, 0.4165771485609849, 0.5921305946964702, 0.3611437962317395, 99.9941156295122, 0.406706776383495, 0.6838547401735154, 0.3608239734566942, 99.99638546253671, 0.3754324417690336, 0.7641302309577005, 0.3019882608794855, 100.02140592699855, 0.429988724709622, 0.6402102855166073, 0.3894317495963803, 100.03568845133103, 0.3685637907351971, 0.7378377389001245, 0.3183412057232174, 99.93141308064047, 0.4084160117721569, 0.7489756023188918, 0.1552706578805089, 99.89664739068566, 0.476920417440007, 0.7844067897278414, -0.0071399292514547, 299.9913594442356, 300.028217214094, 299.9186177196676, 299.9642952189651, 300.0075931554053, 299.91329959774635, 300.0592639652867, 300.0648938604425, 300.1134335153778, 300.10793269954786, 299.98209409475965, 300.0308264716153, 300.00187913112467, 299.91703336270996, 299.94972633525754, 300.0502270954997, 299.963009503769, 300.02736609094626, 300.1090924713075]|376.0764770507812500|      0.25000000|[1533, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
