k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0528219999914248, 1.025307079616873, -0.4413345188003526, 1.0609927853411878, 1.1487635195136734, 1.5318537681078257, 1.305706386873631, 1.632153225354295]|130.5244903564453125|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-0.0528219999914248, 1.025307079616873, -0.4413345188003526, 1.0609927853411878, 1.1487635195136734, 1.5318537681078257, 1.305706386873631, 1.632153225354295]|130.5244903564453125|      1.00000000|[17, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.0123410212654699, 1.2525519737921327, 0.1362547151091824, 1.2109428548117378, 0.9276425154595895, 1.6246889297204419, 1.0345754641540827, 0.9542138039824755]| 67.6309051513671875|      2.00000000|[30, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | iterate success | actual_k=1
       4|[-0.0123410212654699, 1.2525519737921327, 0.1362547151091824, 1.2109428548117378, 0.9276425154595895, 1.6246889297204419, 1.0345754641540827, 0.9542138039824755]| 67.6309051513671875|      1.00000000|[43, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.0123410212654699, 1.2525519737921327, 0.1362547151091824, 1.2109428548117378, 0.9276425154595895, 1.6246889297204419, 1.0345754641540827, 0.9542138039824755]| 67.6309051513671875|      0.50000000|[56, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0112756499132123, 1.207310559391551, 0.4717195411207875, 1.036987426495904, 0.8783918003200062, 1.6738172249969394, 0.8290928456962245, 1.1940804292288787]| 59.2513999938964844|      1.00000000|[64, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[0.0112756499132123, 1.207310559391551, 0.4717195411207875, 1.036987426495904, 0.8783918003200062, 1.6738172249969394, 0.8290928456962245, 1.1940804292288787]| 59.2513999938964844|      0.50000000|[76, 38, 0, 38]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.0112756499132123, 1.207310559391551, 0.4717195411207875, 1.036987426495904, 0.8783918003200062, 1.6738172249969394, 0.8290928456962245, 1.1940804292288787]| 59.2513999938964844|      0.25000000|[88, 44, 0, 44]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.0112756499132123, 1.207310559391551, 0.4717195411207875, 1.036987426495904, 0.8783918003200062, 1.6738172249969394, 0.8290928456962245, 1.1940804292288787]| 59.2513999938964844|      0.12500000|[101, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.000653157412514, 1.1839769307196095, 0.5532056314068369, 0.9505364466263646, 0.9010037368301365, 1.67759673800446, 0.845059305802358, 1.2026499890734634]| 57.6564712524414062|      0.25000000|[105, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
