k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00346889207903, 149.94115313463, -100.05884553501973, 100.00001975157298, 199.99999978775497]|84511.8046875000000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[47.0105255511627, 149.82245714928894, -100.17753884308394, 100.00005952533648, 199.9999998368138]|78035.8125000000000000|      4.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[43.025150830908416, 149.58080564802057, -100.41918504029948, 100.00013992488634, 199.99999967016873]|65876.1953125000000000|      8.00000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[35.056789547717, 149.07819817712067, -100.92178245853913, 100.00030089127372, 199.99999908103786]|44725.6523437500000000|     16.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[19.133640829454023, 147.97063160331558, -102.02931622880934, 100.00065876086126, 200.00001669003294]|15090.1992187500000000|     32.00000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       6|[-12.564483104085717, 144.86966931924331, -105.12979493713343, 100.00260286487458, 200.00009672213585]|6260.3579101562500000|     64.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[-12.564483104085717, 144.86966931924331, -105.12979493713343, 100.00260286487458, 200.00009672213585]|6260.3579101562500000|     32.00000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-12.564483104085717, 144.86966931924331, -105.12979493713343, 100.00260286487458, 200.00009672213585]|6260.3579101562500000|     16.00000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[3.36513470823526, 143.80967339719132, -106.18983495424287, 100.0022021789242, 200.0001107480087]|1852.8507080078125000|     32.00000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[3.36513470823526, 143.80967339719132, -106.18983495424287, 100.0022021789242, 200.0001107480087]|1852.8507080078125000|     16.00000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[3.36513470823526, 143.80967339719132, -106.18983495424287, 100.0022021789242, 200.0001107480087]|1852.8507080078125000|      8.00000000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[-3.9465921715951975, 141.51416541039399, -108.48532904270239, 100.0022867901639, 200.00011239495575]|1466.9779052734375000|     16.00000000|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[-3.9465921715951975, 141.51416541039399, -108.48532904270239, 100.0022867901639, 200.00011239495575]|1466.9779052734375000|      8.00000000|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[-3.9465921715951975, 141.51416541039399, -108.48532904270239, 100.0022867901639, 200.00011239495575]|1466.9779052734375000|      4.00000000|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[-0.157629575246061, 140.60759252517954, -109.39190945117446, 100.00218562205112, 200.0001115020013]|933.5395507812500000|      8.00000000|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[-1.1246963313244591, 134.99222886225735, -115.00728769327037, 100.0020420776892, 200.0001149272994]|423.5377807617187500|     16.00000000|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
