k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[126, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[251, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[100.00125097261497, 0.1220821941472213, 0.2626753353776113, 0.9311380211610607, 100.00039694184485, 0.0541512297246972, 0.2059643688729685, 0.7860534779241812, 99.99892002791199, -0.027187682466288, 0.2479983263774981, 0.7650297673798563, 100.0011931964868, 0.1992559656654142, 0.3560263127748833, 0.6312772894611768, 99.99811765376444, 0.1997897836253845, 0.4399543496321505, 0.2640029201890736, 100.00016377633067, 0.6132684113593884, 0.6170760180919027, 0.0162117740344877, 299.99996048485133, 299.9999602321774, 299.99995880542684, 299.99994447837867, 299.999840211317]|569.5440673828125000|      0.50000000|[376, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       4|[100.00125097261497, 0.1220821941472213, 0.2626753353776113, 0.9311380211610607, 100.00039694184485, 0.0541512297246972, 0.2059643688729685, 0.7860534779241812, 99.99892002791199, -0.027187682466288, 0.2479983263774981, 0.7650297673798563, 100.0011931964868, 0.1992559656654142, 0.3560263127748833, 0.6312772894611768, 99.99811765376444, 0.1997897836253845, 0.4399543496321505, 0.2640029201890736, 100.00016377633067, 0.6132684113593884, 0.6170760180919027, 0.0162117740344877, 299.99996048485133, 299.9999602321774, 299.99995880542684, 299.99994447837867, 299.999840211317]|569.5440673828125000|      0.25000000|[501, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[100.00125097261497, 0.1220821941472213, 0.2626753353776113, 0.9311380211610607, 100.00039694184485, 0.0541512297246972, 0.2059643688729685, 0.7860534779241812, 99.99892002791199, -0.027187682466288, 0.2479983263774981, 0.7650297673798563, 100.0011931964868, 0.1992559656654142, 0.3560263127748833, 0.6312772894611768, 99.99811765376444, 0.1997897836253845, 0.4399543496321505, 0.2640029201890736, 100.00016377633067, 0.6132684113593884, 0.6170760180919027, 0.0162117740344877, 299.99996048485133, 299.9999602321774, 299.99995880542684, 299.99994447837867, 299.999840211317]|569.5440673828125000|      0.12500000|[626, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[100.00149276224518, 0.1381527350739135, 0.2712945923764637, 0.935720010395994, 100.00038815880174, 0.054294764348175, 0.2035093037379749, 0.7826253705796966, 99.99950998209043, 0.0380228566307847, 0.2788418017390363, 0.7784799681428514, 99.99995351469494, 0.1232693551579001, 0.3112220767350377, 0.6045293503028599, 99.99845790045305, 0.2258248191665296, 0.4604980831851616, 0.2796796016999884, 100.00012755492851, 0.6107124388910656, 0.6139499031818775, 0.0133525911962132, 299.99997617307696, 299.9999496251819, 299.99996188708764, 299.9998754020481, 299.99984430336366]|257.0519104003906250|      0.25000000|[751, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[100.00149276224518, 0.1381527350739135, 0.2712945923764637, 0.935720010395994, 100.00038815880174, 0.054294764348175, 0.2035093037379749, 0.7826253705796966, 99.99950998209043, 0.0380228566307847, 0.2788418017390363, 0.7784799681428514, 99.99995351469494, 0.1232693551579001, 0.3112220767350377, 0.6045293503028599, 99.99845790045305, 0.2258248191665296, 0.4604980831851616, 0.2796796016999884, 100.00012755492851, 0.6107124388910656, 0.6139499031818775, 0.0133525911962132, 299.99997617307696, 299.9999496251819, 299.99996188708764, 299.9998754020481, 299.99984430336366]|257.0519104003906250|      0.12500000|[876, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[100.00164191488054, 0.1485410143563161, 0.2784683739967617, 0.9407409603161847, 100.00146847208214, 0.155905889817088, 0.2518331988645019, 0.8028459773058257, 99.9993825262103, 0.0327966544729678, 0.2576184109845779, 0.7543551323790865, 99.99978898885426, 0.1127950569995954, 0.3045929862123832, 0.59981708071551, 99.9979549550343, 0.1969593103721565, 0.4469808442327886, 0.2742790219189518, 100.0002063374302, 0.6151521055699394, 0.6199169961319935, 0.0191828277798824, 299.9999611772856, 299.9999604617645, 299.999993805658, 299.99985534563075, 299.9998012047776]|232.6579284667968750|      0.25000000|[1001, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[100.00164191488054, 0.1485410143563161, 0.2784683739967617, 0.9407409603161847, 100.00146847208214, 0.155905889817088, 0.2518331988645019, 0.8028459773058257, 99.9993825262103, 0.0327966544729678, 0.2576184109845779, 0.7543551323790865, 99.99978898885426, 0.1127950569995954, 0.3045929862123832, 0.59981708071551, 99.9979549550343, 0.1969593103721565, 0.4469808442327886, 0.2742790219189518, 100.0002063374302, 0.6151521055699394, 0.6199169961319935, 0.0191828277798824, 299.9999611772856, 299.9999604617645, 299.999993805658, 299.99985534563075, 299.9998012047776]|232.6579284667968750|      0.12500000|[1126, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[100.00164191488054, 0.1485410143563161, 0.2784683739967617, 0.9407409603161847, 100.00146847208214, 0.155905889817088, 0.2518331988645019, 0.8028459773058257, 99.9993825262103, 0.0327966544729678, 0.2576184109845779, 0.7543551323790865, 99.99978898885426, 0.1127950569995954, 0.3045929862123832, 0.59981708071551, 99.9979549550343, 0.1969593103721565, 0.4469808442327886, 0.2742790219189518, 100.0002063374302, 0.6151521055699394, 0.6199169961319935, 0.0191828277798824, 299.9999611772856, 299.9999604617645, 299.999993805658, 299.99985534563075, 299.9998012047776]|232.6579284667968750|      0.06250000|[1251, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
