k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=8
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       6|[1.0199754630640987, 0.017024798262074, 0.0142992583825719, 0.020997825224607, 0.4296895894962094, 0.0208424236914515, 0.8033301279589763, 0.0192847858569352, 0.2206521049641542, 0.0195665021265908, 2.69270754350514, 0.0223483550287216, 0.8078323633904332, 0.0180076104036684, 2.2668228503655197, 0.0213805910875736, 14.353441771942215, 0.0448059955525738, 12.158391051013503, 0.0302539392446929, 0.2761805837068434, 0.0213435710771121, 0.2436817803465165, 0.0219622697730732, 1.1650795525437838, 0.0188884005980114, 0.1790776045035582, 0.0173435894132429, 0.1176373015021042, 0.0207519862035533, 3.747941282082522, 0.0220866960537262, 0.8303387754644986, 0.0170389223702676, 0.1621256613145448, 0.0177708788331858, 0.3889625217610161, 0.0191624209703467, 0.9232446185492438, 0.0171182093323385, 0.2641512443754218, 0.0189946419092207, 2.071781119194429, 0.0184069769208895, 1.9442619877311649, 0.0203914429797941, 1.4819691808372604, 0.0240581593727348, 0.4834065174059763, 0.0206768096629771, 0.4912648457563844, 0.0210342218756466, 0.3306138362148979, 0.021693280106896, 0.838592405024302, 0.021170654410989, 0.4572766291312089, 0.0179820139170487, 0.4887162281519149, 0.0154622470601847, 0.9862242112560142, 0.0236077181422214, -0.0145070195163378, 0.019862696523664, 0.2663775429991728, 0.0187090047276883]|2319745.4313824074342847|      0.06250000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       7|[1.012718636219234, 0.0146978530747715, 0.0215796965410558, 0.0198216710007711, 0.4335728337705715, 0.023242033484081, 0.7997266512016749, 0.0165460272788076, 0.2203335803036269, 0.0310934042986166, 2.6854709724711965, 0.0318474758693018, 0.8121014820203354, 0.0177216171481092, 2.272075720787614, 0.0183406681263337, 14.354501714429682, 0.0541398096918541, 12.152087414690492, 0.0648965353957297, 0.269000636812792, 0.0221734666932969, 0.2336218715864336, 0.0182157062797152, 1.1659510225277945, 0.0209177837526726, 0.1888157810685293, 0.021190678203361, 0.112098549766593, 0.0144061219799505, 3.7487315465993865, 0.0413598211537742, 0.8252160041401242, 0.0320159399598083, 0.168612732203468, 0.0233774056510523, 0.3862776441236204, 0.0190730068625296, 0.9181886714159472, 0.0148905714471536, 0.2510616334737963, 0.0233956286813736, 2.072830824622764, 0.0184146827919366, 1.9380060159333492, 0.0233214380277463, 1.4815314662826555, 0.0259032995238906, 0.4786014311698538, 0.0174643251959397, 0.4924513730030309, 0.0246877443329721, 0.3267798916227413, 0.0205307479008116, 0.843362826561876, 0.019121009513579, 0.4666742704367934, 0.0244408485573082, 0.4811241743585616, 0.0205919364141068, 0.9746246180054555, 0.0196496574476413, -0.0125746956955261, 0.0048540430000297, 0.2701444280230657, 0.0106374682537314]|1825123.5198057794477791|      0.12500000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[1.012718636219234, 0.0146978530747715, 0.0215796965410558, 0.0198216710007711, 0.4335728337705715, 0.023242033484081, 0.7997266512016749, 0.0165460272788076, 0.2203335803036269, 0.0310934042986166, 2.6854709724711965, 0.0318474758693018, 0.8121014820203354, 0.0177216171481092, 2.272075720787614, 0.0183406681263337, 14.354501714429682, 0.0541398096918541, 12.152087414690492, 0.0648965353957297, 0.269000636812792, 0.0221734666932969, 0.2336218715864336, 0.0182157062797152, 1.1659510225277945, 0.0209177837526726, 0.1888157810685293, 0.021190678203361, 0.112098549766593, 0.0144061219799505, 3.7487315465993865, 0.0413598211537742, 0.8252160041401242, 0.0320159399598083, 0.168612732203468, 0.0233774056510523, 0.3862776441236204, 0.0190730068625296, 0.9181886714159472, 0.0148905714471536, 0.2510616334737963, 0.0233956286813736, 2.072830824622764, 0.0184146827919366, 1.9380060159333492, 0.0233214380277463, 1.4815314662826555, 0.0259032995238906, 0.4786014311698538, 0.0174643251959397, 0.4924513730030309, 0.0246877443329721, 0.3267798916227413, 0.0205307479008116, 0.843362826561876, 0.019121009513579, 0.4666742704367934, 0.0244408485573082, 0.4811241743585616, 0.0205919364141068, 0.9746246180054555, 0.0196496574476413, -0.0125746956955261, 0.0048540430000297, 0.2701444280230657, 0.0106374682537314]|1825123.5198057794477791|      0.06250000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       9|[1.012718636219234, 0.0146978530747715, 0.0215796965410558, 0.0198216710007711, 0.4335728337705715, 0.023242033484081, 0.7997266512016749, 0.0165460272788076, 0.2203335803036269, 0.0310934042986166, 2.6854709724711965, 0.0318474758693018, 0.8121014820203354, 0.0177216171481092, 2.272075720787614, 0.0183406681263337, 14.354501714429682, 0.0541398096918541, 12.152087414690492, 0.0648965353957297, 0.269000636812792, 0.0221734666932969, 0.2336218715864336, 0.0182157062797152, 1.1659510225277945, 0.0209177837526726, 0.1888157810685293, 0.021190678203361, 0.112098549766593, 0.0144061219799505, 3.7487315465993865, 0.0413598211537742, 0.8252160041401242, 0.0320159399598083, 0.168612732203468, 0.0233774056510523, 0.3862776441236204, 0.0190730068625296, 0.9181886714159472, 0.0148905714471536, 0.2510616334737963, 0.0233956286813736, 2.072830824622764, 0.0184146827919366, 1.9380060159333492, 0.0233214380277463, 1.4815314662826555, 0.0259032995238906, 0.4786014311698538, 0.0174643251959397, 0.4924513730030309, 0.0246877443329721, 0.3267798916227413, 0.0205307479008116, 0.843362826561876, 0.019121009513579, 0.4666742704367934, 0.0244408485573082, 0.4811241743585616, 0.0205919364141068, 0.9746246180054555, 0.0196496574476413, -0.0125746956955261, 0.0048540430000297, 0.2701444280230657, 0.0106374682537314]|1825123.5198057794477791|      0.03125000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate failure | actual_k=8
      10|[1.0100940698210317, 0.0184962397924324, 0.0206672419079634, 0.018164675748736, 0.4341092651094156, 0.0229954849729191, 0.8019368961288076, 0.0186032974604974, 0.2209432687860949, 0.0287263353239674, 2.6849676807986933, 0.0356339889402795, 0.8129402022653305, 0.0172492369408259, 2.271628390819619, 0.0222559808975985, 14.351694277730255, 0.0793201970018729, 12.153015907529193, 0.0763434529996995, 0.2697505442021467, 0.0214962489909875, 0.2334655325487539, 0.0166961895673284, 1.1679603761932067, 0.0213966021702574, 0.1878335312829045, 0.0214140474813646, 0.1122415245775655, 0.0145777157161451, 3.7472625710600624, 0.0432119407408598, 0.8265082827243038, 0.0299817057611203, 0.169047017114702, 0.0237901995492132, 0.3871073505608017, 0.0196139687748, 0.9168264297565479, 0.0151710113227657, 0.2507597126230436, 0.0235534297320511, 2.073026377424418, 0.0257890741341568, 1.9387116188556313, 0.0253563367799354, 1.4804728535908973, 0.0285317987383968, 0.4784738849601218, 0.0181253492973474, 0.4946293144327661, 0.0247026947477113, 0.3282678784858159, 0.0211196904123626, 0.8433297651582174, 0.0215629531387931, 0.4660048448717188, 0.0254514932425982, 0.4791298431412565, 0.0195802168203125, 0.9722701997114426, 0.0215191919799154, -0.0136026818790961, 0.0029674131088625, 0.2705917450398565, 0.0132344842961516]|1612538.1907981978729367|      0.06250000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
      11|[1.0100940698210317, 0.0184962397924324, 0.0206672419079634, 0.018164675748736, 0.4341092651094156, 0.0229954849729191, 0.8019368961288076, 0.0186032974604974, 0.2209432687860949, 0.0287263353239674, 2.6849676807986933, 0.0356339889402795, 0.8129402022653305, 0.0172492369408259, 2.271628390819619, 0.0222559808975985, 14.351694277730255, 0.0793201970018729, 12.153015907529193, 0.0763434529996995, 0.2697505442021467, 0.0214962489909875, 0.2334655325487539, 0.0166961895673284, 1.1679603761932067, 0.0213966021702574, 0.1878335312829045, 0.0214140474813646, 0.1122415245775655, 0.0145777157161451, 3.7472625710600624, 0.0432119407408598, 0.8265082827243038, 0.0299817057611203, 0.169047017114702, 0.0237901995492132, 0.3871073505608017, 0.0196139687748, 0.9168264297565479, 0.0151710113227657, 0.2507597126230436, 0.0235534297320511, 2.073026377424418, 0.0257890741341568, 1.9387116188556313, 0.0253563367799354, 1.4804728535908973, 0.0285317987383968, 0.4784738849601218, 0.0181253492973474, 0.4946293144327661, 0.0247026947477113, 0.3282678784858159, 0.0211196904123626, 0.8433297651582174, 0.0215629531387931, 0.4660048448717188, 0.0254514932425982, 0.4791298431412565, 0.0195802168203125, 0.9722701997114426, 0.0215191919799154, -0.0136026818790961, 0.0029674131088625, 0.2705917450398565, 0.0132344842961516]|1612538.1907981978729367|      0.03125000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
