k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]                                                  |564.8131740000001173|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.4350247834704928, -0.6196043083696893, 0.8954289354338634, 0.4878470145105567, 0.9955827235446841, 0.6080961362851317]|520.5325927734375000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-0.612219990205006, -1.7221116349153833, -0.1251504062111277, -0.4191478039684728, 0.2018955486886547, 1.116936316255329]|437.2056579589843750|      4.00000000|[16, 5, 0, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       3|[-0.612219990205006, -1.7221116349153833, -0.1251504062111277, -0.4191478039684728, 0.2018955486886547, 1.116936316255329]|437.2056579589843750|      2.00000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.612219990205006, -1.7221116349153833, -0.1251504062111277, -0.4191478039684728, 0.2018955486886547, 1.116936316255329]|437.2056579589843750|      1.00000000|[34, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.7917184252329881, -1.6144392803099696, -0.1553574380777527, -0.9670272054992352, -0.4859643749109934, 0.6903787023438904]|428.6780090332031250|      2.00000000|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | iterate success | actual_k=1
       6|[-0.7917184252329881, -1.6144392803099696, -0.1553574380777527, -0.9670272054992352, -0.4859643749109934, 0.6903787023438904]|428.6780090332031250|      1.00000000|[52, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.7917184252329881, -1.6144392803099696, -0.1553574380777527, -0.9670272054992352, -0.4859643749109934, 0.6903787023438904]|428.6780090332031250|      0.50000000|[61, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-1.0376719274045318, -1.7748519432842584, -0.2145564839757293, -1.3654945082613574, -0.4715757981264079, 0.7262521295486095]|410.6528625488281250|      1.00000000|[68, 22, 1, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[-1.0376719274045318, -1.7748519432842584, -0.2145564839757293, -1.3654945082613574, -0.4715757981264079, 0.7262521295486095]|410.6528625488281250|      0.50000000|[77, 25, 1, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-1.2641605081509504, -1.587480524196945, -0.3479886321922309, -1.225923846806772, -0.1534059245266002, 0.8846146816801685]|320.1063582795401885|      1.00000000|[83, 27, 2, 29]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
      11|[-1.4646591454891322, -2.116568742388424, -1.0592351865491707, -1.6242724869280447, -0.0370516155133942, 0.9267374593600741]|203.5606994628906250|      2.00000000|[90, 29, 2, 31]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[-1.4646591454891322, -2.116568742388424, -1.0592351865491707, -1.6242724869280447, -0.0370516155133942, 0.9267374593600741]|203.5606994628906250|      1.00000000|[99, 32, 3, 35]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-1.4646591454891322, -2.116568742388424, -1.0592351865491707, -1.6242724869280447, -0.0370516155133942, 0.9267374593600741]|203.5606994628906250|      0.50000000|[109, 35, 3, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-1.6483913906062433, -2.205411220785535, -1.3438287914667628, -1.4523152376642625, 0.1118619882329178, 1.2017127295598031]|177.0215301513671875|      1.00000000|[119, 38, 4, 42]                                                           |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[-1.6483913906062433, -2.205411220785535, -1.3438287914667628, -1.4523152376642625, 0.1118619882329178, 1.2017127295598031]|177.0215301513671875|      0.50000000|[128, 41, 4, 45]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-1.4767989350420163, -2.470512047788204, -0.96196531077631, -1.4590352056481384, 0.1749401495327485, 1.1808836530502653]|160.3182678222656250|      1.00000000|[134, 43, 4, 47]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
