k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.124229616266897, 9.759970617953131, 9.037216068789899]                      |34977249.4514715522527695|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[10.032980390397514, 10.167531079099664, 7.081310127981839]                     |3947843.4587946166284382|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[10.032980390397514, 10.167531079099664, 7.081310127981839]                     |3947843.4587946166284382|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[10.006472605168263, 10.266901399440052, 5.083956159162669]                     |1365664.4322508256882429|      4.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[10.006472605168263, 10.266901399440052, 5.083956159162669]                     |1365664.4322508256882429|      2.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[10.006472605168263, 10.266901399440052, 5.083956159162669]                     |1365664.4322508256882429|      1.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[9.478390949629636, 9.435138911545405, 4.91278101840066]                        |900157.8644264991162345|      2.00000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[9.478390949629636, 9.435138911545405, 4.91278101840066]                        |900157.8644264991162345|      1.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[8.95929750230226, 8.658843466172168, 4.555139613590549]                        |594886.2184475030517206|      2.00000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[8.398953651243968, 6.757924328822238, 4.824437221894003]                       |329525.0359060456976295|      4.00000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      11|[8.398953651243968, 6.757924328822238, 4.824437221894003]                       |329525.0359060456976295|      2.00000000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[8.398953651243968, 6.757924328822238, 4.824437221894003]                       |329525.0359060456976295|      1.00000000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[8.069233290159312, 6.341240948169614, 3.9772893931332227]                      |174006.5027829613245558|      2.00000000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[8.069233290159312, 6.341240948169614, 3.9772893931332227]                      |174006.5027829613245558|      1.00000000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[7.8768389227624915, 5.908854643172635, 3.096365735461892]                      |118120.6384218193270499|      2.00000000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
