k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[169, 24, 0, 3]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[337, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[505, 72, 0, 9]                                                            |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[673, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[841, 120, 0, 15]                                                          |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[4.13337260011184, 0.0373880528516481, 0.1746981925591997, 0.0153813947105584, 1.6535446170729404, 0.0208837392320714, 1.194362772386236, 0.0204973635835834, 0.2951643849863083, 0.0185568411219691, 0.3328419545252195, 0.0205779224421508, 0.0850853018702051, 0.0212943000589072, 0.2497447144238307, 0.0227385607504742, 1.3931944323773857, 0.0211411972133055, 1.168255231498249, 0.0227289105896456, 0.0938854733163455, 0.02385832918524, 0.1257992392842051, 0.0267575315792262, 0.3027611681852487, 0.014012510681486, 0.1034976301043233, 0.0192534051455509, 0.1189014105448949, 0.022917662312298, 0.5538271779908478, 0.018279124933205, 0.0094527306502676, 0.0181171908339546, 0.0907736384693423, 0.0149965633132034, 0.1092380842109373, 0.0139755973267243, 0.0394531877378993, 0.0235709561440264, 0.0965637385060181, 0.0211236753510501, 0.286046595500937, 0.0161393138322317, 0.4248829011629003, 0.0167127053578642, 0.1604280087957773, 0.0215677163446939, 0.0730817110380064, 0.0133579957214047, 0.3156167879362644, 0.0171027676372186, 0.1406240914332852, 0.020800428314272, 0.2838024686795983, 0.0227741770039496, 0.0638941110956909, 0.0221445223822575, 0.1538205810613935, 0.017584689374525, 0.1914114701412575, 0.0146321199022011, 0.1530575842792992, 0.015037500747645, 0.393839007343289, 0.0152780854794039]|193588.8125000000000000|      0.06250000|[953, 136, 0, 17]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[4.13337260011184, 0.0373880528516481, 0.1746981925591997, 0.0153813947105584, 1.6535446170729404, 0.0208837392320714, 1.194362772386236, 0.0204973635835834, 0.2951643849863083, 0.0185568411219691, 0.3328419545252195, 0.0205779224421508, 0.0850853018702051, 0.0212943000589072, 0.2497447144238307, 0.0227385607504742, 1.3931944323773857, 0.0211411972133055, 1.168255231498249, 0.0227289105896456, 0.0938854733163455, 0.02385832918524, 0.1257992392842051, 0.0267575315792262, 0.3027611681852487, 0.014012510681486, 0.1034976301043233, 0.0192534051455509, 0.1189014105448949, 0.022917662312298, 0.5538271779908478, 0.018279124933205, 0.0094527306502676, 0.0181171908339546, 0.0907736384693423, 0.0149965633132034, 0.1092380842109373, 0.0139755973267243, 0.0394531877378993, 0.0235709561440264, 0.0965637385060181, 0.0211236753510501, 0.286046595500937, 0.0161393138322317, 0.4248829011629003, 0.0167127053578642, 0.1604280087957773, 0.0215677163446939, 0.0730817110380064, 0.0133579957214047, 0.3156167879362644, 0.0171027676372186, 0.1406240914332852, 0.020800428314272, 0.2838024686795983, 0.0227741770039496, 0.0638941110956909, 0.0221445223822575, 0.1538205810613935, 0.017584689374525, 0.1914114701412575, 0.0146321199022011, 0.1530575842792992, 0.015037500747645, 0.393839007343289, 0.0152780854794039]|193588.8125000000000000|      0.03125000|[1122, 160, 1, 21]                                                         |  | trying linear partial model with 57 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 114 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       8|[4.134772405653059, 0.0579901811680307, 0.175866601333507, 0.0148304852323778, 1.6496280291568528, 0.0301678267865745, 1.1890134974356656, 0.0228445130665394, 0.296559134759642, 0.0117837042989404, 0.3315928174620028, 0.0222675572281633, 0.0876105775633965, 0.0226015397787058, 0.2451755088751986, 0.0265956811748642, 1.3945457540834898, 0.0268835218205902, 1.1679027496657426, 0.0285673619847167, 0.0937214267041202, 0.0189807179503531, 0.127114299756057, 0.0241372671133391, 0.3035456221232564, 0.0154190365468769, 0.1012568365926387, 0.0144673629750712, 0.1202715519878919, 0.0225748763558759, 0.5560339956327864, 0.0212373541607184, 0.00831036013675, 0.0196664268242877, 0.0894100953315721, 0.0131581161785006, 0.1050531212841669, 0.0123596651333489, 0.0405919052288138, 0.0218045641144254, 0.0931729078397347, 0.0255578977785793, 0.2863542118560924, 0.0161517182742366, 0.4231178382652818, 0.0182142106895589, 0.1632743948174504, 0.0197787382563932, 0.0749414869972759, 0.0109325833364021, 0.3129399102957724, 0.0221556859228372, 0.1412278193587083, 0.0241291701250682, 0.2840053982858589, 0.0216226875416813, 0.0620409394766393, 0.0231012532571475, 0.1550650633652381, 0.0169097002136742, 0.1938265873160503, 0.0105682224548748, 0.1526292290072412, 0.0159009274647415, 0.3930889008901662, 0.0169308254437063]|155481.2187500000000000|      0.06250000|[1234, 176, 1, 23]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
       9|[4.134772405653059, 0.0579901811680307, 0.175866601333507, 0.0148304852323778, 1.6496280291568528, 0.0301678267865745, 1.1890134974356656, 0.0228445130665394, 0.296559134759642, 0.0117837042989404, 0.3315928174620028, 0.0222675572281633, 0.0876105775633965, 0.0226015397787058, 0.2451755088751986, 0.0265956811748642, 1.3945457540834898, 0.0268835218205902, 1.1679027496657426, 0.0285673619847167, 0.0937214267041202, 0.0189807179503531, 0.127114299756057, 0.0241372671133391, 0.3035456221232564, 0.0154190365468769, 0.1012568365926387, 0.0144673629750712, 0.1202715519878919, 0.0225748763558759, 0.5560339956327864, 0.0212373541607184, 0.00831036013675, 0.0196664268242877, 0.0894100953315721, 0.0131581161785006, 0.1050531212841669, 0.0123596651333489, 0.0405919052288138, 0.0218045641144254, 0.0931729078397347, 0.0255578977785793, 0.2863542118560924, 0.0161517182742366, 0.4231178382652818, 0.0182142106895589, 0.1632743948174504, 0.0197787382563932, 0.0749414869972759, 0.0109325833364021, 0.3129399102957724, 0.0221556859228372, 0.1412278193587083, 0.0241291701250682, 0.2840053982858589, 0.0216226875416813, 0.0620409394766393, 0.0231012532571475, 0.1550650633652381, 0.0169097002136742, 0.1938265873160503, 0.0105682224548748, 0.1526292290072412, 0.0159009274647415, 0.3930889008901662, 0.0169308254437063]|155481.2187500000000000|      0.03125000|[1402, 200, 1, 26]                                                         |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 113 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
      10|[4.141221006909863, 0.0675050216379913, 0.1765242961961593, 0.0207414983764436, 1.6512367679221787, 0.0380414815471793, 1.1858281883200341, 0.0289163779603439, 0.2953937413116597, 0.011603212716141, 0.3344123675610182, 0.0236804870759239, 0.0870232830393871, 0.0201428717283686, 0.2442466126546897, 0.0312736681175124, 1.3956353917226794, 0.0340311504188567, 1.1694093064707096, 0.0349832694146842, 0.0954345233692499, 0.0246380717544889, 0.1264510235504839, 0.025290854847157, 0.3052779046008242, 0.0183832718917268, 0.0945763249764773, 0.0158544178433572, 0.1214442001497632, 0.023803923103798, 0.55611085057994, 0.0260997203716603, 0.0075891140113085, 0.0211979298830854, 0.0942721908863576, 0.0092097695115566, 0.1010419076917541, 0.0153656086973692, 0.0452393147697877, 0.0228441655145678, 0.0917915108370994, 0.0279536069508413, 0.2813652108975448, 0.0193536656528118, 0.427003477972681, 0.0256331534082167, 0.1627302590620806, 0.0195912914346756, 0.0742397253069733, 0.0074777327275895, 0.3140337342609837, 0.0178601312275803, 0.1345485500624029, 0.0263269149690845, 0.2889034427333655, 0.0273736018794246, 0.0622528449921027, 0.0203625672100929, 0.1553055844013248, 0.022996565714519, 0.1949663159814965, 0.0117344165332216, 0.1536839690831467, 0.0221976996551913, 0.3914582657907754, 0.0196200505437227]|139871.9531250000000000|      0.06250000|[1514, 216, 1, 28]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
