k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[141, 48, 0, 3]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[282, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[422, 144, 0, 9]                                                           |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[561, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[701, 240, 0, 15]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       6|[0.6827048987181555, 0.018825973218768, 0.666759219011663, 0.0250888892485122, 0.6168888218035801, 0.0166595018289483, 1.3254479129535475, 0.0304039502519664, 0.0027280143050923, 0.0248355311852456, 1.2550834376201587, 0.0206844139771354, 0.2267430038716164, 0.0208496582995626, 1.2250175868098554, 0.0223483909407735, 4.59596294196573, 0.0282237418378102, 4.4552151678002865, 0.0320765784942796, 0.078948610322397, 0.026545482169247, 0.2455753284233784, 0.0219007415725159, 0.7160098649442272, 0.0253542294324514, 0.200163891901881, 0.0212989817404385, -0.0628393158066345, 0.0246890701851099, 1.4037179218061897, 0.0207836681662386, 0.2439400660011685, 0.0216699878759531, 0.0588632466194177, 0.0210632271346096, 0.0225485848459825, 0.0241615834495717, 0.4257538407065085, 0.0126974456079771, 0.2629187986050117, 0.0163600758731482, 0.839388121408529, 0.0218238003286888, 1.031852134312414, 0.0181919697909144, 0.7959771197022258, 0.0143057787184951, 0.2480753386634643, 0.026814981898379, 0.5032628115477268, 0.0235160232579611, 0.2762593199980038, 0.0209236364189666, 0.3887944497329898, 0.0197477396999968, 0.1696307456719758, 0.0136663418616448, 0.299127313057046, 0.0205464748339403, 0.1804479979381496, 0.0197713927484155, 0.0046358608879771, 0.0240814950245235, 0.1613549940749155, 0.0203972937299561]|385730.9687500000000000|      0.06250000|[796, 272, 0, 17]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[0.6827048987181555, 0.018825973218768, 0.666759219011663, 0.0250888892485122, 0.6168888218035801, 0.0166595018289483, 1.3254479129535475, 0.0304039502519664, 0.0027280143050923, 0.0248355311852456, 1.2550834376201587, 0.0206844139771354, 0.2267430038716164, 0.0208496582995626, 1.2250175868098554, 0.0223483909407735, 4.59596294196573, 0.0282237418378102, 4.4552151678002865, 0.0320765784942796, 0.078948610322397, 0.026545482169247, 0.2455753284233784, 0.0219007415725159, 0.7160098649442272, 0.0253542294324514, 0.200163891901881, 0.0212989817404385, -0.0628393158066345, 0.0246890701851099, 1.4037179218061897, 0.0207836681662386, 0.2439400660011685, 0.0216699878759531, 0.0588632466194177, 0.0210632271346096, 0.0225485848459825, 0.0241615834495717, 0.4257538407065085, 0.0126974456079771, 0.2629187986050117, 0.0163600758731482, 0.839388121408529, 0.0218238003286888, 1.031852134312414, 0.0181919697909144, 0.7959771197022258, 0.0143057787184951, 0.2480753386634643, 0.026814981898379, 0.5032628115477268, 0.0235160232579611, 0.2762593199980038, 0.0209236364189666, 0.3887944497329898, 0.0197477396999968, 0.1696307456719758, 0.0136663418616448, 0.299127313057046, 0.0205464748339403, 0.1804479979381496, 0.0197713927484155, 0.0046358608879771, 0.0240814950245235, 0.1613549940749155, 0.0203972937299561]|385730.9687500000000000|      0.03125000|[936, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[0.6783034588026773, 0.0186337850176187, 0.6698889837209808, 0.0224243948036799, 0.6164398035445103, 0.0203045166695413, 1.3234570511545776, 0.0277685090191959, 0.0052962274370196, 0.023542466926, 1.2545010049244074, 0.0215079957309471, 0.2273520528861812, 0.0244319234812971, 1.2228633789166043, 0.0224948516115832, 4.600491290220684, 0.0432552421667023, 4.456124425963952, 0.0460502457812494, 0.073366126373073, 0.0259464993406026, 0.2454506931720906, 0.0241597162579541, 0.7184500056300704, 0.0246539752529155, 0.1997371657345745, 0.0217632991958146, -0.0626211231705383, 0.0285717674685803, 1.4040491532769408, 0.0258239827389667, 0.2426847241799738, 0.0249445181084153, 0.0568469594870434, 0.0237774439562609, 0.0206921807833355, 0.0273163403823473, 0.4302411075626612, 0.0071933323315384, 0.2610546119140007, 0.0130998712821673, 0.8416615333886027, 0.0226206341223378, 1.0327097118820059, 0.0223153987202615, 0.7914562306050932, 0.0157715337077635, 0.2489284205015563, 0.0299599361775564, 0.5010380254545937, 0.0254063634830555, 0.2810715871404886, 0.016185536491352, 0.3895273041121038, 0.0159971665583342, 0.1682423236739648, 0.0171998093331366, 0.3017996460330933, 0.0163044999603399, 0.1791510775091255, 0.0199999884746573, 0.0005007567846617, 0.0222980721364666, 0.1553523290355916, 0.0265051973179822]|323067.6250000000000000|      0.06250000|[1030, 352, 0, 22]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[0.6783034588026773, 0.0186337850176187, 0.6698889837209808, 0.0224243948036799, 0.6164398035445103, 0.0203045166695413, 1.3234570511545776, 0.0277685090191959, 0.0052962274370196, 0.023542466926, 1.2545010049244074, 0.0215079957309471, 0.2273520528861812, 0.0244319234812971, 1.2228633789166043, 0.0224948516115832, 4.600491290220684, 0.0432552421667023, 4.456124425963952, 0.0460502457812494, 0.073366126373073, 0.0259464993406026, 0.2454506931720906, 0.0241597162579541, 0.7184500056300704, 0.0246539752529155, 0.1997371657345745, 0.0217632991958146, -0.0626211231705383, 0.0285717674685803, 1.4040491532769408, 0.0258239827389667, 0.2426847241799738, 0.0249445181084153, 0.0568469594870434, 0.0237774439562609, 0.0206921807833355, 0.0273163403823473, 0.4302411075626612, 0.0071933323315384, 0.2610546119140007, 0.0130998712821673, 0.8416615333886027, 0.0226206341223378, 1.0327097118820059, 0.0223153987202615, 0.7914562306050932, 0.0157715337077635, 0.2489284205015563, 0.0299599361775564, 0.5010380254545937, 0.0254063634830555, 0.2810715871404886, 0.016185536491352, 0.3895273041121038, 0.0159971665583342, 0.1682423236739648, 0.0171998093331366, 0.3017996460330933, 0.0163044999603399, 0.1791510775091255, 0.0199999884746573, 0.0005007567846617, 0.0222980721364666, 0.1553523290355916, 0.0265051973179822]|323067.6250000000000000|      0.03125000|[1169, 400, 0, 25]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      10|[0.6783034588026773, 0.0186337850176187, 0.6698889837209808, 0.0224243948036799, 0.6164398035445103, 0.0203045166695413, 1.3234570511545776, 0.0277685090191959, 0.0052962274370196, 0.023542466926, 1.2545010049244074, 0.0215079957309471, 0.2273520528861812, 0.0244319234812971, 1.2228633789166043, 0.0224948516115832, 4.600491290220684, 0.0432552421667023, 4.456124425963952, 0.0460502457812494, 0.073366126373073, 0.0259464993406026, 0.2454506931720906, 0.0241597162579541, 0.7184500056300704, 0.0246539752529155, 0.1997371657345745, 0.0217632991958146, -0.0626211231705383, 0.0285717674685803, 1.4040491532769408, 0.0258239827389667, 0.2426847241799738, 0.0249445181084153, 0.0568469594870434, 0.0237774439562609, 0.0206921807833355, 0.0273163403823473, 0.4302411075626612, 0.0071933323315384, 0.2610546119140007, 0.0130998712821673, 0.8416615333886027, 0.0226206341223378, 1.0327097118820059, 0.0223153987202615, 0.7914562306050932, 0.0157715337077635, 0.2489284205015563, 0.0299599361775564, 0.5010380254545937, 0.0254063634830555, 0.2810715871404886, 0.016185536491352, 0.3895273041121038, 0.0159971665583342, 0.1682423236739648, 0.0171998093331366, 0.3017996460330933, 0.0163044999603399, 0.1791510775091255, 0.0199999884746573, 0.0005007567846617, 0.0222980721364666, 0.1553523290355916, 0.0265051973179822]|323067.6250000000000000|      0.01562500|[1308, 448, 0, 28]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
