k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.50000000|[104, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.25000000|[206, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 91 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.12500000|[319, 50, 0, 25]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 102 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.0098029604941, -0.019409861778, -0.028820703853, -0.038035486717, -0.047054210372, -0.055876874816, -0.064503480051, -0.072934026076, -0.081168512891, -0.089206940496, -0.097049308891, -0.10469561808, -0.11214586805, -0.11940005882, -0.12645819037, -0.13332026272, -0.13998627586, -0.14645622978, -0.1527301245, -0.15880796, -0.1646897363, -0.17037545339, -0.17586511126, -0.18115870993, -0.18625624939, -0.19115772963, -0.19586315067, -0.2003725125, -0.20468581512, -0.20880305852, -0.21272424272, -0.21644936771, -0.21997843349, -0.22331144005, -0.22644838741, -0.22938927556, -0.2321341045, -0.23468287423, -0.23703558475, -0.23919223606, -0.24115282815, -0.24291736104, -0.24448583472, -0.24585824919, -0.24703460445, -0.2480149005, -0.24879913734, -0.24938731497, -0.24977943339, -0.2499754926, -0.2499754926, -0.24977943339, -0.24938731497, -0.24879913734, -0.2480149005, -0.24703460445, -0.24585824919, -0.24448583472, -0.24291736104, -0.24115282815, -0.23919223606, -0.23703558475, -0.23468287423, -0.2321341045, -0.22938927556, -0.22644838741, -0.22331144005, -0.21997843349, -0.21644936771, -0.21272424272, -0.20880305852, -0.20468581512, -0.2003725125, -0.19586315067, -0.19115772963, -0.18625624939, -0.18115870993, -0.17586511126, -0.17037545339, -0.1646897363, -0.15880796, -0.1527301245, -0.14645622978, -0.13998627586, -0.13332026272, -0.12645819037, -0.11940005882, -0.11214586805, -0.10469561808, -0.097049308891, -0.089206940496, -0.081168512891, -0.072934026076, -0.064503480051, -0.055876874816, -0.047054210372, -0.038035486717, -0.028820703853, -0.019409861778, -0.0098029604941]| 99.9875072002955676|      0.06250000|[430, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.019737466703633, -0.0178882059951663, -0.0330866843576852, -0.0316638411981024, -0.0366533650961712, -0.0554182287020121, -0.0650415502994354, -0.0722240238907405, -0.0787658003108088, -0.0891087276375383, -0.0996143675849008, -0.0997850686654625, -0.1206254575208621, -0.1179368168864525, -0.1408433944365764, -0.1352663768527506, -0.1414517850625889, -0.1424966641729971, -0.1534421121017921, -0.1569830031826048, -0.1636958968652832, -0.159140173381514, -0.1744266976402364, -0.1813379607310369, -0.1850306849664328, -0.189574179603397, -0.1920723751657963, -0.2058646073783099, -0.2123157749124112, -0.2151694556604012, -0.2160839868131045, -0.2071539494058099, -0.2165539713337014, -0.2328825776565187, -0.2371511032858867, -0.2270337566495977, -0.2299770056421959, -0.2232017994456861, -0.2346984946024281, -0.2443424149520324, -0.2497789506278744, -0.2514370557338962, -0.251091804113808, -0.2453002000893658, -0.2467632145787335, -0.2443164755166391, -0.2539342344846187, -0.2432462189131926, -0.2459267215135675, -0.2480449922677524, -0.2483251265939698, -0.2687246346391519, -0.2545294418777966, -0.2391953613266021, -0.2485456842930663, -0.2414474856217889, -0.2358768395884461, -0.2387382216295175, -0.2466196409201266, -0.2329666405218692, -0.2391623369806677, -0.2409582399329425, -0.2261618846470985, -0.235843554514038, -0.2351338288263866, -0.2248605835797159, -0.2186016350202252, -0.2201494470563916, -0.2184489910312071, -0.2197439761216207, -0.2079425573025255, -0.211061936564749, -0.2143677514811555, -0.1882101544002393, -0.1915521398295836, -0.1821014001171251, -0.1785783612961163, -0.1762100584773647, -0.1737393016228113, -0.1601963808718407, -0.1535949979123104, -0.1542460643710854, -0.1462185569426183, -0.1517726210748267, -0.1369686191837975, -0.1338197287141582, -0.1096510083236398, -0.1183323079565272, -0.0952786780998526, -0.0948835291213781, -0.0893073727650083, -0.0875946664794598, -0.0666132696206663, -0.0693585874461405, -0.0598271904735478, -0.0498180146233717, -0.0426193679725684, -0.0214874288837229, -0.0153792344881036, -0.0262218811547903]| 99.9563751220703125|      0.12500000|[456, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[-0.019737466703633, -0.0178882059951663, -0.0330866843576852, -0.0316638411981024, -0.0366533650961712, -0.0554182287020121, -0.0650415502994354, -0.0722240238907405, -0.0787658003108088, -0.0891087276375383, -0.0996143675849008, -0.0997850686654625, -0.1206254575208621, -0.1179368168864525, -0.1408433944365764, -0.1352663768527506, -0.1414517850625889, -0.1424966641729971, -0.1534421121017921, -0.1569830031826048, -0.1636958968652832, -0.159140173381514, -0.1744266976402364, -0.1813379607310369, -0.1850306849664328, -0.189574179603397, -0.1920723751657963, -0.2058646073783099, -0.2123157749124112, -0.2151694556604012, -0.2160839868131045, -0.2071539494058099, -0.2165539713337014, -0.2328825776565187, -0.2371511032858867, -0.2270337566495977, -0.2299770056421959, -0.2232017994456861, -0.2346984946024281, -0.2443424149520324, -0.2497789506278744, -0.2514370557338962, -0.251091804113808, -0.2453002000893658, -0.2467632145787335, -0.2443164755166391, -0.2539342344846187, -0.2432462189131926, -0.2459267215135675, -0.2480449922677524, -0.2483251265939698, -0.2687246346391519, -0.2545294418777966, -0.2391953613266021, -0.2485456842930663, -0.2414474856217889, -0.2358768395884461, -0.2387382216295175, -0.2466196409201266, -0.2329666405218692, -0.2391623369806677, -0.2409582399329425, -0.2261618846470985, -0.235843554514038, -0.2351338288263866, -0.2248605835797159, -0.2186016350202252, -0.2201494470563916, -0.2184489910312071, -0.2197439761216207, -0.2079425573025255, -0.211061936564749, -0.2143677514811555, -0.1882101544002393, -0.1915521398295836, -0.1821014001171251, -0.1785783612961163, -0.1762100584773647, -0.1737393016228113, -0.1601963808718407, -0.1535949979123104, -0.1542460643710854, -0.1462185569426183, -0.1517726210748267, -0.1369686191837975, -0.1338197287141582, -0.1096510083236398, -0.1183323079565272, -0.0952786780998526, -0.0948835291213781, -0.0893073727650083, -0.0875946664794598, -0.0666132696206663, -0.0693585874461405, -0.0598271904735478, -0.0498180146233717, -0.0426193679725684, -0.0214874288837229, -0.0153792344881036, -0.0262218811547903]| 99.9563751220703125|      0.06250000|[567, 90, 0, 45]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.0221961492957459, -0.0233254838626531, -0.0240491449632647, -0.0201337072784779, -0.0472403175049823, -0.0508833586187354, -0.0611913772210908, -0.072250922691232, -0.0813077137833764, -0.0911590480312754, -0.0907458416815285, -0.1082429236218099, -0.1256385637551009, -0.1180236977721815, -0.1420062364497539, -0.1484662535197405, -0.1356860780481883, -0.1367289225373186, -0.1541846671219317, -0.1506437173694184, -0.1599319359563364, -0.1733498731029144, -0.1703068688572818, -0.1843026992542702, -0.1844528974345528, -0.1864337697816727, -0.1851854564762893, -0.2076000997319121, -0.2126013621428122, -0.2209909693735435, -0.2165491482352772, -0.2155593656195806, -0.220981689946576, -0.2261117009679668, -0.2459558511277054, -0.2279970036253507, -0.2263206674036443, -0.2245537561298461, -0.23133467300561, -0.2444690083429895, -0.2409728719522031, -0.2620897539044675, -0.2532812784463037, -0.2386369766799815, -0.2473462077122038, -0.2417796237261994, -0.2486157035601911, -0.2386415620650243, -0.2416236624922033, -0.2429810996216586, -0.2496409363181469, -0.2629631363381546, -0.2659870833515099, -0.2446861595186848, -0.2557929371413474, -0.2400235896871638, -0.2458064118723459, -0.2429859647464861, -0.2467826801777689, -0.2361788208036733, -0.2607885550361488, -0.252364218926693, -0.2259305604073077, -0.235071012470979, -0.2418743020138228, -0.2268613435098927, -0.2262276774551536, -0.2204930459500766, -0.2302671385482264, -0.2231686146130325, -0.2001038732033867, -0.2130062727560982, -0.2135374467273966, -0.1885268724146414, -0.192872525468212, -0.1829815011228166, -0.1790434452221041, -0.1762192110755739, -0.1717462185816913, -0.1650210483182368, -0.1468433588022116, -0.1501183219263615, -0.1453192644518904, -0.1443161212592161, -0.1486057169647913, -0.1328353146386534, -0.1125597687772417, -0.1219343218135025, -0.1009266342787575, -0.0989688167180124, -0.090407608434462, -0.0793427621013724, -0.0584419531069076, -0.0695570551001052, -0.06540765469134, -0.0497340259443039, -0.043995600965008, -0.0209068643877039, -0.0179531544155154, -0.0432019972556991]| 99.9317550659179688|      0.12500000|[617, 98, 0, 49]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | iterate success | actual_k=2
       8|[-0.0221961492957459, -0.0233254838626531, -0.0240491449632647, -0.0201337072784779, -0.0472403175049823, -0.0508833586187354, -0.0611913772210908, -0.072250922691232, -0.0813077137833764, -0.0911590480312754, -0.0907458416815285, -0.1082429236218099, -0.1256385637551009, -0.1180236977721815, -0.1420062364497539, -0.1484662535197405, -0.1356860780481883, -0.1367289225373186, -0.1541846671219317, -0.1506437173694184, -0.1599319359563364, -0.1733498731029144, -0.1703068688572818, -0.1843026992542702, -0.1844528974345528, -0.1864337697816727, -0.1851854564762893, -0.2076000997319121, -0.2126013621428122, -0.2209909693735435, -0.2165491482352772, -0.2155593656195806, -0.220981689946576, -0.2261117009679668, -0.2459558511277054, -0.2279970036253507, -0.2263206674036443, -0.2245537561298461, -0.23133467300561, -0.2444690083429895, -0.2409728719522031, -0.2620897539044675, -0.2532812784463037, -0.2386369766799815, -0.2473462077122038, -0.2417796237261994, -0.2486157035601911, -0.2386415620650243, -0.2416236624922033, -0.2429810996216586, -0.2496409363181469, -0.2629631363381546, -0.2659870833515099, -0.2446861595186848, -0.2557929371413474, -0.2400235896871638, -0.2458064118723459, -0.2429859647464861, -0.2467826801777689, -0.2361788208036733, -0.2607885550361488, -0.252364218926693, -0.2259305604073077, -0.235071012470979, -0.2418743020138228, -0.2268613435098927, -0.2262276774551536, -0.2204930459500766, -0.2302671385482264, -0.2231686146130325, -0.2001038732033867, -0.2130062727560982, -0.2135374467273966, -0.1885268724146414, -0.192872525468212, -0.1829815011228166, -0.1790434452221041, -0.1762192110755739, -0.1717462185816913, -0.1650210483182368, -0.1468433588022116, -0.1501183219263615, -0.1453192644518904, -0.1443161212592161, -0.1486057169647913, -0.1328353146386534, -0.1125597687772417, -0.1219343218135025, -0.1009266342787575, -0.0989688167180124, -0.090407608434462, -0.0793427621013724, -0.0584419531069076, -0.0695570551001052, -0.06540765469134, -0.0497340259443039, -0.043995600965008, -0.0209068643877039, -0.0179531544155154, -0.0432019972556991]| 99.9317550659179688|      0.06250000|[719, 114, 0, 57]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-0.0349034702811176, -0.0266154901257822, -0.0292138182544665, -0.0231071014527955, -0.042455682144292, -0.0603510644603794, -0.0610901209962796, -0.065819710340967, -0.0911259783395677, -0.0893101486665027, -0.0846067659888834, -0.1070442226726374, -0.1309490722209262, -0.1155815498350792, -0.1411024744888767, -0.1434631627185929, -0.1365320102756781, -0.1351240601955912, -0.1546354193796632, -0.1503276923642134, -0.155161916264586, -0.1667590837642487, -0.1598397861957359, -0.1866293544188564, -0.186536641034953, -0.1835648921742243, -0.1861455014322325, -0.2127822519830089, -0.2168922161019551, -0.2268364357933061, -0.2094123214292692, -0.2163651092941882, -0.2202738977712606, -0.2209559051717346, -0.2524637122708753, -0.2331447204899507, -0.2210049086271261, -0.2191318419437406, -0.2301673330884334, -0.2484427947485609, -0.2356738715543463, -0.2633522172211046, -0.2512240712094405, -0.2269678311151722, -0.2436652758262689, -0.2419948748578668, -0.241058176511404, -0.2439255621422475, -0.2411861350728364, -0.2562817944056663, -0.2372792878618074, -0.2633087983659476, -0.2642663936431239, -0.2486454559751045, -0.2658874954891327, -0.2377727485377554, -0.2497645422757548, -0.2532361307951905, -0.2473928834864579, -0.2252552432403863, -0.2438441069117586, -0.2598893085478807, -0.2138994263319391, -0.2290560415448921, -0.2429150608848873, -0.2312268160962998, -0.2293804077087594, -0.2197358352811264, -0.2263194280255018, -0.2260148787337142, -0.1934883329697221, -0.2225367849657229, -0.2228245211801536, -0.187161421217541, -0.1933344067896603, -0.1834294701783543, -0.195763856336436, -0.180826192223202, -0.1722743238605856, -0.1554170330429364, -0.1466350628489732, -0.1521709769387928, -0.1498864604241024, -0.1469081294215075, -0.1437986419775183, -0.1275114247529495, -0.1120005386381007, -0.1236105515233537, -0.0991062999110796, -0.0980824318931649, -0.0919392062876795, -0.0798817615921544, -0.0587392400503597, -0.0613982780905204, -0.0613835088801481, -0.054708086721062, -0.0495426635037744, -0.0123710258828042, -0.0101397849617001, -0.0610887747659299]| 99.9113082885742188|      0.12500000|[745, 118, 0, 59]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[-0.0349034702811176, -0.0266154901257822, -0.0292138182544665, -0.0231071014527955, -0.042455682144292, -0.0603510644603794, -0.0610901209962796, -0.065819710340967, -0.0911259783395677, -0.0893101486665027, -0.0846067659888834, -0.1070442226726374, -0.1309490722209262, -0.1155815498350792, -0.1411024744888767, -0.1434631627185929, -0.1365320102756781, -0.1351240601955912, -0.1546354193796632, -0.1503276923642134, -0.155161916264586, -0.1667590837642487, -0.1598397861957359, -0.1866293544188564, -0.186536641034953, -0.1835648921742243, -0.1861455014322325, -0.2127822519830089, -0.2168922161019551, -0.2268364357933061, -0.2094123214292692, -0.2163651092941882, -0.2202738977712606, -0.2209559051717346, -0.2524637122708753, -0.2331447204899507, -0.2210049086271261, -0.2191318419437406, -0.2301673330884334, -0.2484427947485609, -0.2356738715543463, -0.2633522172211046, -0.2512240712094405, -0.2269678311151722, -0.2436652758262689, -0.2419948748578668, -0.241058176511404, -0.2439255621422475, -0.2411861350728364, -0.2562817944056663, -0.2372792878618074, -0.2633087983659476, -0.2642663936431239, -0.2486454559751045, -0.2658874954891327, -0.2377727485377554, -0.2497645422757548, -0.2532361307951905, -0.2473928834864579, -0.2252552432403863, -0.2438441069117586, -0.2598893085478807, -0.2138994263319391, -0.2290560415448921, -0.2429150608848873, -0.2312268160962998, -0.2293804077087594, -0.2197358352811264, -0.2263194280255018, -0.2260148787337142, -0.1934883329697221, -0.2225367849657229, -0.2228245211801536, -0.187161421217541, -0.1933344067896603, -0.1834294701783543, -0.195763856336436, -0.180826192223202, -0.1722743238605856, -0.1554170330429364, -0.1466350628489732, -0.1521709769387928, -0.1498864604241024, -0.1469081294215075, -0.1437986419775183, -0.1275114247529495, -0.1120005386381007, -0.1236105515233537, -0.0991062999110796, -0.0980824318931649, -0.0919392062876795, -0.0798817615921544, -0.0587392400503597, -0.0613982780905204, -0.0613835088801481, -0.054708086721062, -0.0495426635037744, -0.0123710258828042, -0.0101397849617001, -0.0610887747659299]| 99.9113082885742188|      0.06250000|[847, 134, 0, 67]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 90 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
