k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837735714665246, 10.088547731465157, 9.017233699724509]                      |33320054.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.815618181258195, 10.665254296152815, 7.37067504004176]                      |5525594.0000000000000000|      4.00000000|[13, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[8.726797526963288, 11.24328494797242, 4.008724885778911]                       |2163650.2500000000000000|      8.00000000|[19, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[8.726797526963288, 11.24328494797242, 4.008724885778911]                       |2163650.2500000000000000|      4.00000000|[25, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[7.129116401621535, 7.639107431416835, 3.3324709017744345]                      |274260.0000000000000000|      8.00000000|[31, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[7.129116401621535, 7.639107431416835, 3.3324709017744345]                      |274260.0000000000000000|      4.00000000|[37, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[7.129116401621535, 7.639107431416835, 3.3324709017744345]                      |274260.0000000000000000|      2.00000000|[43, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[6.368437780735167, 5.843742182136585, 3.777478381939972]                       |81425.2187500000000000|      4.00000000|[49, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[6.368437780735167, 5.843742182136585, 3.777478381939972]                       |81425.2187500000000000|      2.00000000|[55, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[6.368437780735167, 5.843742182136585, 3.777478381939972]                       |81425.2187500000000000|      1.00000000|[61, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[6.051379120649723, 5.236607266761424, 3.048876295340421]                       |47289.0781250000000000|      2.00000000|[67, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[4.5198827282001455, 4.353887223859987, 2.1132887121746258]                     |14264.0664062500000000|      4.00000000|[73, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[4.5198827282001455, 4.353887223859987, 2.1132887121746258]                     |14264.0664062500000000|      2.00000000|[79, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[4.5198827282001455, 4.353887223859987, 2.1132887121746258]                     |14264.0664062500000000|      1.00000000|[85, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[4.864522741008928, 3.527857765882151, 1.6673082236731611]                      |7470.4164078393168893|      2.00000000|[91, 30, 1, 31]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
