k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00195312|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00097656|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00048828|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[3.259362251e-07, -4.0358555603e-06, 0.0099910162914422, 0.0003689171997564, 7.4526884236e-06, 0.0979798962316688, 0.0001696613074019, 3.86263535991e-05]|  0.7873766362976382|      0.00006104|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[3.259362251e-07, -4.0358555603e-06, 0.0099910162914422, 0.0003689171997564, 7.4526884236e-06, 0.0979798962316688, 0.0001696613074019, 3.86263535991e-05]|  0.7873766362976382|      0.00003052|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[3.259362251e-07, -4.0358555603e-06, 0.0099910162914422, 0.0003689171997564, 7.4526884236e-06, 0.0979798962316688, 0.0001696613074019, 3.86263535991e-05]|  0.7873766362976382|      0.00001526|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[3.259362251e-07, -4.0358555603e-06, 0.0099910162914422, 0.0003689171997564, 7.4526884236e-06, 0.0979798962316688, 0.0001696613074019, 3.86263535991e-05]|  0.7873766362976382|      0.00000763|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[7.4473485e-08, -2.7528641368e-06, 0.009989635477335, 0.0003708733778464, 1.00594168208e-05, 0.0979813498492484, 0.0001641873165216, 3.51778079737e-05]|  0.7774596048553621|      0.00001526|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[7.4473485e-08, -2.7528641368e-06, 0.009989635477335, 0.0003708733778464, 1.00594168208e-05, 0.0979813498492484, 0.0001641873165216, 3.51778079737e-05]|  0.7774596048553621|      0.00000763|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[7.4473485e-08, -2.7528641368e-06, 0.009989635477335, 0.0003708733778464, 1.00594168208e-05, 0.0979813498492484, 0.0001641873165216, 3.51778079737e-05]|  0.7774596048553621|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[2.270340514e-07, -3.3570249317e-06, 0.0099896622786484, 0.0003709416502077, 1.12888917998e-05, 0.0979813348289556, 0.0001668321004497, 3.75551035908e-05]|  0.7709691994668234|      0.00000763|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[2.270340514e-07, -3.3570249317e-06, 0.0099896622786484, 0.0003709416502077, 1.12888917998e-05, 0.0979813348289556, 0.0001668321004497, 3.75551035908e-05]|  0.7709691994668234|      0.00000381|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[-6.398753332e-07, -3.1369799156e-06, 0.0099881581580057, 0.0003729228083783, 1.36648466481e-05, 0.0979818609670525, 0.0001663304566201, 3.63757106691e-05]|  0.7693241798905630|      0.00000763|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[-6.398753332e-07, -3.1369799156e-06, 0.0099881581580057, 0.0003729228083783, 1.36648466481e-05, 0.0979818609670525, 0.0001663304566201, 3.63757106691e-05]|  0.7693241798905630|      0.00000381|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-6.398753332e-07, -3.1369799156e-06, 0.0099881581580057, 0.0003729228083783, 1.36648466481e-05, 0.0979818609670525, 0.0001663304566201, 3.63757106691e-05]|  0.7693241798905630|      0.00000191|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-6.398753332e-07, -3.1369799156e-06, 0.0099881581580057, 0.0003729228083783, 1.36648466481e-05, 0.0979818609670525, 0.0001663304566201, 3.63757106691e-05]|  0.7693241798905630|      0.00000095|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[-6.398753332e-07, -3.1369799156e-06, 0.0099881581580057, 0.0003729228083783, 1.36648466481e-05, 0.0979818609670525, 0.0001663304566201, 3.63757106691e-05]|  0.7693241798905630|      0.00000048|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[-6.25550378e-07, -3.1102935144e-06, 0.0099882098817812, 0.0003728106253941, 1.37934140691e-05, 0.0979818826443628, 0.0001666763614096, 3.66487423984e-05]|  0.7691177992896239|      0.00000095|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[-5.414317628e-07, -3.0036303821e-06, 0.009988445839068, 0.0003719607374702, 1.41098919798e-05, 0.0979819484644926, 0.0001666275358551, 3.6570117212e-05]|  0.7690140908415714|      0.00000191|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[-5.414317628e-07, -3.0036303821e-06, 0.009988445839068, 0.0003719607374702, 1.41098919798e-05, 0.0979819484644926, 0.0001666275358551, 3.6570117212e-05]|  0.7690140908415714|      0.00000095|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      33|[-5.414317628e-07, -3.0036303821e-06, 0.009988445839068, 0.0003719607374702, 1.41098919798e-05, 0.0979819484644926, 0.0001666275358551, 3.6570117212e-05]|  0.7690140908415714|      0.00000048|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[-5.362864325e-07, -2.9565080833e-06, 0.0099884238788001, 0.0003720046787894, 1.44345810884e-05, 0.097981924912059, 0.0001667874049228, 3.68720737385e-05]|  0.7689844742610968|      0.00000095|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[-5.362864325e-07, -2.9565080833e-06, 0.0099884238788001, 0.0003720046787894, 1.44345810884e-05, 0.097981924912059, 0.0001667874049228, 3.68720737385e-05]|  0.7689844742610968|      0.00000048|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[-5.362864325e-07, -2.9565080833e-06, 0.0099884238788001, 0.0003720046787894, 1.44345810884e-05, 0.097981924912059, 0.0001667874049228, 3.68720737385e-05]|  0.7689844742610968|      0.00000024|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[-5.103147537e-07, -2.9597275448e-06, 0.0099884241843969, 0.0003720060823438, 1.45201368036e-05, 0.0979819353101111, 0.0001667098978801, 3.66653826141e-05]|  0.7689396326136084|      0.00000048|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
