k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.25000000|[47, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.2518461352338818, 0.1425004854747721, 0.275900694624711, 0.388917388013025, 0.4505866274988947, 0.607422678725218, 0.8170568685001486, 0.9147917723445314, 0.844637781674368, 1.0546968190618613]| 35.3882064819335938|      0.50000000|[69, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[0.2518461352338818, 0.1425004854747721, 0.275900694624711, 0.388917388013025, 0.4505866274988947, 0.607422678725218, 0.8170568685001486, 0.9147917723445314, 0.844637781674368, 1.0546968190618613]| 35.3882064819335938|      0.25000000|[91, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.251398280397363, 0.1196586216123288, 0.1603648944054265, 0.3055384499725948, 0.3265474289688851, 0.6933538987748298, 0.7940356917830046, 0.862418410917149, 0.8369696061861553, 1.179500017775394]| 23.4242572784423828|      0.50000000|[114, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       6|[0.251398280397363, 0.1196586216123288, 0.1603648944054265, 0.3055384499725948, 0.3265474289688851, 0.6933538987748298, 0.7940356917830046, 0.862418410917149, 0.8369696061861553, 1.179500017775394]| 23.4242572784423828|      0.25000000|[137, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[0.2767915246109141, 0.1287149343693466, 0.2690117647113949, 0.3331548933785693, 0.3015700196293686, 0.7623430535943456, 0.8775749984957391, 0.8479097332307514, 0.7236842292511821, 1.025227248330152]|  8.9551296234130859|      0.50000000|[160, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[0.2767915246109141, 0.1287149343693466, 0.2690117647113949, 0.3331548933785693, 0.3015700196293686, 0.7623430535943456, 0.8775749984957391, 0.8479097332307514, 0.7236842292511821, 1.025227248330152]|  8.9551296234130859|      0.25000000|[184, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[0.2767915246109141, 0.1287149343693466, 0.2690117647113949, 0.3331548933785693, 0.3015700196293686, 0.7623430535943456, 0.8775749984957391, 0.8479097332307514, 0.7236842292511821, 1.025227248330152]|  8.9551296234130859|      0.12500000|[208, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.2634355381749571, 0.1868224052424214, 0.2447491417434343, 0.3209913914612645, 0.3164175109610025, 0.8176993192564677, 0.8604787967626603, 0.8572662761609189, 0.8070206065916138, 0.9983205045945712]|  4.9567232131958008|      0.25000000|[230, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      11|[0.2634355381749571, 0.1868224052424214, 0.2447491417434343, 0.3209913914612645, 0.3164175109610025, 0.8176993192564677, 0.8604787967626603, 0.8572662761609189, 0.8070206065916138, 0.9983205045945712]|  4.9567232131958008|      0.12500000|[253, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[0.2634355381749571, 0.1868224052424214, 0.2447491417434343, 0.3209913914612645, 0.3164175109610025, 0.8176993192564677, 0.8604787967626603, 0.8572662761609189, 0.8070206065916138, 0.9983205045945712]|  4.9567232131958008|      0.06250000|[276, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[0.2315837413739298, 0.2038653184711509, 0.2488563800348368, 0.3182622989856037, 0.3369101051236121, 0.8549640006919887, 0.8640616343482703, 0.8460760172779254, 0.8207032016451005, 0.977271517144679]|  3.8726227283477783|      0.12500000|[298, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[0.2315837413739298, 0.2038653184711509, 0.2488563800348368, 0.3182622989856037, 0.3369101051236121, 0.8549640006919887, 0.8640616343482703, 0.8460760172779254, 0.8207032016451005, 0.977271517144679]|  3.8726227283477783|      0.06250000|[320, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[0.2315837413739298, 0.2038653184711509, 0.2488563800348368, 0.3182622989856037, 0.3369101051236121, 0.8549640006919887, 0.8640616343482703, 0.8460760172779254, 0.8207032016451005, 0.977271517144679]|  3.8726227283477783|      0.03125000|[342, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[0.2319550753196262, 0.2235728806815767, 0.2413014562220424, 0.3344211297519312, 0.3312853894421008, 0.8642627825662433, 0.8708304300220566, 0.8472886788067028, 0.8167215629974508, 0.9678584115333027]|  3.3725414276123047|      0.06250000|[366, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      17|[0.2319550753196262, 0.2235728806815767, 0.2413014562220424, 0.3344211297519312, 0.3312853894421008, 0.8642627825662433, 0.8708304300220566, 0.8472886788067028, 0.8167215629974508, 0.9678584115333027]|  3.3725414276123047|      0.03125000|[390, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[0.2319550753196262, 0.2235728806815767, 0.2413014562220424, 0.3344211297519312, 0.3312853894421008, 0.8642627825662433, 0.8708304300220566, 0.8472886788067028, 0.8167215629974508, 0.9678584115333027]|  3.3725414276123047|      0.01562500|[412, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[0.2360207606972194, 0.2311229781158904, 0.2384552277777633, 0.3421358028629681, 0.3376879999597252, 0.8653382465634668, 0.8718076913681191, 0.8445818779832793, 0.8222506470871656, 0.9631693782620874]|  3.2026362419128418|      0.03125000|[434, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      20|[0.2360207606972194, 0.2311229781158904, 0.2384552277777633, 0.3421358028629681, 0.3376879999597252, 0.8653382465634668, 0.8718076913681191, 0.8445818779832793, 0.8222506470871656, 0.9631693782620874]|  3.2026362419128418|      0.01562500|[458, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[0.2364610797084467, 0.2313867251409517, 0.2325397547224566, 0.3443996296138349, 0.3394600670454048, 0.8573216885239847, 0.8738314827999296, 0.846886721347484, 0.8328097340528756, 0.9592385167979584]|  3.1260988712310791|      0.03125000|[481, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[0.2364610797084467, 0.2313867251409517, 0.2325397547224566, 0.3443996296138349, 0.3394600670454048, 0.8573216885239847, 0.8738314827999296, 0.846886721347484, 0.8328097340528756, 0.9592385167979584]|  3.1260988712310791|      0.01562500|[503, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
