k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.50000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.25000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]                              | 51.0855557048649089|      0.12500000|[87, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.1451590150974612, 0.167058217958508, 0.2641711867119257, 0.3502005731366229, 0.4830947975981294, 0.6556589614711898, 0.7192710327537809, 0.8586905806578861, 0.9205727041828403, 1.03337538905772]| 34.7399597167968750|      0.25000000|[115, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[0.2408253168596951, 0.1885591534235089, 0.2031270735717505, 0.4286879746085903, 0.4378131866577995, 0.7921398229011349, 0.7932807783788952, 0.8082767185677142, 0.9181374201331932, 0.9138068640621341]| 23.1928367614746094|      0.50000000|[144, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[0.2408253168596951, 0.1885591534235089, 0.2031270735717505, 0.4286879746085903, 0.4378131866577995, 0.7921398229011349, 0.7932807783788952, 0.8082767185677142, 0.9181374201331932, 0.9138068640621341]| 23.1928367614746094|      0.25000000|[172, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.2240217681246503, 0.1728621697892621, 0.2598692081176934, 0.3204247084986211, 0.2969055019532897, 0.9185879003274042, 0.7811234955878429, 0.9069985810811263, 0.9506710494659563, 0.8984997990612381]|  5.1449341773986816|      0.50000000|[200, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[0.2240217681246503, 0.1728621697892621, 0.2598692081176934, 0.3204247084986211, 0.2969055019532897, 0.9185879003274042, 0.7811234955878429, 0.9069985810811263, 0.9506710494659563, 0.8984997990612381]|  5.1449341773986816|      0.25000000|[228, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.2240217681246503, 0.1728621697892621, 0.2598692081176934, 0.3204247084986211, 0.2969055019532897, 0.9185879003274042, 0.7811234955878429, 0.9069985810811263, 0.9506710494659563, 0.8984997990612381]|  5.1449341773986816|      0.12500000|[257, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.2240217681246503, 0.1728621697892621, 0.2598692081176934, 0.3204247084986211, 0.2969055019532897, 0.9185879003274042, 0.7811234955878429, 0.9069985810811263, 0.9506710494659563, 0.8984997990612381]|  5.1449341773986816|      0.06250000|[285, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.2535663067850741, 0.1717480643097165, 0.2423983770194682, 0.3384198700534639, 0.3097318296805558, 0.9291633957770122, 0.8244957500907429, 0.8976903414154568, 0.9397929646088256, 0.8921288554728175]|  4.2270989418029785|      0.12500000|[314, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[0.2535663067850741, 0.1717480643097165, 0.2423983770194682, 0.3384198700534639, 0.3097318296805558, 0.9291633957770122, 0.8244957500907429, 0.8976903414154568, 0.9397929646088256, 0.8921288554728175]|  4.2270989418029785|      0.06250000|[342, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.2247867656549105, 0.2106081394725627, 0.2225085961720179, 0.3254491793269061, 0.3327615425308018, 0.9249463265993972, 0.8336596445817391, 0.8984212111503347, 0.9543622979932684, 0.879514878459224]|  3.4632549285888672|      0.12500000|[370, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[0.2247867656549105, 0.2106081394725627, 0.2225085961720179, 0.3254491793269061, 0.3327615425308018, 0.9249463265993972, 0.8336596445817391, 0.8984212111503347, 0.9543622979932684, 0.879514878459224]|  3.4632549285888672|      0.06250000|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.2247867656549105, 0.2106081394725627, 0.2225085961720179, 0.3254491793269061, 0.3327615425308018, 0.9249463265993972, 0.8336596445817391, 0.8984212111503347, 0.9543622979932684, 0.879514878459224]|  3.4632549285888672|      0.03125000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.2247867656549105, 0.2106081394725627, 0.2225085961720179, 0.3254491793269061, 0.3327615425308018, 0.9249463265993972, 0.8336596445817391, 0.8984212111503347, 0.9543622979932684, 0.879514878459224]|  3.4632549285888672|      0.01562500|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.2236318298727592, 0.2154386707234552, 0.2271675106995028, 0.3334608950131171, 0.3379255870243429, 0.9174091910427098, 0.8383110064441148, 0.8944123708916516, 0.951091909913986, 0.8782100911786688]|  3.2238235473632812|      0.03125000|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[0.2236318298727592, 0.2154386707234552, 0.2271675106995028, 0.3334608950131171, 0.3379255870243429, 0.9174091910427098, 0.8383110064441148, 0.8944123708916516, 0.951091909913986, 0.8782100911786688]|  3.2238235473632812|      0.01562500|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.2236318298727592, 0.2154386707234552, 0.2271675106995028, 0.3334608950131171, 0.3379255870243429, 0.9174091910427098, 0.8383110064441148, 0.8944123708916516, 0.951091909913986, 0.8782100911786688]|  3.2238235473632812|      0.00781250|[538, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
