k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.06250000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       5|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.03125000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.01562500|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00781250|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00390625|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00195312|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00097656|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00048828|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00001526|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000763|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000381|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000191|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-1.03658642e-08, 1.495418248e-07, 0.0099999181779391, 0.0003709972931963, 99999.99999990496, 0.0979799003654844, 0.0001653894574744, 99999.99999996442]|3355.7193758602406888|      0.00000381|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[-1.03658642e-08, 1.495418248e-07, 0.0099999181779391, 0.0003709972931963, 99999.99999990496, 0.0979799003654844, 0.0001653894574744, 99999.99999996442]|3355.7193758602406888|      0.00000191|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[2.023531194e-07, -2.43617277e-08, 0.0099998719004371, 0.0003725198358447, 99999.99999977069, 0.0979802570030277, 0.0001664315720492, 99999.99999985959]|3354.9576036635285163|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[2.023531194e-07, -2.43617277e-08, 0.0099998719004371, 0.0003725198358447, 99999.99999977069, 0.0979802570030277, 0.0001664315720492, 99999.99999985959]|3354.9576036635285163|      0.00000191|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[2.023531194e-07, -2.43617277e-08, 0.0099998719004371, 0.0003725198358447, 99999.99999977069, 0.0979802570030277, 0.0001664315720492, 99999.99999985959]|3354.9576036635285163|      0.00000095|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[1.470405425e-07, -1.11952885e-08, 0.0099997293511926, 0.0003727378903609, 99999.99999991553, 0.0979803198080378, 0.0001655320771021, 99999.99999992579]|3354.2955446940504771|      0.00000191|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[1.470405425e-07, -1.11952885e-08, 0.0099997293511926, 0.0003727378903609, 99999.99999991553, 0.0979803198080378, 0.0001655320771021, 99999.99999992579]|3354.2955446940504771|      0.00000095|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[1.470405425e-07, -1.11952885e-08, 0.0099997293511926, 0.0003727378903609, 99999.99999991553, 0.0979803198080378, 0.0001655320771021, 99999.99999992579]|3354.2955446940504771|      0.00000048|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[1.470405425e-07, -1.11952885e-08, 0.0099997293511926, 0.0003727378903609, 99999.99999991553, 0.0979803198080378, 0.0001655320771021, 99999.99999992579]|3354.2955446940504771|      0.00000024|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[1.875259689e-07, -1.61039754e-08, 0.009999735118192, 0.0003727333945948, 99999.99999991554, 0.0979803221770047, 0.0001657666472241, 99999.99999993568]|3354.2484892634433891|      0.00000048|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[1.875259689e-07, -1.61039754e-08, 0.009999735118192, 0.0003727333945948, 99999.99999991554, 0.0979803221770047, 0.0001657666472241, 99999.99999993568]|3354.2484892634433891|      0.00000024|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[1.875259689e-07, -1.61039754e-08, 0.009999735118192, 0.0003727333945948, 99999.99999991554, 0.0979803221770047, 0.0001657666472241, 99999.99999993568]|3354.2484892634433891|      0.00000012|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[2.478161466e-07, -2.24251061e-08, 0.0099997380700244, 0.0003727196906842, 99999.99999992047, 0.097980326292365, 0.0001656652619033, 99999.9999999313]|3354.2440831737071676|      0.00000024|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[4.266000258e-07, -2.58737454e-08, 0.0099996931736455, 0.0003726390663733, 99999.9999998535, 0.0979804309030235, 0.0001656352275932, 99999.99999992666]|3354.2373748360969330|      0.00000048|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[4.266000258e-07, -2.58737454e-08, 0.0099996931736455, 0.0003726390663733, 99999.9999998535, 0.0979804309030235, 0.0001656352275932, 99999.99999992666]|3354.2373748360969330|      0.00000024|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[4.266000258e-07, -2.58737454e-08, 0.0099996931736455, 0.0003726390663733, 99999.9999998535, 0.0979804309030235, 0.0001656352275932, 99999.99999992666]|3354.2373748360969330|      0.00000012|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[4.656372476e-07, -2.59485461e-08, 0.0099997127421763, 0.000372674411889, 99999.99999984639, 0.0979804336504487, 0.0001657399131037, 99999.99999993277]|3354.2242267722290308|      0.00000024|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      37|[4.656372476e-07, -2.59485461e-08, 0.0099997127421763, 0.000372674411889, 99999.99999984639, 0.0979804336504487, 0.0001657399131037, 99999.99999993277]|3354.2242267722290308|      0.00000012|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[5.585038267e-07, -1.78302666e-08, 0.0099997208400794, 0.000372689812104, 99999.99999985316, 0.0979804407536102, 0.0001656727974643, 99999.99999995761]|3354.2189978923811395|      0.00000024|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[5.585038267e-07, -1.78302666e-08, 0.0099997208400794, 0.000372689812104, 99999.99999985316, 0.0979804407536102, 0.0001656727974643, 99999.99999995761]|3354.2189978923811395|      0.00000012|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[6.24672097e-07, -2.58714496e-08, 0.0099997358464199, 0.0003726944513762, 99999.99999985368, 0.0979804513366594, 0.0001657697835895, 99999.99999995924]|3354.2148231621781633|      0.00000024|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
