k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0006145428844793, 399999.9811014225, 25000.02952205741]                      |1128468145117336.2500000000000000|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[1.0006145428844793, 399999.9811014225, 25000.02952205741]                      |1128468145117336.2500000000000000|      1.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[1.0006145428844793, 399999.9811014225, 25000.02952205741]                      |1128468145117336.2500000000000000|      0.50000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.5059673960650128, 399999.9168628705, 25000.064128539187]                     |287680241180712.7500000000000000|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[0.5059673960650128, 399999.9168628705, 25000.064128539187]                     |287680241180712.7500000000000000|      0.50000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.2360643313579251, 399999.99925615016, 25000.4768798967]                      |62167045907051.6953125000000000|      1.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       7|[0.2360643313579251, 399999.99925615016, 25000.4768798967]                      |62167045907051.6953125000000000|      0.50000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.2360643313579251, 399999.99925615016, 25000.4768798967]                      |62167045907051.6953125000000000|      0.25000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.0130162824253099, 400000.0148438208, 25000.49157249211]                     |239264091724.4716186523437500|      0.50000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[-0.0130162824253099, 400000.0148438208, 25000.49157249211]                     |239264091724.4716186523437500|      0.25000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[-0.0130162824253099, 400000.0148438208, 25000.49157249211]                     |239264091724.4716186523437500|      0.12500000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.0130162824253099, 400000.0148438208, 25000.49157249211]                     |239264091724.4716186523437500|      0.06250000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.0130162824253099, 400000.0148438208, 25000.49157249211]                     |239264091724.4716186523437500|      0.03125000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      14|[-0.0130162824253099, 400000.0148438208, 25000.49157249211]                     |239264091724.4716186523437500|      0.01562500|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[-0.0130162824253099, 400000.0148438208, 25000.49157249211]                     |239264091724.4716186523437500|      0.00781250|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
