k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.0469630002872929, -0.013825278589051, 0.9611465796106591]                   |928.5096791240620178|      0.12500000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       6|[-0.0469630002872929, -0.013825278589051, 0.9611465796106591]                   |928.5096791240620178|      0.06250000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.0469630002872929, -0.013825278589051, 0.9611465796106591]                   |928.5096791240620178|      0.03125000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.0469630002872929, -0.013825278589051, 0.9611465796106591]                   |928.5096791240620178|      0.01562500|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.0469630002872929, -0.013825278589051, 0.9611465796106591]                   |928.5096791240620178|      0.00781250|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.0509279031268644, -0.0169310805621481, 0.9671189071156326]                  |923.1315733443140061|      0.01562500|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      11|[-0.0509279031268644, -0.0169310805621481, 0.9671189071156326]                  |923.1315733443140061|      0.00781250|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-0.0580787192542728, -0.0176372487050692, 0.9640525882287716]                  |921.5318479774261959|      0.01562500|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      13|[-0.0580787192542728, -0.0176372487050692, 0.9640525882287716]                  |921.5318479774261959|      0.00781250|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[-0.0580787192542728, -0.0176372487050692, 0.9640525882287716]                  |921.5318479774261959|      0.00390625|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[-0.0580787192542728, -0.0176372487050692, 0.9640525882287716]                  |921.5318479774261959|      0.00195312|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
