k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[95, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[189, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[284, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       4|[119.9787170925777, -0.0187624565380772, 0.8937378946944666, 110.01742434417488, 0.1904272264337267, 0.8307126547714305, 99.99362247811912, 0.280217212783792, 0.715338478748667, 88.0152827778798, 0.3307165315107805, 0.7071508132542853, 86.01057077456393, 0.3600991559541808, 0.6514465636042739, 83.9978021900502, 0.4603227095752873, 0.5380202874951124, 80.01013040854615, 0.6513994030654032, 0.3499038451637023, 76.0021468299097, 0.874007035997522, 0.1437693979152753, 886.3700844545244, 910.0026167413945, 922.5170174699887, 926.4630988684718, 935.5675084777648, 952.8346936193958, 975.7279057569214]|2080.5529785156250000|      0.25000000|[378, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[119.9787170925777, -0.0187624565380772, 0.8937378946944666, 110.01742434417488, 0.1904272264337267, 0.8307126547714305, 99.99362247811912, 0.280217212783792, 0.715338478748667, 88.0152827778798, 0.3307165315107805, 0.7071508132542853, 86.01057077456393, 0.3600991559541808, 0.6514465636042739, 83.9978021900502, 0.4603227095752873, 0.5380202874951124, 80.01013040854615, 0.6513994030654032, 0.3499038451637023, 76.0021468299097, 0.874007035997522, 0.1437693979152753, 886.3700844545244, 910.0026167413945, 922.5170174699887, 926.4630988684718, 935.5675084777648, 952.8346936193958, 975.7279057569214]|2080.5529785156250000|      0.12500000|[471, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       6|[119.98180069892622, 0.012936667939685, 0.901097107521347, 109.99644117440506, 0.1273118871570829, 0.8298370140207527, 99.99037978195162, 0.2632596897316822, 0.706263072501525, 87.99612186109658, 0.3596413526292863, 0.7233956391728903, 85.98319696686286, 0.3310606915948397, 0.6342302009412201, 83.97626662868176, 0.4714415158573439, 0.5576552758910064, 80.01466282880997, 0.6209458952017063, 0.3770328779078782, 76.01120245704685, 0.8919020606489538, 0.1081885984889425, 886.3657016623356, 909.9908218865762, 922.4905653212547, 926.4561035017309, 935.5430165378139, 952.8278720557165, 975.7506287422246]|1254.9471435546875000|      0.25000000|[565, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[119.98180069892622, 0.012936667939685, 0.901097107521347, 109.99644117440506, 0.1273118871570829, 0.8298370140207527, 99.99037978195162, 0.2632596897316822, 0.706263072501525, 87.99612186109658, 0.3596413526292863, 0.7233956391728903, 85.98319696686286, 0.3310606915948397, 0.6342302009412201, 83.97626662868176, 0.4714415158573439, 0.5576552758910064, 80.01466282880997, 0.6209458952017063, 0.3770328779078782, 76.01120245704685, 0.8919020606489538, 0.1081885984889425, 886.3657016623356, 909.9908218865762, 922.4905653212547, 926.4561035017309, 935.5430165378139, 952.8278720557165, 975.7506287422246]|1254.9471435546875000|      0.12500000|[660, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[119.98180069892622, 0.012936667939685, 0.901097107521347, 109.99644117440506, 0.1273118871570829, 0.8298370140207527, 99.99037978195162, 0.2632596897316822, 0.706263072501525, 87.99612186109658, 0.3596413526292863, 0.7233956391728903, 85.98319696686286, 0.3310606915948397, 0.6342302009412201, 83.97626662868176, 0.4714415158573439, 0.5576552758910064, 80.01466282880997, 0.6209458952017063, 0.3770328779078782, 76.01120245704685, 0.8919020606489538, 0.1081885984889425, 886.3657016623356, 909.9908218865762, 922.4905653212547, 926.4561035017309, 935.5430165378139, 952.8278720557165, 975.7506287422246]|1254.9471435546875000|      0.06250000|[754, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       9|[119.97657961425051, -0.0309969614239372, 0.8797536024886494, 109.98736091352181, 0.1116251352122998, 0.8394927146664362, 99.99968277911496, 0.253180753936166, 0.7034954898619875, 88.00076065024741, 0.3619670657308883, 0.7242896160813073, 85.98519934859077, 0.3451073282204909, 0.6396899375270001, 83.96567998515658, 0.4604147606010427, 0.5512734488640532, 80.01516536256507, 0.6238973400957948, 0.3767824620352268, 76.01488360949531, 0.8872289594059056, 0.114799715064532, 886.361726625359, 910.0008183783452, 922.4899515744568, 926.4481298611809, 935.5408930253185, 952.8242479164636, 975.7581808527979]|675.6193237304687500|      0.12500000|[847, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      10|[119.97657961425051, -0.0309969614239372, 0.8797536024886494, 109.98736091352181, 0.1116251352122998, 0.8394927146664362, 99.99968277911496, 0.253180753936166, 0.7034954898619875, 88.00076065024741, 0.3619670657308883, 0.7242896160813073, 85.98519934859077, 0.3451073282204909, 0.6396899375270001, 83.96567998515658, 0.4604147606010427, 0.5512734488640532, 80.01516536256507, 0.6238973400957948, 0.3767824620352268, 76.01488360949531, 0.8872289594059056, 0.114799715064532, 886.361726625359, 910.0008183783452, 922.4899515744568, 926.4481298611809, 935.5408930253185, 952.8242479164636, 975.7581808527979]|675.6193237304687500|      0.06250000|[941, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
